Protein.Group,Protein.Names,Protein,Protein.Description,Sample,Top_3pep_counts_mean,%_of protein_abundance_Top3-method,log10_%_abundance
Q88LL7,Q88LL7_PSEPK,Fabd,Malonyl CoA-acyl carrier protein transacylase,PP_0812_15,209843.68,0.038300133,-1.416799714
Q88LL7,Q88LL7_PSEPK,Fabd,Malonyl CoA-acyl carrier protein transacylase,PP_0812_15,199266.7333,0.036269739,-1.440455567
Q88LL7,Q88LL7_PSEPK,Fabd,Malonyl CoA-acyl carrier protein transacylase,PP_0812_15,200101.652,0.035604613,-1.448493733
Q88LL9,RL32_PSEPK,Rpmf,Large ribosomal subunit protein bL32,PP_0812_15,533965.3467,0.097457993,-1.011182535
Q88LL9,RL32_PSEPK,Rpmf,Large ribosomal subunit protein bL32,PP_0812_15,461531.3333,0.0840061,-1.075689178
Q88LL9,RL32_PSEPK,Rpmf,Large ribosomal subunit protein bL32,PP_0812_15,465266.9853,0.082786177,-1.08204217
Q88LM0,Q88LM0_PSEPK,Pp_1910,Large ribosomal RNA subunit accumulation protein YceD,PP_0812_15,128131.84,0.023386297,-1.631038545
Q88LM0,Q88LM0_PSEPK,Pp_1910,Large ribosomal RNA subunit accumulation protein YceD,PP_0812_15,111474,0.020290055,-1.692716784
Q88LM0,Q88LM0_PSEPK,Pp_1910,Large ribosomal RNA subunit accumulation protein YceD,PP_0812_15,101453.4927,0.018051887,-1.743477404
Q88LM2,Q88LM2_PSEPK,Pp_1908,Peptidase,PP_0812_15,119438.8,0.021799665,-1.661550177
Q88LM2,Q88LM2_PSEPK,Pp_1908,Peptidase,PP_0812_15,128873.2333,0.023456994,-1.629727644
Q88LM2,Q88LM2_PSEPK,Pp_1908,Peptidase,PP_0812_15,146481.5667,0.02606385,-1.583961431
Q88LM4,Q88LM4_PSEPK,Rne,Ribonuclease E,PP_0812_15,546495.6,0.099744983,-1.001108938
Q88LM4,Q88LM4_PSEPK,Rne,Ribonuclease E,PP_0812_15,507651.5667,0.092400721,-1.034324638
Q88LM4,Q88LM4_PSEPK,Rne,Ribonuclease E,PP_0812_15,1070352,0.190450544,-0.720217782
Q88LM7,KDSB_PSEPK,Kdsb,3-deoxy-manno-octulosonate cytidylyltransferase,PP_0812_15,109568.2667,0.019998121,-1.699010817
Q88LM7,KDSB_PSEPK,Kdsb,3-deoxy-manno-octulosonate cytidylyltransferase,PP_0812_15,121997.1667,0.02220544,-1.653540624
Q88LM7,KDSB_PSEPK,Kdsb,3-deoxy-manno-octulosonate cytidylyltransferase,PP_0812_15,119112,0.021193911,-1.67378889
Q88LM8,Y1901_PSEPK,Pp_1901,UPF0434 protein PP_1901,PP_0812_15,57023.24,0.010407736,-1.982643718
Q88LM8,Y1901_PSEPK,Pp_1901,UPF0434 protein PP_1901,PP_0812_15,126121.6333,0.022956159,-1.639100782
Q88LM8,Y1901_PSEPK,Pp_1901,UPF0434 protein PP_1901,PP_0812_15,71475.05933,0.012717745,-1.895589882
Q88LN1,Q88LN1_PSEPK,Pp_1898,MotA/TolQ/ExbB proton channel family protein,PP_0812_15,5148.52,0.000939695,-3.027013204
Q88LN1,Q88LN1_PSEPK,Pp_1898,MotA/TolQ/ExbB proton channel family protein,PP_0812_15,23823.76667,0.004336307,-2.362879942
Q88LN1,Q88LN1_PSEPK,Pp_1898,MotA/TolQ/ExbB proton channel family protein,PP_0812_15,25643.95933,0.004562897,-2.340759327
Q88LN4,Q88LN4_PSEPK,Yadg,ABC transporter-ATP binding subunit,PP_0812_15,79690.43333,0.014544895,-1.83728942
Q88LN4,Q88LN4_PSEPK,Yadg,ABC transporter-ATP binding subunit,PP_0812_15,46951.66667,0.008545956,-2.068239355
Q88LN4,Q88LN4_PSEPK,Yadg,ABC transporter-ATP binding subunit,PP_0812_15,72252.5,0.012856077,-1.890891528
Q88LN5,Q88LN5_PSEPK,Gstb,Glutathione S-transferase reducing arsenate to arsenite,PP_0812_15,88966.06667,0.01623786,-1.789471218
Q88LN5,Q88LN5_PSEPK,Gstb,Glutathione S-transferase reducing arsenate to arsenite,PP_0812_15,86593.33333,0.015761375,-1.802405911
Q88LN5,Q88LN5_PSEPK,Gstb,Glutathione S-transferase reducing arsenate to arsenite,PP_0812_15,61658.15933,0.010970998,-1.959753851
Q88LN6,Q88LN6_PSEPK,Fade,Acyl-coenzyme A dehydrogenase,PP_0812_15,5148.52,0.000939695,-3.027013204
Q88LN6,Q88LN6_PSEPK,Fade,Acyl-coenzyme A dehydrogenase,PP_0812_15,0,1.00E-05,-5
Q88LN6,Q88LN6_PSEPK,Fade,Acyl-coenzyme A dehydrogenase,PP_0812_15,51510.46667,0.009165393,-2.037848922
Q88LQ3,Q88LQ3_PSEPK,Pp_1876,ATP/GTP-binding protein of the AAA+ family,PP_0812_15,96878.50667,0.017682018,-1.752468172
Q88LQ3,Q88LQ3_PSEPK,Pp_1876,ATP/GTP-binding protein of the AAA+ family,PP_0812_15,120606.2667,0.021952274,-1.658520495
Q88LQ3,Q88LQ3_PSEPK,Pp_1876,ATP/GTP-binding protein of the AAA+ family,PP_0812_15,152719,0.027173693,-1.565851335
Q88LQ5,Q88LQ5_PSEPK,Gpx,Glutathione peroxidase,PP_0812_15,57414.13333,0.010479081,-1.979676795
Q88LQ5,Q88LQ5_PSEPK,Gpx,Glutathione peroxidase,PP_0812_15,46933.93333,0.008542728,-2.068403417
Q88LQ5,Q88LQ5_PSEPK,Gpx,Glutathione peroxidase,PP_0812_15,20791.952,0.003699567,-2.431849143
Q88LQ7,Q88LQ7_PSEPK,Alaa,alanine transaminase,PP_0812_15,206294.3333,0.037652316,-1.424208309
Q88LQ7,Q88LQ7_PSEPK,Alaa,alanine transaminase,PP_0812_15,213135,0.038793986,-1.411235595
Q88LQ7,Q88LQ7_PSEPK,Alaa,alanine transaminase,PP_0812_15,188457,0.033532649,-1.474532133
Q88LQ8,HTPX_PSEPK,Htpx,Protease HtpX,PP_0812_15,26227.28,0.004786936,-2.319942355
Q88LQ8,HTPX_PSEPK,Htpx,Protease HtpX,PP_0812_15,40960.63333,0.007455492,-2.127523706
Q88LQ8,HTPX_PSEPK,Htpx,Protease HtpX,PP_0812_15,35786,0.006367497,-2.196031249
Q88LR1,Q88LR1_PSEPK,Dead,ATP-dependent RNA helicase DeaD,PP_0812_15,870771.1733,0.158930934,-0.798791565
Q88LR1,Q88LR1_PSEPK,Dead,ATP-dependent RNA helicase DeaD,PP_0812_15,373044.3333,0.067900048,-1.168129921
Q88LR1,Q88LR1_PSEPK,Dead,ATP-dependent RNA helicase DeaD,PP_0812_15,876915.4667,0.156031874,-0.806786677
Q88LR3,Q88LR3_PSEPK,Aroh,Phospho-2-dehydro-3-deoxyheptonate aldolase,PP_0812_15,46812.96667,0.008544183,-2.068329444
Q88LR3,Q88LR3_PSEPK,Aroh,Phospho-2-dehydro-3-deoxyheptonate aldolase,PP_0812_15,42282,0.007696002,-2.113734847
Q88LR3,Q88LR3_PSEPK,Aroh,Phospho-2-dehydro-3-deoxyheptonate aldolase,PP_0812_15,28537.01867,0.005077667,-2.294335808
Q88LR9,Q88LR9_PSEPK,Ohr,Organic hydroperoxide resistance protein,PP_0812_15,525665.5667,0.095943139,-1.017986078
Q88LR9,Q88LR9_PSEPK,Ohr,Organic hydroperoxide resistance protein,PP_0812_15,495061.0667,0.090109049,-1.045231595
Q88LR9,Q88LR9_PSEPK,Ohr,Organic hydroperoxide resistance protein,PP_0812_15,493339.5667,0.087781206,-1.056598459
Q88LS0,EFP_PSEPK,Efp,Elongation factor P,PP_0812_15,1911348.367,0.34885443,-0.457355758
Q88LS0,EFP_PSEPK,Efp,Elongation factor P,PP_0812_15,1748130.667,0.318187799,-0.497316477
Q88LS0,EFP_PSEPK,Efp,Elongation factor P,PP_0812_15,1686539.867,0.300090471,-0.522747795
Q88LT2,Q88LT2_PSEPK,Pp_1845,Enoyl-CoA hydratase/isomerase family protein,PP_0812_15,142982.9,0.026096874,-1.583411507
Q88LT2,Q88LT2_PSEPK,Pp_1845,Enoyl-CoA hydratase/isomerase family protein,PP_0812_15,139383.3667,0.025370007,-1.595679418
Q88LT2,Q88LT2_PSEPK,Pp_1845,Enoyl-CoA hydratase/isomerase family protein,PP_0812_15,162588.1,0.028929728,-1.538655651
Q88LT5,Q88LT5_PSEPK,Pp_1842,"Glutamine amidotransferase, class I",PP_0812_15,49705.6,0.009072139,-2.042290287
Q88LT5,Q88LT5_PSEPK,Pp_1842,"Glutamine amidotransferase, class I",PP_0812_15,34551.43333,0.006288915,-2.2014243
Q88LT5,Q88LT5_PSEPK,Pp_1842,"Glutamine amidotransferase, class I",PP_0812_15,34903.826,0.006210529,-2.206871372
Q88LT9,Q88LT9_PSEPK,Pp_1838,Sulfatase N-terminal domain-containing protein,PP_0812_15,84375.70667,0.015400039,-1.812478185
Q88LT9,Q88LT9_PSEPK,Pp_1838,Sulfatase N-terminal domain-containing protein,PP_0812_15,12834.93333,0.002336164,-2.631496751
Q88LT9,Q88LT9_PSEPK,Pp_1838,Sulfatase N-terminal domain-containing protein,PP_0812_15,126963.0593,0.022590871,-1.646067028
Q88LU5,Q88LU5_PSEPK,Pp_1832,Oxidase,PP_0812_15,8580.866667,0.001566158,-2.805164454
Q88LU5,Q88LU5_PSEPK,Pp_1832,Oxidase,PP_0812_15,0,1.00E-05,-5
Q88LU5,Q88LU5_PSEPK,Pp_1832,Oxidase,PP_0812_15,1310.796667,0.000233233,-3.632209079
Q88LU7,AROC_PSEPK,Aroc,Chorismate synthase,PP_0812_15,209372.5067,0.038214136,-1.417775955
Q88LU7,AROC_PSEPK,Aroc,Chorismate synthase,PP_0812_15,248182.6667,0.045173223,-1.345118922
Q88LU7,AROC_PSEPK,Aroc,Chorismate synthase,PP_0812_15,246955.4927,0.04394144,-1.357125717
Q88LV0,Q88LV0_PSEPK,Prmb,Ribosomal protein uL3 glutamine methyltransferase,PP_0812_15,41437.18667,0.00756301,-2.121305346
Q88LV0,Q88LV0_PSEPK,Prmb,Ribosomal protein uL3 glutamine methyltransferase,PP_0812_15,69080.96667,0.012573843,-1.900531963
Q88LV0,Q88LV0_PSEPK,Prmb,Ribosomal protein uL3 glutamine methyltransferase,PP_0812_15,55819.71867,0.009932149,-2.002956764
Q88LV1,Q88LV1_PSEPK,Pp_1826,"Hydrolase, isochorismatase family",PP_0812_15,165301.74,0.030170452,-1.520418183
Q88LV1,Q88LV1_PSEPK,Pp_1826,"Hydrolase, isochorismatase family",PP_0812_15,185476.7,0.033759732,-1.471601008
Q88LV1,Q88LV1_PSEPK,Pp_1826,"Hydrolase, isochorismatase family",PP_0812_15,128816.9853,0.022920745,-1.639771276
Q88LV4,GCH11_PSEPK,Fole1,GTP cyclohydrolase 1 1,PP_0812_15,159433.6667,0.029099426,-1.536115574
Q88LV4,GCH11_PSEPK,Fole1,GTP cyclohydrolase 1 1,PP_0812_15,134690.6667,0.02451586,-1.610552866
Q88LV4,GCH11_PSEPK,Fole1,GTP cyclohydrolase 1 1,PP_0812_15,120362.4927,0.021416415,-1.669253234
Q88LV5,Q88LV5_PSEPK,Pp_1822,Glutaredoxin domain-containing protein,PP_0812_15,5148.52,0.000939695,-3.027013204
Q88LV5,Q88LV5_PSEPK,Pp_1822,Glutaredoxin domain-containing protein,PP_0812_15,19339.83333,0.00352016,-2.453437642
Q88LV5,Q88LV5_PSEPK,Pp_1822,Glutaredoxin domain-containing protein,PP_0812_15,30545.49267,0.00543504,-2.264797273
Q88LV6,Q88LV6_PSEPK,Pp_1821,Glutathione S-transferase family protein,PP_0812_15,118846.5667,0.021691572,-1.663708968
Q88LV6,Q88LV6_PSEPK,Pp_1821,Glutathione S-transferase family protein,PP_0812_15,108457.3333,0.019740973,-1.704631447
Q88LV6,Q88LV6_PSEPK,Pp_1821,Glutathione S-transferase family protein,PP_0812_15,67060.526,0.011932256,-1.923277451
Q88LW1,Q88LW1_PSEPK,Pp_1816,"Alcohol dehydrogenase, zinc-containing",PP_0812_15,53954.10667,0.009847566,-2.006671102
Q88LW1,Q88LW1_PSEPK,Pp_1816,"Alcohol dehydrogenase, zinc-containing",PP_0812_15,100334.8333,0.018262548,-1.738438635
Q88LW1,Q88LW1_PSEPK,Pp_1816,"Alcohol dehydrogenase, zinc-containing",PP_0812_15,48667.99267,0.008659624,-2.062500973
Q88LW2,PYRF_PSEPK,Pyrf,Orotidine 5'-phosphate decarboxylase,PP_0812_15,143183.8,0.026133542,-1.582801724
Q88LW2,PYRF_PSEPK,Pyrf,Orotidine 5'-phosphate decarboxylase,PP_0812_15,118515.7667,0.021571769,-1.666114238
Q88LW2,PYRF_PSEPK,Pyrf,Orotidine 5'-phosphate decarboxylase,PP_0812_15,115193.5333,0.020496688,-1.688316307
Q88LX0,KDSA2_PSEPK,Kdsa2,2-dehydro-3-deoxyphosphooctonate aldolase 2,PP_0812_15,184306.6667,0.033639183,-1.473154563
Q88LX0,KDSA2_PSEPK,Kdsa2,2-dehydro-3-deoxyphosphooctonate aldolase 2,PP_0812_15,41277,0.007513076,-2.124182243
Q88LX0,KDSA2_PSEPK,Kdsa2,2-dehydro-3-deoxyphosphooctonate aldolase 2,PP_0812_15,154743.3,0.027533882,-1.560132553
Q88LX7,Q88LX7_PSEPK,Rmd,Oxidoreductase Rmd,PP_0812_15,71643.30667,0.013076154,-1.883519986
Q88LX7,Q88LX7_PSEPK,Rmd,Oxidoreductase Rmd,PP_0812_15,54706.46667,0.009957454,-2.001851703
Q88LX7,Q88LX7_PSEPK,Rmd,Oxidoreductase Rmd,PP_0812_15,91453.13333,0.016272496,-1.788545817
Q88LX8,Q88LX8_PSEPK,Gmd,"GDP-mannose 4,6-dehydratase",PP_0812_15,657739.7333,0.120048979,-0.92064153
Q88LX8,Q88LX8_PSEPK,Gmd,"GDP-mannose 4,6-dehydratase",PP_0812_15,652844,0.118828071,-0.925080952
Q88LX8,Q88LX8_PSEPK,Gmd,"GDP-mannose 4,6-dehydratase",PP_0812_15,681800.5333,0.121314561,-0.91608707
Q88LY4,Q88LY4_PSEPK,Pp_1792,"Glycosyl transferase, group 2 family protein",PP_0812_15,5148.52,0.000939695,-3.027013204
Q88LY4,Q88LY4_PSEPK,Pp_1792,"Glycosyl transferase, group 2 family protein",PP_0812_15,0,1.00E-05,-5
Q88LY4,Q88LY4_PSEPK,Pp_1792,"Glycosyl transferase, group 2 family protein",PP_0812_15,786.478,0.00013994,-3.854057828
Q88LY5,Q88LY5_PSEPK,Pp_1791,Homocitrate synthase,PP_0812_15,108720.0067,0.019843298,-1.702386138
Q88LY5,Q88LY5_PSEPK,Pp_1791,Homocitrate synthase,PP_0812_15,115158.1,0.02096062,-1.678595878
Q88LY5,Q88LY5_PSEPK,Pp_1791,Homocitrate synthase,PP_0812_15,136357.526,0.024262453,-1.615065294
Q88LY7,Q88LY7_PSEPK,Pp_1789,"Hydrolase, haloacid dehalogenase-like family",PP_0812_15,42968.64,0.007842527,-2.105544
Q88LY7,Q88LY7_PSEPK,Pp_1789,"Hydrolase, haloacid dehalogenase-like family",PP_0812_15,57452.83333,0.010457336,-1.980578918
Q88LY7,Q88LY7_PSEPK,Pp_1789,"Hydrolase, haloacid dehalogenase-like family",PP_0812_15,48148.426,0.008567176,-2.067162313
Q88LY9,Q88LY9_PSEPK,Pp_1787,Tetratricopeptide repeat protein,PP_0812_15,189047.3333,0.034504437,-1.462125052
Q88LY9,Q88LY9_PSEPK,Pp_1787,Tetratricopeptide repeat protein,PP_0812_15,215291.6667,0.039186534,-1.406863149
Q88LY9,Q88LY9_PSEPK,Pp_1787,Tetratricopeptide repeat protein,PP_0812_15,187196,0.033308276,-1.477447842
Q88LZ0,Q88LZ0_PSEPK,Pp_1786,Glycosyl transferase,PP_0812_15,98465.87333,0.01797174,-1.745409871
Q88LZ0,Q88LZ0_PSEPK,Pp_1786,Glycosyl transferase,PP_0812_15,87090.73333,0.015851909,-1.799918421
Q88LZ0,Q88LZ0_PSEPK,Pp_1786,Glycosyl transferase,PP_0812_15,170940.6333,0.030415916,-1.516899098
Q88LZ1,Q88LZ1_PSEPK,Rffg,"dTDP-glucose 4,6-dehydratase",PP_0812_15,372021.3333,0.067900385,-1.168127763
Q88LZ1,Q88LZ1_PSEPK,Rffg,"dTDP-glucose 4,6-dehydratase",PP_0812_15,346283.6667,0.063029177,-1.200458361
Q88LZ1,Q88LZ1_PSEPK,Rffg,"dTDP-glucose 4,6-dehydratase",PP_0812_15,333514.9333,0.059343189,-1.226629122
Q88LZ2,Q88LZ2_PSEPK,Rfbd,dTDP-4-dehydrorhamnose reductase,PP_0812_15,1055404.84,0.1926298,-0.715276527
Q88LZ2,Q88LZ2_PSEPK,Rfbd,dTDP-4-dehydrorhamnose reductase,PP_0812_15,1163911.333,0.211850517,-0.673970472
Q88LZ2,Q88LZ2_PSEPK,Rfbd,dTDP-4-dehydrorhamnose reductase,PP_0812_15,94583.49267,0.016829489,-1.77392906
Q88LZ3,Q88LZ3_PSEPK,Rfba,Glucose-1-phosphate thymidylyltransferase,PP_0812_15,262404.3333,0.04789337,-1.319724605
Q88LZ3,Q88LZ3_PSEPK,Rfba,Glucose-1-phosphate thymidylyltransferase,PP_0812_15,257822,0.046927736,-1.328570396
Q88LZ3,Q88LZ3_PSEPK,Rfba,Glucose-1-phosphate thymidylyltransferase,PP_0812_15,93739.31867,0.016679283,-1.777822614
Q88LZ4,Q88LZ4_PSEPK,Rfbc,"dTDP-4-dehydrorhamnose 3,5-epimerase",PP_0812_15,5148.52,0.000939695,-3.027013204
Q88LZ4,Q88LZ4_PSEPK,Rfbc,"dTDP-4-dehydrorhamnose 3,5-epimerase",PP_0812_15,25487.93333,0.004639212,-2.333555746
Q88LZ4,Q88LZ4_PSEPK,Rfbc,"dTDP-4-dehydrorhamnose 3,5-epimerase",PP_0812_15,25035.61867,0.004454653,-2.351186079
Q88LZ6,Q88LZ6_PSEPK,Pp_1780,Mannosyltransferase,PP_0812_15,67570.04,0.012332711,-1.908941432
Q88LZ6,Q88LZ6_PSEPK,Pp_1780,Mannosyltransferase,PP_0812_15,61597.4,0.011211714,-1.950327988
Q88LZ6,Q88LZ6_PSEPK,Pp_1780,Mannosyltransferase,PP_0812_15,184057,0.032749746,-1.484792068
Q88LZ7,Q88LZ7_PSEPK,Pp_1779,"Lipopolysaccharide ABC export system, ATP-binding protein",PP_0812_15,36868.57333,0.006729158,-2.172039276
Q88LZ7,Q88LZ7_PSEPK,Pp_1779,"Lipopolysaccharide ABC export system, ATP-binding protein",PP_0812_15,30285.3,0.00551241,-2.258658489
Q88LZ7,Q88LZ7_PSEPK,Pp_1779,"Lipopolysaccharide ABC export system, ATP-binding protein",PP_0812_15,18831.69267,0.003350773,-2.474855049
Q88LZ9,Q88LZ9_PSEPK,Cpsg,phosphomannomutase,PP_0812_15,99680.10667,0.018193359,-1.740087114
Q88LZ9,Q88LZ9_PSEPK,Cpsg,phosphomannomutase,PP_0812_15,160192.6667,0.029157633,-1.535247738
Q88LZ9,Q88LZ9_PSEPK,Cpsg,phosphomannomutase,PP_0812_15,124349.0667,0.022125756,-1.655101877
Q88M00,Q88M00_PSEPK,Pp_1776,mannose-1-phosphate guanylyltransferase,PP_0812_15,400471.2067,0.073092983,-1.136124312
Q88M00,Q88M00_PSEPK,Pp_1776,mannose-1-phosphate guanylyltransferase,PP_0812_15,429030.7667,0.078090476,-1.107401931
Q88M00,Q88M00_PSEPK,Pp_1776,mannose-1-phosphate guanylyltransferase,PP_0812_15,450596.7667,0.080175867,-1.095956336
Q88M03,Q88M03_PSEPK,Rpsa,30S ribosomal protein S1,PP_0812_15,3192340,0.582657756,-0.234586468
Q88M03,Q88M03_PSEPK,Rpsa,30S ribosomal protein S1,PP_0812_15,3476778,0.63282932,-0.198713408
Q88M03,Q88M03_PSEPK,Rpsa,30S ribosomal protein S1,PP_0812_15,3388809.333,0.60297975,-0.219697272
Q88M04,KCY_PSEPK,Cmk,Cytidylate kinase,PP_0812_15,236903.0133,0.043238934,-1.364125023
Q88M04,KCY_PSEPK,Cmk,Cytidylate kinase,PP_0812_15,210970,0.038399921,-1.415669666
Q88M04,KCY_PSEPK,Cmk,Cytidylate kinase,PP_0812_15,197987.9853,0.035228523,-1.45310557
Q88M05,Q88M05_PSEPK,Aroa,3-phosphoshikimate 1-carboxyvinyltransferase,PP_0812_15,283016,0.051655359,-1.286884619
Q88M05,Q88M05_PSEPK,Aroa,3-phosphoshikimate 1-carboxyvinyltransferase,PP_0812_15,258677.6667,0.047083481,-1.327131434
Q88M05,Q88M05_PSEPK,Aroa,3-phosphoshikimate 1-carboxyvinyltransferase,PP_0812_15,289179.6667,0.051454498,-1.288576654
Q88M06,Q88M06_PSEPK,Phea,Bifunctional chorismate mutase/prephenate dehydratase,PP_0812_15,255827.6667,0.046693013,-1.330748098
Q88M06,Q88M06_PSEPK,Phea,Bifunctional chorismate mutase/prephenate dehydratase,PP_0812_15,167123,0.030419065,-1.516854146
Q88M06,Q88M06_PSEPK,Phea,Bifunctional chorismate mutase/prephenate dehydratase,PP_0812_15,253157,0.04504489,-1.346354466
Q88M07,SERC_PSEPK,Serc,Phosphoserine aminotransferase,PP_0812_15,301616.6667,0.055050305,-1.259240272
Q88M07,SERC_PSEPK,Serc,Phosphoserine aminotransferase,PP_0812_15,294498.3333,0.053603417,-1.270807527
Q88M07,SERC_PSEPK,Serc,Phosphoserine aminotransferase,PP_0812_15,300455,0.053460748,-1.271964971
Q88M08,Q88M08_PSEPK,Gyra,DNA gyrase subunit A,PP_0812_15,234234.6667,0.042751914,-1.369044437
Q88M08,Q88M08_PSEPK,Gyra,DNA gyrase subunit A,PP_0812_15,286318.8667,0.052114623,-1.283040402
Q88M08,Q88M08_PSEPK,Gyra,DNA gyrase subunit A,PP_0812_15,281940.2967,0.050166378,-1.299587254
Q88M09,MTNA_PSEPK,Mtna,Methylthioribose-1-phosphate isomerase,PP_0812_15,31865.44667,0.005816,-2.235375598
Q88M09,MTNA_PSEPK,Mtna,Methylthioribose-1-phosphate isomerase,PP_0812_15,28692.83333,0.005222556,-2.282116933
Q88M09,MTNA_PSEPK,Mtna,Methylthioribose-1-phosphate isomerase,PP_0812_15,26123.61867,0.004648244,-2.332711071
Q88M10,UBIG_PSEPK,Ubig,Ubiquinone biosynthesis O-methyltransferase,PP_0812_15,67314.01333,0.012285982,-1.910590124
Q88M10,UBIG_PSEPK,Ubig,Ubiquinone biosynthesis O-methyltransferase,PP_0812_15,59582.9,0.010845043,-1.964768731
Q88M10,UBIG_PSEPK,Ubig,Ubiquinone biosynthesis O-methyltransferase,PP_0812_15,68606.68533,0.012207368,-1.91337797
Q88M11,MUPP_PSEPK,Mupp,N-acetylmuramic acid 6-phosphate phosphatase,PP_0812_15,242611.3133,0.044280798,-1.353784559
Q88M11,MUPP_PSEPK,Mupp,N-acetylmuramic acid 6-phosphate phosphatase,PP_0812_15,192004.4,0.034947878,-1.456579188
Q88M11,MUPP_PSEPK,Mupp,N-acetylmuramic acid 6-phosphate phosphatase,PP_0812_15,216717.5927,0.038561131,-1.413850239
Q88M12,Q88M12_PSEPK,Ycik,Oxidoreductase,PP_0812_15,116027.3,0.021177007,-1.674135422
Q88M12,Q88M12_PSEPK,Ycik,Oxidoreductase,PP_0812_15,107015.5,0.019478536,-1.710443684
Q88M12,Q88M12_PSEPK,Ycik,Oxidoreductase,PP_0812_15,112172.1333,0.019959082,-1.699859427
Q88M19,Q88M19_PSEPK,Pp_1756,DUF2059 domain-containing protein,PP_0812_15,189963.1733,0.034671594,-1.460026192
Q88M19,Q88M19_PSEPK,Pp_1756,DUF2059 domain-containing protein,PP_0812_15,234816.4333,0.042740354,-1.369161882
Q88M19,Q88M19_PSEPK,Pp_1756,DUF2059 domain-containing protein,PP_0812_15,187143.9667,0.033299018,-1.477568576
Q88M20,FUMC_PSEPK,Fumc,Fumarate hydratase class II,PP_0812_15,78946.21333,0.014409062,-1.841364304
Q88M20,FUMC_PSEPK,Fumc,Fumarate hydratase class II,PP_0812_15,62400.56667,0.011357903,-1.944701835
Q88M20,FUMC_PSEPK,Fumc,Fumarate hydratase class II,PP_0812_15,84302.39267,0.015000146,-1.823904506
Q88M23,Q88M23_PSEPK,Pp_1752,Polyphosphate kinase-2-related domain-containing protein,PP_0812_15,76325.6,0.013930754,-1.856025381
Q88M23,Q88M23_PSEPK,Pp_1752,Polyphosphate kinase-2-related domain-containing protein,PP_0812_15,57903.3,0.010539329,-1.977187053
Q88M23,Q88M23_PSEPK,Pp_1752,Polyphosphate kinase-2-related domain-containing protein,PP_0812_15,93736.63333,0.016678806,-1.777835056
Q88M32,Q88M32_PSEPK,Actp-i,Acetate permease,PP_0812_15,12727.44667,0.002322981,-2.633954322
Q88M32,Q88M32_PSEPK,Actp-i,Acetate permease,PP_0812_15,12453.76667,0.002266785,-2.644589644
Q88M32,Q88M32_PSEPK,Actp-i,Acetate permease,PP_0812_15,19619.626,0.003490972,-2.457053682
Q88M34,Q88M34_PSEPK,Betx,Choline / betaine / carnitine ABC transporter-substrate binding protein BetX,PP_0812_15,5148.52,0.000939695,-3.027013204
Q88M34,Q88M34_PSEPK,Betx,Choline / betaine / carnitine ABC transporter-substrate binding protein BetX,PP_0812_15,67538.16667,0.012293029,-1.910341101
Q88M34,Q88M34_PSEPK,Betx,Choline / betaine / carnitine ABC transporter-substrate binding protein BetX,PP_0812_15,786.478,0.00013994,-3.854057828
Q88M37,Q88M37_PSEPK,Pp_1738,Serine/threonine protein kinase,PP_0812_15,90033.34667,0.016432657,-1.784292214
Q88M37,Q88M37_PSEPK,Pp_1738,Serine/threonine protein kinase,PP_0812_15,108139.7333,0.019683165,-1.705905074
Q88M37,Q88M37_PSEPK,Pp_1738,Serine/threonine protein kinase,PP_0812_15,786.478,0.00013994,-3.854057828
Q88M41,MINC_PSEPK,Minc,Probable septum site-determining protein MinC,PP_0812_15,21805.64,0.00397991,-2.40012677
Q88M41,MINC_PSEPK,Minc,Probable septum site-determining protein MinC,PP_0812_15,15899.43333,0.002893952,-2.538508723
Q88M41,MINC_PSEPK,Minc,Probable septum site-determining protein MinC,PP_0812_15,8313.552,0.001479252,-2.829957789
Q88M42,Q88M42_PSEPK,Mind,Septum site-determining protein MinD,PP_0812_15,311870.3333,0.056921778,-1.244721544
Q88M42,Q88M42_PSEPK,Mind,Septum site-determining protein MinD,PP_0812_15,288776.1333,0.052561885,-1.279329072
Q88M42,Q88M42_PSEPK,Mind,Septum site-determining protein MinD,PP_0812_15,270652.3333,0.048157881,-1.317332631
Q88M43,MINE_PSEPK,Mine,Cell division topological specificity factor,PP_0812_15,163824,0.029900739,-1.524318082
Q88M43,MINE_PSEPK,Mine,Cell division topological specificity factor,PP_0812_15,140661.3333,0.025602617,-1.591715639
Q88M43,MINE_PSEPK,Mine,Cell division topological specificity factor,PP_0812_15,123210.4927,0.021923167,-1.659096713
Q88M44,APEB_PSEPK,Apeb,Probable M18 family aminopeptidase 2,PP_0812_15,120975.1333,0.022080073,-1.655999499
Q88M44,APEB_PSEPK,Apeb,Probable M18 family aminopeptidase 2,PP_0812_15,105587.5333,0.019218623,-1.716277724
Q88M44,APEB_PSEPK,Apeb,Probable M18 family aminopeptidase 2,PP_0812_15,125264.9667,0.022288725,-1.65191478
Q88M48,Q88M48_PSEPK,Pp_1726,"ABC transporter, periplasmic binding protein",PP_0812_15,152874.4667,0.027902258,-1.554360653
Q88M48,Q88M48_PSEPK,Pp_1726,"ABC transporter, periplasmic binding protein",PP_0812_15,174047.6,0.031679453,-1.49922233
Q88M48,Q88M48_PSEPK,Pp_1726,"ABC transporter, periplasmic binding protein",PP_0812_15,158468.8667,0.028196782,-1.549800455
