Protein.Group,Protein.Names,Protein,Protein.Description,Sample,Replicate,Top_3pep_counts_mean,%_of_protein_abundance_Top3-method,log10_%_abundance
Q88D17,UBIE_PSEPK,Ubie,Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE,PP_0812_15,R1,1458895,0.033371096,-1.476629525
Q88D17,UBIE_PSEPK,Ubie,Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE,PP_0812_15,R2,1433067.367,0.035151847,-1.45405185
Q88D17,UBIE_PSEPK,Ubie,Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE,PP_0812_15,R3,944197.9333,0.025651625,-1.59088512
Q88D21,Q88D21_PSEPK,Pp_5007,Polyhydroxyalkanoate granule-associated protein GA2,PP_0812_15,R1,2093632.333,0.047890223,-1.319753144
Q88D21,Q88D21_PSEPK,Pp_5007,Polyhydroxyalkanoate granule-associated protein GA2,PP_0812_15,R2,3783333.333,0.092801747,-1.03244385
Q88D21,Q88D21_PSEPK,Pp_5007,Polyhydroxyalkanoate granule-associated protein GA2,PP_0812_15,R3,2873943,0.078078235,-1.107470015
Q88D27,HSLU_PSEPK,Hslu,ATP-dependent protease ATPase subunit HslU,PP_0812_15,R1,7762263.067,0.177555772,-0.750665204
Q88D27,HSLU_PSEPK,Hslu,ATP-dependent protease ATPase subunit HslU,PP_0812_15,R2,6042608.967,0.148219736,-0.829093966
Q88D27,HSLU_PSEPK,Hslu,ATP-dependent protease ATPase subunit HslU,PP_0812_15,R3,3805447.7,0.103385014,-0.985542408
Q88D28,HSLV_PSEPK,Hslv,ATP-dependent protease subunit HslV,PP_0812_15,R1,2284147.367,0.052248107,-1.281929441
Q88D28,HSLV_PSEPK,Hslv,ATP-dependent protease subunit HslV,PP_0812_15,R2,2130773.367,0.052265945,-1.281781197
Q88D28,HSLV_PSEPK,Hslv,ATP-dependent protease subunit HslV,PP_0812_15,R3,1852098.967,0.050317149,-1.298283976
Q88D29,Q88D29_PSEPK,Pyrc',Dihydroorotase-like protein,PP_0812_15,R1,2730000,0.062446641,-1.204490914
Q88D29,Q88D29_PSEPK,Pyrc',Dihydroorotase-like protein,PP_0812_15,R2,2890000,0.070889088,-1.149420614
Q88D29,Q88D29_PSEPK,Pyrc',Dihydroorotase-like protein,PP_0812_15,R3,2330000,0.06330059,-1.198592244
Q88D30,PYRB_PSEPK,Pyrb,Aspartate carbamoyltransferase catalytic subunit,PP_0812_15,R1,2064961.4,0.047234397,-1.325741623
Q88D30,PYRB_PSEPK,Pyrb,Aspartate carbamoyltransferase catalytic subunit,PP_0812_15,R2,2427440.033,0.05954291,-1.225169946
Q88D30,PYRB_PSEPK,Pyrb,Aspartate carbamoyltransferase catalytic subunit,PP_0812_15,R3,2160864.6,0.058705581,-1.231320611
Q88D31,Q88D31_PSEPK,Pyrr,Pyrimidine operon regulatory protein/uracil phosphoribosyltransferase,PP_0812_15,R1,776485.3667,0.017761503,-1.750520286
Q88D31,Q88D31_PSEPK,Pyrr,Pyrimidine operon regulatory protein/uracil phosphoribosyltransferase,PP_0812_15,R2,1516282.333,0.037193035,-1.429538382
Q88D31,Q88D31_PSEPK,Pyrr,Pyrimidine operon regulatory protein/uracil phosphoribosyltransferase,PP_0812_15,R3,1199755,0.032594506,-1.486855597
Q88D35,GSHB_PSEPK,Gshb,Glutathione synthetase,PP_0812_15,R1,695158.7,0.015901218,-1.798569599
Q88D35,GSHB_PSEPK,Gshb,Glutathione synthetase,PP_0812_15,R2,1206564,0.029595924,-1.528768093
Q88D35,GSHB_PSEPK,Gshb,Glutathione synthetase,PP_0812_15,R3,800810.3,0.021756122,-1.662418515
Q88D37,Q88D37_PSEPK,Pilh,Protein PilH,PP_0812_15,R1,174428.1,0.003989908,-2.399037111
Q88D37,Q88D37_PSEPK,Pilh,Protein PilH,PP_0812_15,R2,146195.7667,0.00358605,-2.445383659
Q88D37,Q88D37_PSEPK,Pilh,Protein PilH,PP_0812_15,R3,139775.2667,0.003797363,-2.420517836
Q88D40,Q88D40_PSEPK,Pp_4988,histidine kinase,PP_0812_15,R1,794153.6667,0.018165652,-1.740749016
Q88D40,Q88D40_PSEPK,Pp_4988,histidine kinase,PP_0812_15,R2,608213.4,0.014918925,-1.826262472
Q88D40,Q88D40_PSEPK,Pp_4988,histidine kinase,PP_0812_15,R3,802822.6333,0.021810792,-1.661328558
Q88D44,Q88D44_PSEPK,Bioa,Adenosylmethionine-8-amino-7-oxononanoate aminotransferase,PP_0812_15,R1,26234.63333,0.000600097,-3.221778562
Q88D44,Q88D44_PSEPK,Bioa,Adenosylmethionine-8-amino-7-oxononanoate aminotransferase,PP_0812_15,R2,16426.8,0.000402935,-3.394765487
Q88D44,Q88D44_PSEPK,Bioa,Adenosylmethionine-8-amino-7-oxononanoate aminotransferase,PP_0812_15,R3,38089.76667,0.001034809,-2.985139853
Q88D45,Q88D45_PSEPK,Pp_4983,Tryptophan 2-monooxygenase,PP_0812_15,R1,591005.0333,0.013518784,-1.869062382
Q88D45,Q88D45_PSEPK,Pp_4983,Tryptophan 2-monooxygenase,PP_0812_15,R2,12320.1,0.000302201,-3.519704224
Q88D45,Q88D45_PSEPK,Pp_4983,Tryptophan 2-monooxygenase,PP_0812_15,R3,16296.9,0.000442748,-3.353843165
Q88D47,Y4981_PSEPK,Pp_4981,UPF0312 protein PP_4981,PP_0812_15,R1,983991.7333,0.022508051,-1.647662111
Q88D47,Y4981_PSEPK,Pp_4981,UPF0312 protein PP_4981,PP_0812_15,R2,914880.0667,0.022441181,-1.648954291
Q88D47,Y4981_PSEPK,Pp_4981,UPF0312 protein PP_4981,PP_0812_15,R3,838081.6,0.022768695,-1.64266186
Q88D48,Q88D48_PSEPK,Rhle,ATP-dependent RNA helicase RhlE,PP_0812_15,R1,3033333.333,0.069385157,-1.158733424
Q88D48,Q88D48_PSEPK,Rhle,ATP-dependent RNA helicase RhlE,PP_0812_15,R2,2017974.667,0.049499094,-1.305402747
Q88D48,Q88D48_PSEPK,Rhle,ATP-dependent RNA helicase RhlE,PP_0812_15,R3,2683688.333,0.072909465,-1.137216087
Q88D51,Q88D51_PSEPK,Metf,Methylenetetrahydrofolate reductase,PP_0812_15,R1,2393257.333,0.054743913,-1.261664163
Q88D51,Q88D51_PSEPK,Metf,Methylenetetrahydrofolate reductase,PP_0812_15,R2,1555035.033,0.038143604,-1.418578279
Q88D51,Q88D51_PSEPK,Metf,Methylenetetrahydrofolate reductase,PP_0812_15,R3,2272098.967,0.061727556,-1.209520921
Q88D52,Q88D52_PSEPK,Pp_4975,Long-chain acyl-CoA thioester hydrolase family protein,PP_0812_15,R1,1848174,0.042275553,-1.373910705
Q88D52,Q88D52_PSEPK,Pp_4975,Long-chain acyl-CoA thioester hydrolase family protein,PP_0812_15,R2,1786547.033,0.043822384,-1.358304002
Q88D52,Q88D52_PSEPK,Pp_4975,Long-chain acyl-CoA thioester hydrolase family protein,PP_0812_15,R3,1135271.633,0.030842645,-1.510848379
Q88D58,Q88D58_PSEPK,Pp_4969,DUF1090 domain-containing protein,PP_0812_15,R1,507943.0333,0.011618805,-1.934838553
Q88D58,Q88D58_PSEPK,Pp_4969,DUF1090 domain-containing protein,PP_0812_15,R2,408380.7333,0.01001721,-1.999253212
Q88D58,Q88D58_PSEPK,Pp_4969,DUF1090 domain-containing protein,PP_0812_15,R3,111888.9,0.003039757,-2.517161161
Q88D60,METK_PSEPK,Metk,S-adenosylmethionine synthase,PP_0812_15,R1,3945872.333,0.090258782,-1.044510531
Q88D60,METK_PSEPK,Metk,S-adenosylmethionine synthase,PP_0812_15,R2,3205069.667,0.078617462,-1.104480983
Q88D60,METK_PSEPK,Metk,S-adenosylmethionine synthase,PP_0812_15,R3,2170290.633,0.058961664,-1.229430269
Q88D62,Q88D62_PSEPK,Tkta,Transketolase,PP_0812_15,R1,5623333.333,0.128629407,-0.890659733
Q88D62,Q88D62_PSEPK,Tkta,Transketolase,PP_0812_15,R2,7636666.667,0.18732053,-0.727414622
Q88D62,Q88D62_PSEPK,Tkta,Transketolase,PP_0812_15,R3,5686666.667,0.154493285,-0.811090393
Q88D63,Q88D63_PSEPK,Epd,D-erythrose 4-phosphate dehydrogenase,PP_0812_15,R1,487149.7,0.011143173,-1.952991122
Q88D63,Q88D63_PSEPK,Epd,D-erythrose 4-phosphate dehydrogenase,PP_0812_15,R2,518248.3333,0.012712163,-1.895780542
Q88D63,Q88D63_PSEPK,Epd,D-erythrose 4-phosphate dehydrogenase,PP_0812_15,R3,510195.6333,0.013860809,-1.858211428
Q88D64,PGK_PSEPK,Pgk,Phosphoglycerate kinase,PP_0812_15,R1,5824454.067,0.133229888,-0.875398336
Q88D64,PGK_PSEPK,Pgk,Phosphoglycerate kinase,PP_0812_15,R2,6450523.733,0.158225516,-0.800723479
Q88D64,PGK_PSEPK,Pgk,Phosphoglycerate kinase,PP_0812_15,R3,5549925.267,0.150778344,-0.82166103
Q88D67,Q88D67_PSEPK,Fba,"Fructose-1,6-bisphosphate aldolase",PP_0812_15,R1,7806948.333,0.178577913,-0.748172256
Q88D67,Q88D67_PSEPK,Fba,"Fructose-1,6-bisphosphate aldolase",PP_0812_15,R2,6416191,0.157383365,-0.803041173
Q88D67,Q88D67_PSEPK,Fba,"Fructose-1,6-bisphosphate aldolase",PP_0812_15,R3,6562590,0.17829005,-0.748872893
Q88D75,Q88D75_PSEPK,Dbpa,"ATP-dependent RNA helicase, specific for 23S rRNA",PP_0812_15,R1,1140000,0.02607662,-1.58374871
Q88D75,Q88D75_PSEPK,Dbpa,"ATP-dependent RNA helicase, specific for 23S rRNA",PP_0812_15,R2,707177.7,0.01734643,-1.760789899
Q88D75,Q88D75_PSEPK,Dbpa,"ATP-dependent RNA helicase, specific for 23S rRNA",PP_0812_15,R3,1339107.333,0.036380379,-1.439132777
Q88D77,Q88D77_PSEPK,Pp_4950,Metalloprotease TldD/E C-terminal domain-containing protein,PP_0812_15,R1,1094947,0.025046067,-1.601260463
Q88D77,Q88D77_PSEPK,Pp_4950,Metalloprotease TldD/E C-terminal domain-containing protein,PP_0812_15,R2,1264148.667,0.031008424,-1.508520306
Q88D77,Q88D77_PSEPK,Pp_4950,Metalloprotease TldD/E C-terminal domain-containing protein,PP_0812_15,R3,1042098.967,0.028311364,-1.5480392
Q88D80,Q88D80_PSEPK,Puta,Bifunctional protein PutA,PP_0812_15,R1,2147225.667,0.049116129,-1.308775871
Q88D80,Q88D80_PSEPK,Puta,Bifunctional protein PutA,PP_0812_15,R2,2652932.667,0.06507404,-1.186592229
Q88D80,Q88D80_PSEPK,Puta,Bifunctional protein PutA,PP_0812_15,R3,2537066,0.068926083,-1.1616164
Q88D82,Q88D82_PSEPK,Rlmj,Ribosomal RNA large subunit methyltransferase J,PP_0812_15,R1,583486.3667,0.0133468,-1.874622848
Q88D82,Q88D82_PSEPK,Rlmj,Ribosomal RNA large subunit methyltransferase J,PP_0812_15,R2,127664.4,0.003131492,-2.504248648
Q88D82,Q88D82_PSEPK,Rlmj,Ribosomal RNA large subunit methyltransferase J,PP_0812_15,R3,216257.9333,0.005875217,-2.230976117
Q88D83,Q88D83_PSEPK,Pp_4944,Carbamoyltransferase,PP_0812_15,R1,2400000,0.054898146,-1.260442319
Q88D83,Q88D83_PSEPK,Pp_4944,Carbamoyltransferase,PP_0812_15,R2,2230773.367,0.054718854,-1.261863006
Q88D83,Q88D83_PSEPK,Pp_4944,Carbamoyltransferase,PP_0812_15,R3,2082098.967,0.056565705,-1.247446797
Q88D84,Q88D84_PSEPK,Pp_4943,Glycosyl transferase,PP_0812_15,R1,700388.3333,0.016020842,-1.795314658
Q88D84,Q88D84_PSEPK,Pp_4943,Glycosyl transferase,PP_0812_15,R2,873663,0.021430164,-1.668974513
Q88D84,Q88D84_PSEPK,Pp_4943,Glycosyl transferase,PP_0812_15,R3,654587.6333,0.017783598,-1.749980369
Q88D87,Q88D87_PSEPK,Pp_4940,Glycosyltransferase,PP_0812_15,R1,299011.9333,0.006839667,-2.16496504
Q88D87,Q88D87_PSEPK,Pp_4940,Glycosyltransferase,PP_0812_15,R2,319314.4,0.007832494,-2.106099952
Q88D87,Q88D87_PSEPK,Pp_4940,Glycosyltransferase,PP_0812_15,R3,359469.9333,0.009765948,-2.010285594
Q88D88,Q88D88_PSEPK,Pp_4939,Glycosyltransferase family 2 protein,PP_0812_15,R1,12442.1,0.000284603,-3.545759874
Q88D88,Q88D88_PSEPK,Pp_4939,Glycosyltransferase family 2 protein,PP_0812_15,R2,764880.0667,0.018761817,-1.726725114
Q88D88,Q88D88_PSEPK,Pp_4939,Glycosyltransferase family 2 protein,PP_0812_15,R3,810864.6,0.022029274,-1.656999825
Q88D89,Q88D89_PSEPK,Pp_4938,Glycosyl transferase,PP_0812_15,R1,285765.3667,0.006536662,-2.184643968
Q88D89,Q88D89_PSEPK,Pp_4938,Glycosyl transferase,PP_0812_15,R2,2516740.367,0.061733366,-1.209480042
Q88D89,Q88D89_PSEPK,Pp_4938,Glycosyl transferase,PP_0812_15,R3,369764.6333,0.010045631,-1.998022795
Q88D90,Q88D90_PSEPK,Pp_4937,Toluene tolerance protein,PP_0812_15,R1,1145049,0.026192111,-1.581829489
Q88D90,Q88D90_PSEPK,Pp_4937,Toluene tolerance protein,PP_0812_15,R2,1304838.667,0.032006513,-1.494761639
Q88D90,Q88D90_PSEPK,Pp_4937,Toluene tolerance protein,PP_0812_15,R3,1371035.667,0.037247797,-1.428899413
Q88D92,MSBA_PSEPK,Msba,ATP-dependent lipid A-core flippase,PP_0812_15,R1,877471,0.020071471,-1.697420789
Q88D92,MSBA_PSEPK,Msba,ATP-dependent lipid A-core flippase,PP_0812_15,R2,644609,0.015811676,-1.801022092
Q88D92,MSBA_PSEPK,Msba,ATP-dependent lipid A-core flippase,PP_0812_15,R3,828320.3333,0.022503505,-1.647749843
Q88D93,HLDE_PSEPK,Hlde,Bifunctional protein HldE,PP_0812_15,R1,2030814.033,0.046453303,-1.332983405
Q88D93,HLDE_PSEPK,Hlde,Bifunctional protein HldE,PP_0812_15,R2,2187440.033,0.053655927,-1.2703823
Q88D93,HLDE_PSEPK,Hlde,Bifunctional protein HldE,PP_0812_15,R3,2788595,0.075759531,-1.120562721
Q88D95,Q88D95_PSEPK,Pp_4932,D-arabinose 1-dehydrogenase,PP_0812_15,R1,56404.4,0.001290207,-2.889340577
Q88D95,Q88D95_PSEPK,Pp_4932,D-arabinose 1-dehydrogenase,PP_0812_15,R2,158018.0667,0.00387604,-2.411611713
Q88D95,Q88D95_PSEPK,Pp_4932,D-arabinose 1-dehydrogenase,PP_0812_15,R3,32617.23333,0.000886133,-3.052501045
Q88D96,Q88D96_PSEPK,Pp_4931,FAD dependent oxidoreductase domain-containing protein,PP_0812_15,R1,759398.3667,0.017370651,-1.760183902
Q88D96,Q88D96_PSEPK,Pp_4931,FAD dependent oxidoreductase domain-containing protein,PP_0812_15,R2,1200888.333,0.029456705,-1.530815831
Q88D96,Q88D96_PSEPK,Pp_4931,FAD dependent oxidoreductase domain-containing protein,PP_0812_15,R3,244783.5667,0.006650191,-2.177165907
Q88D99,Q88D99_PSEPK,Waaa,3-deoxy-D-manno-octulosonic acid transferase,PP_0812_15,R1,118542.7333,0.002711573,-2.566778624
Q88D99,Q88D99_PSEPK,Waaa,3-deoxy-D-manno-octulosonic acid transferase,PP_0812_15,R2,279377.7,0.006852882,-2.164126719
Q88D99,Q88D99_PSEPK,Waaa,3-deoxy-D-manno-octulosonic acid transferase,PP_0812_15,R3,162755.9333,0.004421694,-2.354411336
Q88DA4,Q88DA4_PSEPK,Pp_4923,Outer membrane efflux protein,PP_0812_15,R1,930144.3667,0.021276334,-1.672103201
Q88DA4,Q88DA4_PSEPK,Pp_4923,Outer membrane efflux protein,PP_0812_15,R2,898071.3667,0.022028879,-1.657007607
Q88DA4,Q88DA4_PSEPK,Pp_4923,Outer membrane efflux protein,PP_0812_15,R3,1151986.667,0.031296753,-1.504500713
Q88DA5,THIC_PSEPK,Thic,Phosphomethylpyrimidine synthase,PP_0812_15,R1,4089321.367,0.093540068,-1.029002319
Q88DA5,THIC_PSEPK,Thic,Phosphomethylpyrimidine synthase,PP_0812_15,R2,2707305.733,0.066407762,-1.177781154
Q88DA5,THIC_PSEPK,Thic,Phosphomethylpyrimidine synthase,PP_0812_15,R3,2637605.633,0.071657507,-1.144738304
Q88DA8,Q88DA8_PSEPK,Nudf,ADP-ribose pyrophosphatase,PP_0812_15,R1,1071639.667,0.02451293,-1.610604781
Q88DA8,Q88DA8_PSEPK,Nudf,ADP-ribose pyrophosphatase,PP_0812_15,R2,1353270.333,0.033194498,-1.478933895
Q88DA8,Q88DA8_PSEPK,Nudf,ADP-ribose pyrophosphatase,PP_0812_15,R3,309137.2667,0.008398528,-2.075796803
Q88DB1,Q88DB1_PSEPK,Pp_4916,Esterase,PP_0812_15,R1,146854.2,0.003359176,-2.473767189
Q88DB1,Q88DB1_PSEPK,Pp_4916,Esterase,PP_0812_15,R2,190009.6333,0.004660765,-2.331542837
Q88DB1,Q88DB1_PSEPK,Pp_4916,Esterase,PP_0812_15,R3,189759.9333,0.005155329,-2.287743646
Q88DB2,Q88DB2_PSEPK,Pare,DNA topoisomerase 4 subunit B,PP_0812_15,R1,711218.6667,0.016268578,-1.788650414
Q88DB2,Q88DB2_PSEPK,Pare,DNA topoisomerase 4 subunit B,PP_0812_15,R2,627628.7,0.015395165,-1.812615662
Q88DB2,Q88DB2_PSEPK,Pare,DNA topoisomerase 4 subunit B,PP_0812_15,R3,966958.6667,0.02626998,-1.580540255
Q88DB5,Q88DB5_PSEPK,Parc,DNA topoisomerase 4 subunit A,PP_0812_15,R1,1069370.367,0.024461021,-1.611525416
Q88DB5,Q88DB5_PSEPK,Parc,DNA topoisomerase 4 subunit A,PP_0812_15,R2,1541795.033,0.037818838,-1.422291814
Q88DB5,Q88DB5_PSEPK,Parc,DNA topoisomerase 4 subunit A,PP_0812_15,R3,2346855,0.0637585,-1.195461908
Q88DB6,Q88DB6_PSEPK,Pp_4911,ABC-type transport auxiliary lipoprotein component domain-containing protein,PP_0812_15,R1,748929.3667,0.017131181,-1.766212701
Q88DB6,Q88DB6_PSEPK,Pp_4911,ABC-type transport auxiliary lipoprotein component domain-containing protein,PP_0812_15,R2,149638.4333,0.003670496,-2.435275304
Q88DB6,Q88DB6_PSEPK,Pp_4911,ABC-type transport auxiliary lipoprotein component domain-containing protein,PP_0812_15,R3,21729.2,0.000590331,-3.228904428
Q88DB7,Q88DB7_PSEPK,Pp_4910,Histidine kinase,PP_0812_15,R1,954440,0.021832078,-1.660904929
Q88DB7,Q88DB7_PSEPK,Pp_4910,Histidine kinase,PP_0812_15,R2,528033.3333,0.01295218,-1.887657117
Q88DB7,Q88DB7_PSEPK,Pp_4910,Histidine kinase,PP_0812_15,R3,742141,0.020162216,-1.69546174
Q88DB8,Q88DB8_PSEPK,Serb,Phosphoserine phosphatase,PP_0812_15,R1,2800000,0.064047837,-1.19349553
Q88DB8,Q88DB8_PSEPK,Serb,Phosphoserine phosphatase,PP_0812_15,R2,2973333.333,0.072933179,-1.137074857
Q88DB8,Q88DB8_PSEPK,Serb,Phosphoserine phosphatase,PP_0812_15,R3,1782098.967,0.048415414,-1.315016347
Q88DB9,PSD_PSEPK,Psd,Phosphatidylserine decarboxylase proenzyme,PP_0812_15,R1,503855.0333,0.011525295,-1.93834796
Q88DB9,PSD_PSEPK,Psd,Phosphatidylserine decarboxylase proenzyme,PP_0812_15,R2,513023.7,0.012584008,-1.900181028
Q88DB9,PSD_PSEPK,Psd,Phosphatidylserine decarboxylase proenzyme,PP_0812_15,R3,428658.6333,0.011645641,-1.93383659
Q88DC0,Q88DC0_PSEPK,Rhda,Sulfurtransferase,PP_0812_15,R1,2179350.033,0.049850949,-1.302326572
Q88DC0,Q88DC0_PSEPK,Rhda,Sulfurtransferase,PP_0812_15,R2,2116366.333,0.051912553,-1.284727612
Q88DC0,Q88DC0_PSEPK,Rhda,Sulfurtransferase,PP_0812_15,R3,1222963.567,0.033225028,-1.478534646
Q88DC1,Q88DC1_PSEPK,Pp_4906,HDOD domain-containing protein,PP_0812_15,R1,140812.7333,0.003220983,-2.492011632
Q88DC1,Q88DC1_PSEPK,Pp_4906,HDOD domain-containing protein,PP_0812_15,R2,308123.3333,0.007557987,-2.121593869
Q88DC1,Q88DC1_PSEPK,Pp_4906,HDOD domain-containing protein,PP_0812_15,R3,80344.93333,0.002182782,-2.660989671
Q88DC3,Q88DC3_PSEPK,Motb,Flagellar motor rotation protein,PP_0812_15,R1,181351.7333,0.004148281,-2.38213185
Q88DC3,Q88DC3_PSEPK,Motb,Flagellar motor rotation protein,PP_0812_15,R2,178457,0.004377389,-2.358784869
Q88DC3,Q88DC3_PSEPK,Motb,Flagellar motor rotation protein,PP_0812_15,R3,187110.2667,0.005083343,-2.293850548
Q88DC4,RSGA_PSEPK,Rsga,Small ribosomal subunit biogenesis GTPase RsgA,PP_0812_15,R1,816937.7,0.018686819,-1.728464623
Q88DC4,RSGA_PSEPK,Rsga,Small ribosomal subunit biogenesis GTPase RsgA,PP_0812_15,R2,413270.3667,0.010137149,-1.994084191
Q88DC4,RSGA_PSEPK,Rsga,Small ribosomal subunit biogenesis GTPase RsgA,PP_0812_15,R3,407531.2667,0.011071661,-1.955787231
Q88DC5,ORN_PSEPK,Orn,Oligoribonuclease,PP_0812_15,R1,116488.1,0.002664575,-2.574371999
Q88DC5,ORN_PSEPK,Orn,Oligoribonuclease,PP_0812_15,R2,302004.7333,0.007407903,-2.130304707
Q88DC5,ORN_PSEPK,Orn,Oligoribonuclease,PP_0812_15,R3,202778.2667,0.005509006,-2.258926759
Q88DC9,Q88DC9_PSEPK,Tsae,tRNA threonylcarbamoyladenosine biosynthesis protein TsaE,PP_0812_15,R1,910814.0333,0.020834168,-1.681223848
Q88DC9,Q88DC9_PSEPK,Tsae,tRNA threonylcarbamoyladenosine biosynthesis protein TsaE,PP_0812_15,R2,1070773.367,0.026265103,-1.580620896
Q88DC9,Q88DC9_PSEPK,Tsae,tRNA threonylcarbamoyladenosine biosynthesis protein TsaE,PP_0812_15,R3,497531.2667,0.013516748,-1.869127787
Q88DD1,MUTL_PSEPK,Mutl,DNA mismatch repair protein MutL,PP_0812_15,R1,198416.3667,0.004538621,-2.343076068
Q88DD1,MUTL_PSEPK,Mutl,DNA mismatch repair protein MutL,PP_0812_15,R2,272240.3667,0.00667781,-2.175365936
Q88DD1,MUTL_PSEPK,Mutl,DNA mismatch repair protein MutL,PP_0812_15,R3,110916.9333,0.003013351,-2.520950312
Q88DD2,MIAA_PSEPK,Miaa,tRNA dimethylallyltransferase,PP_0812_15,R1,483001.0333,0.011048276,-1.956705501
Q88DD2,MIAA_PSEPK,Miaa,tRNA dimethylallyltransferase,PP_0812_15,R2,632854.3667,0.015523346,-1.809014675
Q88DD2,MIAA_PSEPK,Miaa,tRNA dimethylallyltransferase,PP_0812_15,R3,404197.9333,0.010981102,-1.959354077
Q88DD3,HFQ_PSEPK,Hfq,RNA-binding protein Hfq,PP_0812_15,R1,6148525.333,0.140642768,-0.851882594
Q88DD3,HFQ_PSEPK,Hfq,RNA-binding protein Hfq,PP_0812_15,R2,5344445.433,0.131094415,-0.882415809
Q88DD3,HFQ_PSEPK,Hfq,RNA-binding protein Hfq,PP_0812_15,R3,5293333.333,0.143807348,-0.842218922
Q88DD4,Q88DD4_PSEPK,Hflx,GTPase HflX,PP_0812_15,R1,1569861.333,0.035909366,-1.444792268
Q88DD4,Q88DD4_PSEPK,Hflx,GTPase HflX,PP_0812_15,R2,1626767,0.039903124,-1.398993103
Q88DD4,Q88DD4_PSEPK,Hflx,GTPase HflX,PP_0812_15,R3,1432307.967,0.03891242,-1.409911758
Q88DD5,Q88DD5_PSEPK,Hflk,Protein HflK,PP_0812_15,R1,3470000,0.07937357,-1.100324086
Q88DD5,Q88DD5_PSEPK,Hflk,Protein HflK,PP_0812_15,R2,3076666.667,0.075467852,-1.12223801
Q88DD5,Q88DD5_PSEPK,Hflk,Protein HflK,PP_0812_15,R3,4006666.667,0.108851658,-0.963164952
Q88DD6,Q88DD6_PSEPK,Hflc,Protein HflC,PP_0812_15,R1,3506666.667,0.080212292,-1.095759076
Q88DD6,Q88DD6_PSEPK,Hflc,Protein HflC,PP_0812_15,R2,4996666.667,0.122563716,-0.911638078
Q88DD6,Q88DD6_PSEPK,Hflc,Protein HflC,PP_0812_15,R3,3403333.333,0.092460518,-1.034043678
Q88DD7,HISZ_PSEPK,Hisz,ATP phosphoribosyltransferase regulatory subunit,PP_0812_15,R1,3247520.7,0.074284528,-1.129101633
Q88DD7,HISZ_PSEPK,Hisz,ATP phosphoribosyltransferase regulatory subunit,PP_0812_15,R2,2933622.7,0.071959113,-1.142914199
Q88DD7,HISZ_PSEPK,Hisz,ATP phosphoribosyltransferase regulatory subunit,PP_0812_15,R3,2586570,0.07027099,-1.153223929
Q88DD8,PURA_PSEPK,Pura,Adenylosuccinate synthetase,PP_0812_15,R1,8826666.667,0.201903183,-0.694856835
Q88DD8,PURA_PSEPK,Pura,Adenylosuccinate synthetase,PP_0812_15,R2,8116666.667,0.199094496,-0.700940746
Q88DD8,PURA_PSEPK,Pura,Adenylosuccinate synthetase,PP_0812_15,R3,8250000,0.224132989,-0.649494217
Q88DD9,Q88DD9_PSEPK,Pp_4888,Methyl-accepting chemotaxis transducer,PP_0812_15,R1,547475.0333,0.012523069,-1.902289242
Q88DD9,Q88DD9_PSEPK,Pp_4888,Methyl-accepting chemotaxis transducer,PP_0812_15,R2,223412.4,0.005480104,-2.261211183
Q88DD9,Q88DD9_PSEPK,Pp_4888,Methyl-accepting chemotaxis transducer,PP_0812_15,R3,404981.9667,0.011002402,-1.95851248
Q88DE5,Q88DE5_PSEPK,Pp_4881,"Iron ABC transporter, periplasmic iron-binding protein",PP_0812_15,R1,1634051.333,0.037377662,-1.427387865
Q88DE5,Q88DE5_PSEPK,Pp_4881,"Iron ABC transporter, periplasmic iron-binding protein",PP_0812_15,R2,1603949.033,0.03934342,-1.405127892
Q88DE5,Q88DE5_PSEPK,Pp_4881,"Iron ABC transporter, periplasmic iron-binding protein",PP_0812_15,R3,1530467.633,0.041579186,-1.381124016
Q88DE6,Q88DE6_PSEPK,Rnr,Ribonuclease R,PP_0812_15,R1,4216666.667,0.096452993,-1.01568429
Q88DE6,Q88DE6_PSEPK,Rnr,Ribonuclease R,PP_0812_15,R2,2996666.667,0.073505524,-1.13368002
Q88DE6,Q88DE6_PSEPK,Rnr,Ribonuclease R,PP_0812_15,R3,2668765.633,0.072504051,-1.139637729
Q88DE7,RLMB_PSEPK,Rlmb,23S rRNA (guanosine-2'-O-)-methyltransferase RlmB,PP_0812_15,R1,1019387.733,0.023317707,-1.632314158
Q88DE7,RLMB_PSEPK,Rlmb,23S rRNA (guanosine-2'-O-)-methyltransferase RlmB,PP_0812_15,R2,1236357.7,0.030326737,-1.518174319
Q88DE7,RLMB_PSEPK,Rlmb,23S rRNA (guanosine-2'-O-)-methyltransferase RlmB,PP_0812_15,R3,1360688.633,0.036966692,-1.432189409
Q88DE8,RS6_PSEPK,Rpsf,Small ribosomal subunit protein bS6,PP_0812_15,R1,13106666.67,0.299804877,-0.523161307
Q88DE8,RS6_PSEPK,Rpsf,Small ribosomal subunit protein bS6,PP_0812_15,R2,11280000,0.276688203,-0.558009357
Q88DE8,RS6_PSEPK,Rpsf,Small ribosomal subunit protein bS6,PP_0812_15,R3,9000000,0.244508715,-0.611705656
Q88DE9,RS18_PSEPK,Rpsr,Small ribosomal subunit protein bS18,PP_0812_15,R1,15430000,0.352949333,-0.452287635
