Protein.Group,Protein.Names,Protein,Protein.Description,%_of protein_abundance_Top3-method,Rank
Q88M09,MTNA_PSEPK,Mtna,Methylthioribose-1-phosphate isomerase,0.0029419574444444446,1548.0
Q88Q04,Q88Q04_PSEPK,Pp_0694,Uncharacterized protein,0.0029348880555555555,1549.0
Q88NQ9,Q88NQ9_PSEPK,Pp_1146,Uncharacterized protein,0.002926220166666667,1550.0
Q88LM1,Y1909_PSEPK,Maf-2,Maf-like protein PP_1909,0.0029199740555555555,1551.0
Q88C53,Q88C53_PSEPK,Pp_5330,Major facilitator family transporter,0.0029132382857142854,1552.0
Q88MA6,Q88MA6_PSEPK,Pp_1668,DnaA family protein,0.0028992695555555554,1553.0
Q88F23,Q88F23_PSEPK,Smc,Chromosome partition protein Smc,0.0028967801666666664,1554.0
Q88D45,Q88D45_PSEPK,Pp_4983,Flavin-containing monamine oxidase family protein,0.0028873705,1555.0
Q88E16,Q88E16_PSEPK,Pp_4652,"Membrane protein, putative",0.002881087142857143,1556.0
Q88BZ2,Q88BZ2_PSEPK,Pp_5391,Uncharacterized protein,0.0028798034444444446,1557.0
Q88EZ4,Q88EZ4_PSEPK,Pp_4306,Uncharacterized protein,0.0028790130555555555,1558.0
Q88PB2,Q88PB2_PSEPK,Pp_0938,Uncharacterized protein,0.002876417166666667,1559.0
Q88ED2,Q88ED2_PSEPK,Pp_4533,Uncharacterized protein,0.002870566388888889,1560.0
Q88LL8,PLSX_PSEPK,Plsx,Phosphate acyltransferase,0.0028604166666666665,1561.0
Q88L12,YEGS_PSEPK,Pp_2125,Probable lipid kinase YegS-like,0.002856365944444444,1562.0
Q88H19,Q88H19_PSEPK,Pp_3546,Sensory box histidine kinase/response regulator,0.002855809,1563.0
Q88CP1,Q88CP1_PSEPK,Cada-2,Cadmium translocating P-type ATPase,0.0028487508333333335,1564.0
Q88K35,Q88K35_PSEPK,Rbsr,Ribose operon repressor,0.0028460954444444447,1565.0
Q88MF4,Q88MF4_PSEPK,Pp_1617,"Esterase, putative",0.0028437344285714285,1566.0
Q88DC1,Q88DC1_PSEPK,Pp_4906,Uncharacterized protein,0.002836120611111111,1567.0
Q88IA6,Q88IA6_PSEPK,Pp_3093,Uncharacterized protein,0.0028329649285714284,1568.0
Q88LX1,Q88LX1_PSEPK,Pp_1806,Arabinose 5-phosphate isomerase,0.0028221252777777778,1569.0
Q88HR5,Q88HR5_PSEPK,Pp_3288,Universal stress protein family,0.0028201844444444447,1570.0
Q88KA3,Q88KA3_PSEPK,Pp_2387,Uncharacterized protein,0.002816464777777778,1571.0
Q88QK1,Q88QK1_PSEPK,Pp_0490,"Formate dehydrogenase, iron-sulfur subunit",0.002815855888888889,1572.0
Q88H08,Q88H08_PSEPK,Pp_3557,Methyl-accepting chemotaxis transducer,0.0028019810000000003,1573.0
Q88LM8,Y1901_PSEPK,Pp_1901,UPF0434 protein PP_1901,0.0027992582777777776,1574.0
Q88D14,HIS2_PSEPK,Hise,Phosphoribosyl-ATP pyrophosphatase,0.0027962209444444444,1575.0
Q88D10,Q88D10_PSEPK,Pp_5019,Ribosomal RNA small subunit methyltransferase E,0.0027953093888888887,1576.0
Q88FY0,NICR_PSEPK,Nicr,HTH-type transcriptional repressor NicR,0.0027756927777777777,1577.0
Q88KG5,Q88KG5_PSEPK,Pp_2325,2-dehydropantoate 2-reductase,0.0027593538333333333,1578.0
Q88GW9,Q88GW9_PSEPK,Pp_3598,Uncharacterized protein,0.0027544355714285715,1579.0
Q88QS7,Q88QS7_PSEPK,Pp_0411,Polyamine-transporting ATPase,0.0027505035555555556,1580.0
Q88GU0,Q88GU0_PSEPK,Pp_3627,Uncharacterized protein,0.00272339575,1581.0
Q88IH5,Q88IH5_PSEPK,Pp_3024,Uncharacterized protein,0.0027217346666666667,1582.0
Q88GG6,Q88GG6_PSEPK,Pp_3758,Response regulator/sensor histidine kinase,0.0027164100555555556,1583.0
Q88DJ9,Q88DJ9_PSEPK,Cobj,Precorrin-3B C17-methyltransferase,0.002709793727272727,1584.0
Q88EG1,Q88EG1_PSEPK,Pp_4504,Uncharacterized protein,0.002707675,1585.0
Q88DP8,Q88DP8_PSEPK,Pp_4775,Uncharacterized protein,0.0027007029444444442,1586.0
Q88I10,Q88I10_PSEPK,Pp_3192,Uncharacterized protein,0.002689794857142857,1587.0
Q88P26,EX7L_PSEPK,Xsea,Exodeoxyribonuclease 7 large subunit,0.002682735388888889,1588.0
Q88I76,Q88I76_PSEPK,Pp_3125,"Transcriptional regulator, Cro/CI family",0.0026755332777777777,1589.0
Q88EW1,Q88EW1_PSEPK,Flia,RNA polymerase sigma factor FliA,0.002674212166666667,1590.0
Q88MS1,Q88MS1_PSEPK,Pp_1498,"Lipoprotein, putative",0.0026610646666666666,1591.0
Q88IP9,Q88IP9_PSEPK,Pp_2950,Uncharacterized protein,0.002658457181818182,1592.0
Q88QX5,Q88QX5_PSEPK,Pp_0359,Uncharacterized protein,0.0026574211666666667,1593.0
Q88QH2,Q88QH2_PSEPK,Pp_0521,Uncharacterized protein,0.0026424375555555556,1594.0
Q88QX7,Q88QX7_PSEPK,Pp_0357,ACT domain protein,0.0026274527777777777,1595.0
Q88IG6,Q88IG6_PSEPK,Pp_3033,"Pyocin R2_PP, transcriptional repressor, CI/C2 family",0.0026186532857142854,1596.0
Q88CP7,Q88CP7_PSEPK,Pp_5133,Uncharacterized protein,0.002616618611111111,1597.0
Q88ME0,Q88ME0_PSEPK,Pp_1633,Uncharacterized protein,0.0026149658333333332,1598.0
Q88DZ5,Q88DZ5_PSEPK,Recb,RecBCD enzyme subunit RecB,0.0026127153333333334,1599.0
Q88QP9,Q88QP9_PSEPK,Pp_0439,Uncharacterized protein,0.0025968090000000003,1600.0
P59308,ARGC2_PSEPK,Argc2,N-acetyl-gamma-glutamyl-phosphate reductase 2,0.0025950263333333334,1601.0
Q88F50,Q88F50_PSEPK,Pp_4249,Uncharacterized protein,0.002587004909090909,1602.0
Q88M01,Q88M01_PSEPK,Pp_1775,Metallo-beta-lactamase family protein,0.002582711,1603.0
Q88K06,Q88K06_PSEPK,Pp_2487,Aldehyde dehydrogenase family protein,0.0025804115555555555,1604.0
Q88GT8,Q88GT8_PSEPK,Pp_3629,Uncharacterized protein,0.0025723210555555556,1605.0
Q88L99,Q88L99_PSEPK,Pp_2036,"Dihydrodipicolinate synthase, putative",0.002565071111111111,1606.0
Q88NS8,Q88NS8_PSEPK,Pp_1126,"Hydrolase, putative",0.002559225388888889,1607.0
Q88MQ7,RSMJ_PSEPK,Rsmj,Ribosomal RNA small subunit methyltransferase J,0.0025217503333333333,1608.0
Q88QX0,Q88QX0_PSEPK,Bioh,Biotin biosynthesis protein BioH,0.0025113858571428572,1609.0
Q88QI3,Q88QI3_PSEPK,Pp_0509,Uncharacterized protein,0.0025006243333333335,1610.0
Q88DW6,ACSA2_PSEPK,Acsa2,Acetyl-coenzyme A synthetase 2,0.002497358888888889,1611.0
Q88QK9,Q88QK9_PSEPK,Kata,Catalase,0.002478810388888889,1612.0
Q88JB0,Q88JB0_PSEPK,Pp_2739,"Sensory box protein, putative",0.0024761626111111114,1613.0
Q88HR7,Q88HR7_PSEPK,Phan,Phenylacetic acid degradation transcriptional repressor,0.0024748924285714286,1614.0
Q88FT4,Q88FT4_PSEPK,Pp_3998,Glutathione S-transferase domain protein,0.002468231,1615.0
Q88Q81,Q88Q81_PSEPK,Pp_0614,"N-carbamoyl-beta-alanine amidohydrolase, putative",0.0024553037222222224,1616.0
Q88QC4,Q88QC4_PSEPK,Pp_0570,"Extracellular protein, putative",0.0024368935,1617.0
Q88E73,Q88E73_PSEPK,Pp_4593,Uncharacterized protein,0.0024364255,1618.0
Q88CH9,Q88CH9_PSEPK,Pp_5202,Cell division protein ZapA,0.0024314622777777775,1619.0
Q88LY1,Q88LY1_PSEPK,Pp_1795,Uncharacterized protein,0.0024258552222222226,1620.0
Q88R86,Q88R86_PSEPK,Envz,Histidine kinase,0.002423021055555556,1621.0
Q88C03,Q88C03_PSEPK,Copa,Copper resistance protein A,0.002411615666666667,1622.0
Q88FX6,Q88FX6_PSEPK,Pp_3950,Methyl-accepting chemotaxis transducer,0.0024050335555555555,1623.0
Q88QZ2,Q88QZ2_PSEPK,Waac,Heptosyltransferase I,0.00239646325,1624.0
Q88LR2,Q88LR2_PSEPK,Pp_1867,Uncharacterized protein,0.002367995642857143,1625.0
Q88MB9,RLMD_PSEPK,Rlmd,23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD,0.0023675649444444445,1626.0
Q88F35,Q88F35_PSEPK,Hemn,Coproporphyrinogen-III oxidase,0.0023580797777777774,1627.0
Q88QZ9,Q88QZ9_PSEPK,Pp_0335,Glutathione S-transferase family protein,0.0023576318333333336,1628.0
Q88F01,Q88F01_PSEPK,Glxr,2-hydroxy-3-oxopropionate reductase,0.002345306,1629.0
Q88GM2,Q88GM2_PSEPK,Pp_3699,Uncharacterized protein,0.0023307377777777778,1630.0
Q88RH5,Q88RH5_PSEPK,Pp_0154,Acetyl-CoA hydrolase/transferase family protein,0.0023139567777777778,1631.0
Q88H77,Q88H77_PSEPK,Pp_3484,Response regulator,0.0023014336111111112,1632.0
Q88LF0,Q88LF0_PSEPK,Pp_1983,Sensory box protein,0.002301375777777778,1633.0
Q88PQ9,Q88PQ9_PSEPK,Ampd,N-acetyl-anhydromuramyl-L-alanine amidase AmpD,0.002263392388888889,1634.0
Q88LX6,Q88LX6_PSEPK,Wbpy,Glycosyl transferase WbpY,0.002251933611111111,1635.0
Q88I67,Q88I67_PSEPK,Pp_3134,Conserved domain protein,0.002243631166666667,1636.0
Q88E17,Q88E17_PSEPK,Cioa,"Ubiquinol oxidase subunit I, cyanide insensitive",0.0022412065,1637.0
Q88FT0,Q88FT0_PSEPK,Pp_4002,"ATPase, AAA family",0.002240139111111111,1638.0
Q88RA7,Q88RA7_PSEPK,Pp_0226,"Cysteine ABC transporter, permease protein, putative",0.0022354075714285716,1639.0
Q88K34,Q88K34_PSEPK,Rbsk,Ribokinase,0.0022095997777777775,1640.0
Q88LN7,Q88LN7_PSEPK,Pp_1892,Uncharacterized protein,0.002204689222222222,1641.0
Q88DM9,Q88DM9_PSEPK,Hola,"DNA polymerase III, delta subunit",0.002200769722222222,1642.0
Q88IA8,Q88IA8_PSEPK,Pp_3091,Uncharacterized protein,0.0021750422777777776,1643.0
Q88NZ1,Q88NZ1_PSEPK,Pp_1062,MutT/nudix family protein,0.0021667460555555556,1644.0
Q88IX3,Q88IX3_PSEPK,Ampc,Beta-lactamase,0.0021641393333333334,1645.0
Q88Q03,Q88Q03_PSEPK,Pp_0695,Uncharacterized protein,0.002163193333333333,1646.0
Q88EU0,Q88EU0_PSEPK,Pp_4363,Sensor histidine kinase/response regulator,0.002160515857142857,1647.0
Q88C32,Q88C32_PSEPK,Zwf-3,Glucose-6-phosphate 1-dehydrogenase,0.0021564440555555554,1648.0
Q88CW3,Q88CW3_PSEPK,Pp_5067,"Potassium efflux system protein KefA, putative",0.002154089388888889,1649.0
Q88RH4,Q88RH4_PSEPK,Pntb,NAD(P) transhydrogenase subunit beta,0.0021434607500000003,1650.0
Q88E77,Q88E77_PSEPK,Pp_4589,D-isomer specific 2-hydroxyacid dehydrogenase family protein,0.00214062,1651.0
Q88NX6,Q88NX6_PSEPK,Pp_1077,Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase,0.0021371481666666668,1652.0
Q88DI1,Q88DI1_PSEPK,Pp_4844,"Branched-chain amino acid ABC transporter, ATP-binding protein, putative",0.002118289222222222,1653.0
Q88F11,Q88F11_PSEPK,Pp_4289,Uncharacterized protein,0.0021153649285714287,1654.0
Q88HI7,Q88HI7_PSEPK,Pp_3370,"Oxidoreductase, aldo/keto reductase family",0.0021081791666666665,1655.0
Q88GE1,Q88GE1_PSEPK,Pp_3783,Uncharacterized protein,0.0021052578181818184,1656.0
Q88LQ9,TPMT_PSEPK,Tpm,Thiopurine S-methyltransferase,0.00208864175,1657.0
Q88CH8,Q88CH8_PSEPK,Pp_5203,5-formyltetrahydrofolate cyclo-ligase,0.0020772746363636363,1658.0
Q88FD5,Q88FD5_PSEPK,Pp_4163,Uncharacterized protein,0.0020726128888888893,1659.0
Q88KQ8,Q88KQ8_PSEPK,Pp_2232,"Transcriptional regulator, Cro/CI family",0.0020655080555555556,1660.0
Q88EK2,Q88EK2_PSEPK,Pp_4460,"Transcriptional regulator, LysR family",0.002058462388888889,1661.0
Q88KN2,Q88KN2_PSEPK,Pp_2258,Sensory box protein,0.0020536273888888887,1662.0
Q88JH2,Q88JH2_PSEPK,Pp_2677,Uncharacterized protein,0.0020310609444444444,1663.0
Q88E25,Q88E25_PSEPK,Pp_4643,Xanthine/uracil permease family protein,0.0020236825000000003,1664.0
Q88LT5,Q88LT5_PSEPK,Pp_1842,"Glutamine amidotransferase, class I",0.002004202444444445,1665.0
Q88FE6,Q88FE6_PSEPK,Pp_4151,Excisionase domain protein,0.002001829666666667,1666.0
Q88FA1,Q88FA1_PSEPK,Pp_4197,"Transcriptional regulator, GntR family",0.002001755611111111,1667.0
Q88MP4,Q88MP4_PSEPK,Pp_1526,"Beta-(1-3)-glucosyl transferase, putative",0.001997990333333333,1668.0
Q88D43,Q88D43_PSEPK,Pp_4985,Ribosomal RNA small subunit methyltransferase E,0.0019698326111111113,1669.0
Q88QS5,Q88QS5_PSEPK,Pp_0413,"Polyamine ABC transporter, permease protein",0.0019576985,1670.0
Q88KH5,GREB_PSEPK,Greb,Transcription elongation factor GreB,0.0019547548888888887,1671.0
Q88M16,Q88M16_PSEPK,Pp_1759,Uncharacterized protein,0.0019471910714285716,1672.0
Q88R72,Q88R72_PSEPK,Pp_0262,Uncharacterized protein,0.0019468355555555554,1673.0
Q88QJ7,Q88QJ7_PSEPK,Selb,Selenocysteine-specific translation elongation factor,0.0019233825000000001,1674.0
Q88GP9,Q88GP9_PSEPK,Pp_3669,"Transcriptional regulator, LysR family",0.0019223585714285717,1675.0
Q88QS8,Q88QS8_PSEPK,Uhpa,DNA-binding response regulator UhpA,0.0019035667222222223,1676.0
Q88F02,Q88F02_PSEPK,Hyi,Hydroxypyruvate isomerase,0.0018960613636363635,1677.0
Q88DS5,Q88DS5_PSEPK,Pp_4748,"Amino acid ABC transporter, periplasmic amino acid-binding protein",0.0018820675,1678.0
Q88IW5,Q88IW5_PSEPK,Pp_2884,"Transcriptional regulator, putative",0.0018675872142857144,1679.0
Q88L43,Q88L43_PSEPK,Nasa,Nitrate transporter,0.00186731125,1680.0
Q88ME9,Q88ME9_PSEPK,Nlpd,Lipoprotein NlpD,0.001852886277777778,1681.0
Q88D34,Q88D34_PSEPK,Pp_4994,Uncharacterized protein,0.001847702111111111,1682.0
Q88HJ5,Q88HJ5_PSEPK,Pp_3361,"Aminotransferase, class III",0.0018454271666666668,1683.0
Q88DC8,Q88DC8_PSEPK,Nnrd,ADP-dependent (S)-NAD(P)H-hydrate dehydratase,0.0018428160000000002,1684.0
Q88LV8,Q88LV8_PSEPK,Pp_1819,Methyl-accepting chemotaxis transducer,0.0018399222777777777,1685.0
Q88DX9,Q88DX9_PSEPK,Pp_4689,"Heme/hemin ABC transporter, periplasmic heme/hemin-binding protein",0.0018367074545454546,1686.0
Q88QZ1,Q88QZ1_PSEPK,Waag,Lipopolysaccharide core biosynthesis protein WaaG,0.001828060611111111,1687.0
Q88MX7,CMOA_PSEPK,Cmoa,tRNA (cmo5U34)-methyltransferase,0.0018262974545454546,1688.0
Q88PZ1,Q88PZ1_PSEPK,Pp_0707,"Membrane protein, putative",0.0018222297222222222,1689.0
Q88DK1,Q88DK1_PSEPK,Pp_4824,Sensor histidine kinase/response regulator,0.001822017611111111,1690.0
Q88RC9,Q88RC9_PSEPK,Pp_0203,"Tabtoxinine-beta-lactam limiting dipeptidase, putative",0.0018187022777777775,1691.0
Q88LN0,Q88LN0_PSEPK,Pp_1899,ExbD/TolR family protein,0.0018168462777777778,1692.0
Q88BY7,Q88BY7_PSEPK,Pp_5400,Uncharacterized protein,0.001812868388888889,1693.0
Q88NV0,Q88NV0_PSEPK,Pp_1104,AotO-related protein,0.001795400222222222,1694.0
Q88CZ7,HUTH_PSEPK,Huth,Histidine ammonia-lyase,0.0017647600909090908,1695.0
Q88IT7,Q88IT7_PSEPK,Pp_2912,RIO1/ZK632.3/MJ0444 family protein,0.001744341857142857,1696.0
Q88QB7,Q88QB7_PSEPK,Pp_0577,Uncharacterized protein,0.0017371645555555554,1697.0
Q88Q76,Q88Q76_PSEPK,Pp_0619,"Branched-chain amino acid ABC transporter, periplasmic amino acid-binding protein",0.0017370522222222222,1698.0
Q88CN6,Q88CN6_PSEPK,Pp_5144,Uncharacterized protein,0.0017303484444444444,1699.0
Q88LB4,Q88LB4_PSEPK,Pp_2021,Uncharacterized protein,0.0017175560555555557,1700.0
Q88M32,Q88M32_PSEPK,Pp_1743,Sodium:solute symporter family protein,0.0017135422142857144,1701.0
Q88PC3,Q88PC3_PSEPK,Arop,Aromatic amino acid transporter,0.0017086037142857145,1702.0
Q88C64,Q88C64_PSEPK,Pp_5319,Uncharacterized protein,0.001704101722222222,1703.0
Q88QS2,GPH_PSEPK,Pp_0416,Phosphoglycolate phosphatase,0.0017015237272727272,1704.0
Q88NY0,Q88NY0_PSEPK,Glpd,Glycerol-3-phosphate dehydrogenase,0.0016920561666666665,1705.0
Q88EF7,Q88EF7_PSEPK,Pp_4508,"Transcriptional regulator, AraC family",0.0016825284444444445,1706.0
Q88IV6,Q88IV6_PSEPK,Pp_2893,Uncharacterized protein,0.0016702218888888889,1707.0
Q88GE0,Q88GE0_PSEPK,Pp_3784,Conserved domain protein,0.0016641611111111114,1708.0
Q88DG8,Q88DG8_PSEPK,Pp_4857,Uncharacterized protein,0.0016626269444444443,1709.0
Q88DZ9,Q88DZ9_PSEPK,Pp_4669,OmpA family protein,0.001662011277777778,1710.0
Q88MP2,Q88MP2_PSEPK,Pp_1528,Uncharacterized protein,0.001656049611111111,1711.0
Q88KF7,Q88KF7_PSEPK,Pp_2333,"Transcriptional regulator, GntR family",0.0016495349444444446,1712.0
Q88E09,Q88E09_PSEPK,Ggt-2,Gamma-glutamyltransferase,0.0016245032777777778,1713.0
Q88JW4,Q88JW4_PSEPK,Pp_2533,D-isomer specific 2-hydroxyacid dehydrogenase family protein,0.0016173721666666665,1714.0
Q88LX2,Q88LX2_PSEPK,Wbpm,Polysaccharide biosynthesis protein,0.0016104344285714286,1715.0
Q88I91,Q88I91_PSEPK,Pp_3108,Rhs-related protein,0.0016070301666666665,1716.0
Q88LJ1,Q88LJ1_PSEPK,Pp_1941,Uncharacterized protein,0.0016046405714285716,1717.0
Q88LQ8,HTPX_PSEPK,Htpx,Protease HtpX,0.00158729175,1718.0
Q88QB2,Q88QB2_PSEPK,Pp_0582,Thiolase family protein,0.0015687956666666667,1719.0
Q88G30,Q88G30_PSEPK,Pp_3896,"Transcriptional regulator, Cro/CI family",0.0015637517142857143,1720.0
Q88F66,Q88F66_PSEPK,Pp_4232,Cytochrome c family protein,0.0015631265555555555,1721.0
Q88I63,Q88I63_PSEPK,Pp_3138,VirK domain protein,0.0015613365000000001,1722.0
Q88P90,Q88P90_PSEPK,Ttg2e,Toluene-tolerance protein,0.0015594448571428572,1723.0
Q88CM3,Q88CM3_PSEPK,Pp_5157,Conserved domain protein,0.001557741,1724.0
Q88NI3,QUEC_PSEPK,Quec,7-cyano-7-deazaguanine synthase,0.00155397,1725.0
Q88QF8,Q88QF8_PSEPK,Pp_0536,Uncharacterized protein,0.0015366996111111112,1726.0
Q88I70,Q88I70_PSEPK,Pp_3131,Uncharacterized protein,0.0015350505,1727.0
Q88I31,Q88I31_PSEPK,Pp_3170,"Transcriptional regulator, LysR family",0.0015233278888888888,1728.0
Q88R54,Q88R54_PSEPK,Pp_0280,"Amino acid ABC transporter, permease protein",0.001521349,1729.0
Q88QV1,Q88QV1_PSEPK,Pp_0383,"Tryptophan 2-monooxygenase, putative",0.00151822025,1730.0
Q88MW5,Q88MW5_PSEPK,Pp_1453,MutT/nudix family protein,0.0014996968333333333,1731.0
Q88F49,Q88F49_PSEPK,Ccon-1,"Cytochrome c oxidase, cbb3-type, subunit I",0.001498307,1732.0
Q88DD1,MUTL_PSEPK,Mutl,DNA mismatch repair protein MutL,0.0014758585555555556,1733.0
Q88I72,Q88I72_PSEPK,Gale,UDP-glucose-4-epimerase,0.0014705009444444443,1734.0
Q88I60,Q88I60_PSEPK,Pp_3141,"Glycosyl transferase, WecB/TagA/CpsF family",0.001466896,1735.0
Q88N53,Q88N53_PSEPK,Pp_1363,Uncharacterized protein,0.0014468630909090909,1736.0
Q88PX5,ISPE_PSEPK,Ispe,4-diphosphocytidyl-2-C-methyl-D-erythritol kinase,0.0014317421666666667,1737.0
Q88QR1,COQ7_PSEPK,Coq7,"2-nonaprenyl-3-methyl-6-methoxy-1,4-benzoquinol hydroxylase",0.0014296751818181819,1738.0
Q88RR5,Q88RR5_PSEPK,Pp_0064,TPR domain protein,0.001418634888888889,1739.0
Q88GJ9,Q88GJ9_PSEPK,Pp_3722,Alanine racemase,0.0014052578571428572,1740.0
Q88PF9,Q88PF9_PSEPK,Pp_0891,Uncharacterized protein,0.0013991682777777779,1741.0
Q88LC2,Q88LC2_PSEPK,Pp_2013,Uncharacterized protein,0.0013774795,1742.0
Q88N82,Q88N82_PSEPK,Ftsi,Penicillin-binding protein 3,0.0013702042777777776,1743.0
Q88E24,Q88E24_PSEPK,Rada,DNA repair protein radA,0.0013584463888888889,1744.0
Q88IU7,LPXH_PSEPK,Lpxh,"UDP-2,3-diacylglucosamine hydrolase",0.0013310854285714286,1745.0
Q88C63,Q88C63_PSEPK,Phob,DNA-binding response regulator PhoB,0.0013268853636363637,1746.0
Q88C73,Q88C73_PSEPK,Recg,ATP-dependent DNA helicase RecG,0.0013219353333333334,1747.0
Q88GR8,Q88GR8_PSEPK,Pp_3650,MutT/nudix family protein,0.0013084192222222223,1748.0
Q88N65,Q88N65_PSEPK,Pp_1350,Histidine kinase,0.001299435,1749.0
Q88GK1,Q88GK1_PSEPK,Pp_3720,"NAD(P)H quinone oxidoreductase, putative",0.0012994012727272728,1750.0
Q88FI1,Q88FI1_PSEPK,Pp_4115,Uncharacterized protein,0.0012946006666666667,1751.0
Q88HZ3,Q88HZ3_PSEPK,Pp_3209,"Chlorohydrolase, putative",0.0012829884285714287,1752.0
Q88CD2,Q88CD2_PSEPK,Pp_5249,"Transcriptional regulator, LysR family",0.0012601515,1753.0
Q88RJ5,Q88RJ5_PSEPK,Pp_0134,Uncharacterized protein,0.0012598222777777778,1754.0
Q88PP6,Q88PP6_PSEPK,Chev-1,Chemotaxis protein CheV,0.0012567477142857145,1755.0
Q88QR5,Q88QR5_PSEPK,Pp_0423,Uncharacterized protein,0.0012524844545454546,1756.0
Q88FJ7,UVRC_PSEPK,Uvrc,UvrABC system protein C,0.0012490183333333333,1757.0
Q88LG3,Q88LG3_PSEPK,Pp_1970,"Lipoprotein, putative",0.0012485767777777779,1758.0
Q88D16,Q88D16_PSEPK,Pp_5012,Uncharacterized protein,0.0012416890555555554,1759.0
Q88P17,MLTF_PSEPK,Mltf,Membrane-bound lytic murein transglycosylase F,0.0012330660555555555,1760.0
Q88C42,Q88C42_PSEPK,Pp_5341,"ABC transporter, periplasmic polyamine-binding protein, putative",0.0012304935,1761.0
P0A118,DNAG_PSEPK,Dnag,DNA primase,0.0012275600000000002,1762.0
Q88C76,Q88C76_PSEPK,Exbd,"Ferric siderophore transport system, inner membrane protein ExbD",0.00122615375,1763.0
Q88E90,Q88E90_PSEPK,Pp_4576,Uncharacterized protein,0.00122427525,1764.0
Q88GQ4,Q88GQ4_PSEPK,Pssa-1,CDP-diacylglycerol--serine O-phosphatidyltransferase,0.0012205419285714286,1765.0
Q88HJ2,Q88HJ2_PSEPK,Pp_3364,Response regulator,0.0012193345555555556,1766.0
Q88QY1,Q88QY1_PSEPK,Pp_0353,Exonuclease,0.0012183268571428572,1767.0
Q88EM6,Q88EM6_PSEPK,Pp_4428,"Amino acid ABC transporter, periplasmic amino acid-binding protein",0.001215595111111111,1768.0
Q88ET7,Q88ET7_PSEPK,Flii,Flagellum-specific ATP synthase FliI,0.0012094070555555556,1769.0
Q88NC3,Y1289_PSEPK,Pp_1289,UPF0246 protein PP_1289,0.0011928691818181819,1770.0
Q88PV5,Q88PV5_PSEPK,Pp_0743,Uncharacterized protein,0.0011884256363636362,1771.0
Q88KQ0,Q88KQ0_PSEPK,Pp_2240,"ABC efflux transporter, permease/ATP-binding protein, putative",0.0011849709444444443,1772.0
Q88DI3,Q88DI3_PSEPK,Pp_4842,"Branched-chain amino acid ABC transporter, permease protein, putative",0.0011774380555555554,1773.0
Q88CR7,Q88CR7_PSEPK,Pp_5113,Uncharacterized protein,0.0011765367777777777,1774.0
Q88PM7,SELU_PSEPK,Selu,tRNA 2-selenouridine synthase,0.0011722437272727272,1775.0
Q88PK9,Q88PK9_PSEPK,Pp_0841,Rrf2 family protein,0.0011704588181818182,1776.0
Q88HB5,Q88HB5_PSEPK,Pp_3445,Uncharacterized protein,0.0011696122777777778,1777.0
Q88DG1,Q88DG1_PSEPK,Pp_4864,"Branched-chain amino acid ABC transporter, ATP-binding protein",0.0011560747777777777,1778.0
Q88K44,Q88K44_PSEPK,Pp_2448,Uncharacterized protein,0.001134613,1779.0
Q88M25,Q88M25_PSEPK,Asnb,Asparagine synthetase,0.0011344995714285715,1780.0
Q88CC1,Q88CC1_PSEPK,Pp_5260,Uncharacterized protein,0.0011295101818181818,1781.0
Q88RU9,Q88RU9_PSEPK,Pp_0030,Histidine kinase,0.0011257025555555555,1782.0
Q88JM1,Q88JM1_PSEPK,Pp_2628,"ABC transporter, ATP-binding protein",0.0011162453333333332,1783.0
Q88I79,Q88I79_PSEPK,Pp_3122,"CoA-transferase, subunit A, putative",0.0011025378333333333,1784.0
Q88DZ4,Q88DZ4_PSEPK,Recc,RecBCD enzyme subunit RecC,0.0010954194545454545,1785.0
Q88K07,Q88K07_PSEPK,Pp_2486,"NADH-dependent flavin oxidoreductase, Oye family",0.0010762677222222222,1786.0
Q88R35,Q88R35_PSEPK,Pp_0299,Uncharacterized protein,0.0010712027222222224,1787.0
Q88E72,Q88E72_PSEPK,Pp_4594,"Cystathionine gamma-synthase, putative",0.0010671328181818182,1788.0
Q88CU2,Q88CU2_PSEPK,Pria,Primosomal protein N',0.0010659244545454547,1789.0
Q88DQ1,Q88DQ1_PSEPK,Hrpb,ATP-dependent helicase HrpB,0.001064897,1790.0
Q88LG8,Q88LG8_PSEPK,Pp_1964,"Deoxynucleotide monophosphate kinase, putative",0.0010623127500000002,1791.0
Q88F81,Q88F81_PSEPK,Fpva,Outer membrane ferripyoverdine receptor,0.0010421973888888889,1792.0
Q88C83,Q88C83_PSEPK,Pp_5300,"Transcriptional regulator, LysR family",0.00103226225,1793.0
Q88GR7,Q88GR7_PSEPK,Pp_3651,Sensor histidine kinase/response regulator,0.0010238538888888888,1794.0
Q88D07,Q88D07_PSEPK,Pp_5022,"Amino acid ABC transporter, ATP-binding protein",0.00102144675,1795.0
Q88PJ0,Q88PJ0_PSEPK,Pp_0860,"Sulfite reductase, flavoprotein component, putative",0.0010032432857142858,1796.0
Q88K59,Q88K59_PSEPK,Pp_2432,Oxygen-insensitive NAD(P)H nitroreductase,0.0009902765,1797.0
Q88NZ5,Q88NZ5_PSEPK,Pp_1058,Uncharacterized protein,0.0009821531111111111,1798.0
Q88PK0,RLMN_PSEPK,Rlmn,Dual-specificity RNA methyltransferase RlmN,0.0009731344444444445,1799.0
Q88E66,Q88E66_PSEPK,Pp_4601,"Transcriptional regulator, LysR family",0.0009723201666666666,1800.0
