Protein.Group,Protein.Names,Protein,Protein.Description,Sample,Replicate,Top_3pep_counts_mean,%_of protein_abundance_Top3-method,log10_%_abundance
Q88KZ0,Q88KZ0_PSEPK,Gapb,Glyceraldehyde-3-phosphate dehydrogenase,PP_0368,R1,8780000,0.186232596,-0.729944304
Q88KZ0,Q88KZ0_PSEPK,Gapb,Glyceraldehyde-3-phosphate dehydrogenase,PP_0368,R2,7560000,0.157155741,-0.80366975
Q88KZ0,Q88KZ0_PSEPK,Gapb,Glyceraldehyde-3-phosphate dehydrogenase,PP_0368,R3,7094347,0.149706817,-0.824758422
Q88KZ0,Q88KZ0_PSEPK,Gapb,Glyceraldehyde-3-phosphate dehydrogenase,PP_0751,R1,10076666.67,0.201328452,-0.696094846
Q88KZ0,Q88KZ0_PSEPK,Gapb,Glyceraldehyde-3-phosphate dehydrogenase,PP_0751,R2,9600000,0.200607269,-0.697653334
Q88KZ0,Q88KZ0_PSEPK,Gapb,Glyceraldehyde-3-phosphate dehydrogenase,PP_0751,R3,9610000,0.203526575,-0.691378876
Q88KZ0,Q88KZ0_PSEPK,Gapb,Glyceraldehyde-3-phosphate dehydrogenase,PP_0812,R1,11150000,0.227923153,-0.642211555
Q88KZ0,Q88KZ0_PSEPK,Gapb,Glyceraldehyde-3-phosphate dehydrogenase,PP_0812,R2,11536666.67,0.244421985,-0.611859733
Q88KZ0,Q88KZ0_PSEPK,Gapb,Glyceraldehyde-3-phosphate dehydrogenase,PP_0812,R3,9017077.167,0.192031846,-0.716626742
Q88KZ1,Q88KZ1_PSEPK,Mfd,Transcription-repair-coupling factor,PP_0368,R1,7594022.333,0.161076821,-0.79296695
Q88KZ1,Q88KZ1_PSEPK,Mfd,Transcription-repair-coupling factor,PP_0368,R2,7024203.667,0.146017716,-0.83559445
Q88KZ1,Q88KZ1_PSEPK,Mfd,Transcription-repair-coupling factor,PP_0368,R3,5894327.327,0.12438368,-0.9052366
Q88KZ1,Q88KZ1_PSEPK,Mfd,Transcription-repair-coupling factor,PP_0751,R1,5667052.333,0.113225823,-0.946054515
Q88KZ1,Q88KZ1_PSEPK,Mfd,Transcription-repair-coupling factor,PP_0751,R2,6730033.667,0.140634758,-0.85190733
Q88KZ1,Q88KZ1_PSEPK,Mfd,Transcription-repair-coupling factor,PP_0751,R3,1232675.167,0.026106364,-1.583253616
Q88KZ1,Q88KZ1_PSEPK,Mfd,Transcription-repair-coupling factor,PP_0812,R1,5494678.333,0.112319678,-0.949544149
Q88KZ1,Q88KZ1_PSEPK,Mfd,Transcription-repair-coupling factor,PP_0812,R2,4663435.4,0.098802034,-1.005234113
Q88KZ1,Q88KZ1_PSEPK,Mfd,Transcription-repair-coupling factor,PP_0812,R3,1524479.167,0.032466014,-1.488571035
Q88KZ2,Q88KZ2_PSEPK,Pp_2147,Peptidoglycan-binding protein CsiV,PP_0368,R1,265520.4667,0.005631955,-2.249340817
Q88KZ2,Q88KZ2_PSEPK,Pp_2147,Peptidoglycan-binding protein CsiV,PP_0368,R2,295414.6333,0.006141019,-2.211759541
Q88KZ2,Q88KZ2_PSEPK,Pp_2147,Peptidoglycan-binding protein CsiV,PP_0368,R3,465147.8667,0.009815675,-2.008079816
Q88KZ2,Q88KZ2_PSEPK,Pp_2147,Peptidoglycan-binding protein CsiV,PP_0751,R1,287464.2667,0.005743441,-2.240827871
Q88KZ2,Q88KZ2_PSEPK,Pp_2147,Peptidoglycan-binding protein CsiV,PP_0751,R2,198165.94,0.004140993,-2.382895555
Q88KZ2,Q88KZ2_PSEPK,Pp_2147,Peptidoglycan-binding protein CsiV,PP_0751,R3,547468.6667,0.011594633,-1.935742995
Q88KZ2,Q88KZ2_PSEPK,Pp_2147,Peptidoglycan-binding protein CsiV,PP_0812,R1,127679.4667,0.002609965,-2.583365363
Q88KZ2,Q88KZ2_PSEPK,Pp_2147,Peptidoglycan-binding protein CsiV,PP_0812,R2,33537.46667,0.000710543,-3.148409824
Q88KZ2,Q88KZ2_PSEPK,Pp_2147,Peptidoglycan-binding protein CsiV,PP_0812,R3,386699.7,0.008235336,-2.084318693
Q88KZ4,Q88KZ4_PSEPK,Nagz,Beta-hexosaminidase,PP_0368,R1,1056666.667,0.022412959,-1.649500812
Q88KZ4,Q88KZ4_PSEPK,Nagz,Beta-hexosaminidase,PP_0368,R2,1250000,0.025984746,-1.585281532
Q88KZ4,Q88KZ4_PSEPK,Nagz,Beta-hexosaminidase,PP_0368,R3,1176666.667,0.024830336,-1.605017399
Q88KZ4,Q88KZ4_PSEPK,Nagz,Beta-hexosaminidase,PP_0751,R1,832161,0.0166263,-1.77920438
Q88KZ4,Q88KZ4_PSEPK,Nagz,Beta-hexosaminidase,PP_0751,R2,772742.6667,0.016147687,-1.791889674
Q88KZ4,Q88KZ4_PSEPK,Nagz,Beta-hexosaminidase,PP_0751,R3,914750.6667,0.01937316,-1.712799529
Q88KZ4,Q88KZ4_PSEPK,Nagz,Beta-hexosaminidase,PP_0812,R1,518478.2667,0.010598493,-1.974755866
Q88KZ4,Q88KZ4_PSEPK,Nagz,Beta-hexosaminidase,PP_0812,R2,903268.6667,0.019137133,-1.718123133
Q88KZ4,Q88KZ4_PSEPK,Nagz,Beta-hexosaminidase,PP_0812,R3,586475.8333,0.012489861,-1.903442407
Q88KZ5,Q88KZ5_PSEPK,Pp_2144,"Transcriptional regulator, TetR family",PP_0368,R1,3126666.667,0.066319732,-1.178357236
Q88KZ5,Q88KZ5_PSEPK,Pp_2144,"Transcriptional regulator, TetR family",PP_0368,R2,2470000,0.051345857,-1.289494592
Q88KZ5,Q88KZ5_PSEPK,Pp_2144,"Transcriptional regulator, TetR family",PP_0368,R3,2306666.667,0.0486759,-1.312686009
Q88KZ5,Q88KZ5_PSEPK,Pp_2144,"Transcriptional regulator, TetR family",PP_0751,R1,2006666.667,0.040092533,-1.396936502
Q88KZ5,Q88KZ5_PSEPK,Pp_2144,"Transcriptional regulator, TetR family",PP_0751,R2,2017502.667,0.042158927,-1.375110449
Q88KZ5,Q88KZ5_PSEPK,Pp_2144,"Transcriptional regulator, TetR family",PP_0751,R3,815483.8333,0.017270825,-1.762686908
Q88KZ5,Q88KZ5_PSEPK,Pp_2144,"Transcriptional regulator, TetR family",PP_0812,R1,147362.5333,0.003012317,-2.521099344
Q88KZ5,Q88KZ5_PSEPK,Pp_2144,"Transcriptional regulator, TetR family",PP_0812,R2,380102.0667,0.008053046,-2.094039847
Q88KZ5,Q88KZ5_PSEPK,Pp_2144,"Transcriptional regulator, TetR family",PP_0812,R3,1361159,0.028987872,-1.537783669
Q88KZ8,Q88KZ8_PSEPK,Pp_2140,PasA protein,PP_0368,R1,123878.4667,0.002627586,-2.580442999
Q88KZ8,Q88KZ8_PSEPK,Pp_2140,PasA protein,PP_0368,R2,143797.5333,0.002989234,-2.524440109
Q88KZ8,Q88KZ8_PSEPK,Pp_2140,PasA protein,PP_0368,R3,9949.98,0.000209967,-3.677848641
Q88KZ8,Q88KZ8_PSEPK,Pp_2140,PasA protein,PP_0751,R1,214121.5333,0.004278077,-2.368751393
Q88KZ8,Q88KZ8_PSEPK,Pp_2140,PasA protein,PP_0751,R2,386598.3133,0.008078587,-2.092664612
Q88KZ8,Q88KZ8_PSEPK,Pp_2140,PasA protein,PP_0751,R3,511862.3,0.010840539,-1.964949119
Q88KZ8,Q88KZ8_PSEPK,Pp_2140,PasA protein,PP_0812,R1,28341.8,0.00057935,-3.237058994
Q88KZ8,Q88KZ8_PSEPK,Pp_2140,PasA protein,PP_0812,R2,108229.7333,0.002293013,-2.63959349
Q88KZ8,Q88KZ8_PSEPK,Pp_2140,PasA protein,PP_0812,R3,134683,0.002868271,-2.542379747
Q88KZ9,Q88KZ9_PSEPK,Topa,DNA topoisomerase 1,PP_0368,R1,1200000,0.025453202,-1.594257574
Q88KZ9,Q88KZ9_PSEPK,Topa,DNA topoisomerase 1,PP_0368,R2,1356666.667,0.02820211,-1.549718391
Q88KZ9,Q88KZ9_PSEPK,Topa,DNA topoisomerase 1,PP_0368,R3,1090529.333,0.023012643,-1.638033497
Q88KZ9,Q88KZ9_PSEPK,Topa,DNA topoisomerase 1,PP_0751,R1,1243333.333,0.024841387,-1.604824161
Q88KZ9,Q88KZ9_PSEPK,Topa,DNA topoisomerase 1,PP_0751,R2,1406666.667,0.029394537,-1.531733371
Q88KZ9,Q88KZ9_PSEPK,Topa,DNA topoisomerase 1,PP_0751,R3,1123030,0.02378423,-1.623710905
Q88KZ9,Q88KZ9_PSEPK,Topa,DNA topoisomerase 1,PP_0812,R1,667896.6,0.013652834,-1.86477719
Q88KZ9,Q88KZ9_PSEPK,Topa,DNA topoisomerase 1,PP_0812,R2,1460000,0.03093234,-1.509587222
Q88KZ9,Q88KZ9_PSEPK,Topa,DNA topoisomerase 1,PP_0812,R3,1296666.667,0.027614413,-1.558864182
Q88L01,FADA_PSEPK,Fada,3-ketoacyl-CoA thiolase,PP_0368,R1,4087997.9,0.086710531,-1.061928156
Q88L01,FADA_PSEPK,Fada,3-ketoacyl-CoA thiolase,PP_0368,R2,3947128,0.082052093,-1.085910335
Q88L01,FADA_PSEPK,Fada,3-ketoacyl-CoA thiolase,PP_0368,R3,4684488,0.098853325,-1.005008718
Q88L01,FADA_PSEPK,Fada,3-ketoacyl-CoA thiolase,PP_0751,R1,832540.9333,0.016633891,-1.779006143
Q88L01,FADA_PSEPK,Fada,3-ketoacyl-CoA thiolase,PP_0751,R2,652310.6467,0.013631068,-1.8654701
Q88L01,FADA_PSEPK,Fada,3-ketoacyl-CoA thiolase,PP_0751,R3,836887.1667,0.017724118,-1.751435355
Q88L01,FADA_PSEPK,Fada,3-ketoacyl-CoA thiolase,PP_0812,R1,806967.2,0.016495651,-1.78263054
Q88L01,FADA_PSEPK,Fada,3-ketoacyl-CoA thiolase,PP_0812,R2,793265.0667,0.016806538,-1.774521749
Q88L01,FADA_PSEPK,Fada,3-ketoacyl-CoA thiolase,PP_0812,R3,1002753.167,0.021355095,-1.670498486
Q88L02,FADB_PSEPK,Fadb,Fatty acid oxidation complex subunit alpha,PP_0368,R1,15366666.67,0.325942394,-0.486859149
Q88L02,FADB_PSEPK,Fadb,Fatty acid oxidation complex subunit alpha,PP_0368,R2,13933333.33,0.289643297,-0.538136518
Q88L02,FADB_PSEPK,Fadb,Fatty acid oxidation complex subunit alpha,PP_0368,R3,13433333.33,0.283473811,-0.547487058
Q88L02,FADB_PSEPK,Fadb,Fatty acid oxidation complex subunit alpha,PP_0751,R1,1945840.933,0.038877255,-1.410304403
Q88L02,FADB_PSEPK,Fadb,Fatty acid oxidation complex subunit alpha,PP_0751,R2,3186666.667,0.066590469,-1.176587929
Q88L02,FADB_PSEPK,Fadb,Fatty acid oxidation complex subunit alpha,PP_0751,R3,997212.8333,0.021119595,-1.675314404
Q88L02,FADB_PSEPK,Fadb,Fatty acid oxidation complex subunit alpha,PP_0812,R1,1919447.267,0.039236455,-1.406310237
Q88L02,FADB_PSEPK,Fadb,Fatty acid oxidation complex subunit alpha,PP_0812,R2,2320000,0.04915276,-1.308452093
Q88L02,FADB_PSEPK,Fadb,Fatty acid oxidation complex subunit alpha,PP_0812,R3,1790410.5,0.03812941,-1.418739912
Q88L05,Q88L05_PSEPK,Pp_2132,Universal stress protein,PP_0368,R1,377327.0333,0.008003484,-2.096720899
Q88L05,Q88L05_PSEPK,Pp_2132,Universal stress protein,PP_0368,R2,1241683.867,0.025811871,-1.588180507
Q88L05,Q88L05_PSEPK,Pp_2132,Universal stress protein,PP_0368,R3,401854.3133,0.008480038,-2.071602215
Q88L05,Q88L05_PSEPK,Pp_2132,Universal stress protein,PP_0751,R1,776978.9333,0.015523781,-1.809002494
Q88L05,Q88L05_PSEPK,Pp_2132,Universal stress protein,PP_0751,R2,469084.94,0.009802276,-2.008673077
Q88L05,Q88L05_PSEPK,Pp_2132,Universal stress protein,PP_0751,R3,960423,0.020340437,-1.691639711
Q88L05,Q88L05_PSEPK,Pp_2132,Universal stress protein,PP_0812,R1,235708.8,0.00481825,-2.317110626
Q88L05,Q88L05_PSEPK,Pp_2132,Universal stress protein,PP_0812,R2,490204.1333,0.010385727,-1.983563109
Q88L05,Q88L05_PSEPK,Pp_2132,Universal stress protein,PP_0812,R3,1395504,0.029719299,-1.526961443
Q88L06,Q88L06_PSEPK,Uup,ATP-binding protein Uup,PP_0368,R1,2293333.333,0.048643897,-1.312971636
Q88L06,Q88L06_PSEPK,Uup,ATP-binding protein Uup,PP_0368,R2,2083333.333,0.043307909,-1.363432783
Q88L06,Q88L06_PSEPK,Uup,ATP-binding protein Uup,PP_0368,R3,2130000,0.044947833,-1.347291246
Q88L06,Q88L06_PSEPK,Uup,ATP-binding protein Uup,PP_0751,R1,1466666.667,0.029303513,-1.533080316
Q88L06,Q88L06_PSEPK,Uup,ATP-binding protein Uup,PP_0751,R2,1423333.333,0.029742814,-1.526617946
Q88L06,Q88L06_PSEPK,Uup,ATP-binding protein Uup,PP_0751,R3,1553333.333,0.032897462,-1.482837601
Q88L06,Q88L06_PSEPK,Uup,ATP-binding protein Uup,PP_0812,R1,1743333.333,0.035636415,-1.448105988
Q88L06,Q88L06_PSEPK,Uup,ATP-binding protein Uup,PP_0812,R2,1913333.333,0.040536902,-1.39214944
Q88L06,Q88L06_PSEPK,Uup,ATP-binding protein Uup,PP_0812,R3,1933333.333,0.041173161,-1.38538579
Q88L08,Q88L08_PSEPK,Pp_2129,MOSC domain-containing protein,PP_0368,R1,872174,0.018499684,-1.732835684
Q88L08,Q88L08_PSEPK,Pp_2129,MOSC domain-containing protein,PP_0368,R2,1020694.667,0.021217993,-1.6732957
Q88L08,Q88L08_PSEPK,Pp_2129,MOSC domain-containing protein,PP_0368,R3,277870.66,0.005863701,-2.231828157
Q88L08,Q88L08_PSEPK,Pp_2129,MOSC domain-containing protein,PP_0751,R1,518185.6,0.010353176,-1.984926398
Q88L08,Q88L08_PSEPK,Pp_2129,MOSC domain-containing protein,PP_0751,R2,673977.3333,0.014083828,-1.851279276
Q88L08,Q88L08_PSEPK,Pp_2129,MOSC domain-containing protein,PP_0751,R3,699623,0.014817052,-1.829238185
Q88L08,Q88L08_PSEPK,Pp_2129,MOSC domain-containing protein,PP_0812,R1,287907.2,0.005885266,-2.230233897
Q88L08,Q88L08_PSEPK,Pp_2129,MOSC domain-containing protein,PP_0812,R2,424557.3667,0.008994899,-2.046003697
Q88L08,Q88L08_PSEPK,Pp_2129,MOSC domain-containing protein,PP_0812,R3,801171,0.017062108,-1.767967308
Q88L09,Q88L09_PSEPK,Pp_2128,CheV-like chemotaxis protein,PP_0368,R1,13993.7,0.00029682,-3.527506261
Q88L09,Q88L09_PSEPK,Pp_2128,CheV-like chemotaxis protein,PP_0368,R2,263308.8667,0.005473611,-2.261726061
Q88L09,Q88L09_PSEPK,Pp_2128,CheV-like chemotaxis protein,PP_0368,R3,323960.9867,0.006836312,-2.165178136
Q88L09,Q88L09_PSEPK,Pp_2128,CheV-like chemotaxis protein,PP_0751,R1,345015.2,0.006893289,-2.161573509
Q88L09,Q88L09_PSEPK,Pp_2128,CheV-like chemotaxis protein,PP_0751,R2,7772.94,0.000162428,-3.789339251
Q88L09,Q88L09_PSEPK,Pp_2128,CheV-like chemotaxis protein,PP_0751,R3,723281,0.015318096,-1.814795207
Q88L09,Q88L09_PSEPK,Pp_2128,CheV-like chemotaxis protein,PP_0812,R1,210293.8667,0.00429873,-2.366659816
Q88L09,Q88L09_PSEPK,Pp_2128,CheV-like chemotaxis protein,PP_0812,R2,340153.0667,0.007206665,-2.142265687
Q88L09,Q88L09_PSEPK,Pp_2128,CheV-like chemotaxis protein,PP_0812,R3,431069.5,0.009180255,-2.037145233
Q88L15,Q88L15_PSEPK,Moab-i,Molybdenum cofactor biosynthesis protein B,PP_0368,R1,1383927,0.029354478,-1.532325638
Q88L15,Q88L15_PSEPK,Moab-i,Molybdenum cofactor biosynthesis protein B,PP_0368,R2,1396666.667,0.029033622,-1.537098777
Q88L15,Q88L15_PSEPK,Moab-i,Molybdenum cofactor biosynthesis protein B,PP_0368,R3,1560000,0.032919539,-1.482546251
Q88L15,Q88L15_PSEPK,Moab-i,Molybdenum cofactor biosynthesis protein B,PP_0751,R1,1556666.667,0.031101683,-1.507216112
Q88L15,Q88L15_PSEPK,Moab-i,Molybdenum cofactor biosynthesis protein B,PP_0751,R2,1540000,0.032180749,-1.492403846
Q88L15,Q88L15_PSEPK,Moab-i,Molybdenum cofactor biosynthesis protein B,PP_0751,R3,1703333.333,0.036074256,-1.442802618
Q88L15,Q88L15_PSEPK,Moab-i,Molybdenum cofactor biosynthesis protein B,PP_0812,R1,1242712.667,0.025402959,-1.595115698
Q88L15,Q88L15_PSEPK,Moab-i,Molybdenum cofactor biosynthesis protein B,PP_0812,R2,1179959.333,0.024999249,-1.602073038
Q88L15,Q88L15_PSEPK,Moab-i,Molybdenum cofactor biosynthesis protein B,PP_0812,R3,1723333.333,0.036700904,-1.43532324
Q88L20,PDXB_PSEPK,Pdxb,Erythronate-4-phosphate dehydrogenase,PP_0368,R1,145730.7,0.003091094,-2.509887769
Q88L20,PDXB_PSEPK,Pdxb,Erythronate-4-phosphate dehydrogenase,PP_0368,R2,423989.2,0.008813801,-2.054836751
Q88L20,PDXB_PSEPK,Pdxb,Erythronate-4-phosphate dehydrogenase,PP_0368,R3,168873.6467,0.003563617,-2.448108968
Q88L20,PDXB_PSEPK,Pdxb,Erythronate-4-phosphate dehydrogenase,PP_0751,R1,189090.8667,0.003777973,-2.422741186
Q88L20,PDXB_PSEPK,Pdxb,Erythronate-4-phosphate dehydrogenase,PP_0751,R2,478890.7667,0.010007184,-1.999688103
Q88L20,PDXB_PSEPK,Pdxb,Erythronate-4-phosphate dehydrogenase,PP_0751,R3,605938.5,0.012832944,-1.891673716
Q88L20,PDXB_PSEPK,Pdxb,Erythronate-4-phosphate dehydrogenase,PP_0812,R1,196438.1333,0.004015498,-2.396260624
Q88L20,PDXB_PSEPK,Pdxb,Erythronate-4-phosphate dehydrogenase,PP_0812,R2,192463.1,0.004077626,-2.389592601
Q88L20,PDXB_PSEPK,Pdxb,Erythronate-4-phosphate dehydrogenase,PP_0812,R3,554564.3333,0.011810259,-1.927740594
Q88L24,Q88L24_PSEPK,Acna-i,Aconitate hydratase,PP_0368,R1,1080000,0.022907882,-1.640015064
Q88L24,Q88L24_PSEPK,Acna-i,Aconitate hydratase,PP_0368,R2,1303333.333,0.027093428,-1.567136042
Q88L24,Q88L24_PSEPK,Acna-i,Aconitate hydratase,PP_0368,R3,1180180,0.024904476,-1.603722599
Q88L24,Q88L24_PSEPK,Acna-i,Aconitate hydratase,PP_0751,R1,452000.3333,0.009030816,-2.044272983
Q88L24,Q88L24_PSEPK,Acna-i,Aconitate hydratase,PP_0751,R2,554574.6667,0.01158872,-1.93596454
Q88L24,Q88L24_PSEPK,Acna-i,Aconitate hydratase,PP_0751,R3,571824.3333,0.012110452,-1.916839631
Q88L24,Q88L24_PSEPK,Acna-i,Aconitate hydratase,PP_0812,R1,1213120.667,0.024798053,-1.605582421
Q88L24,Q88L24_PSEPK,Acna-i,Aconitate hydratase,PP_0812,R2,860769,0.018236712,-1.73905346
Q88L24,Q88L24_PSEPK,Acna-i,Aconitate hydratase,PP_0812,R3,1203333.333,0.025626743,-1.591306581
Q88L25,Q88L25_PSEPK,Pp_2111,Aerotaxis receptor,PP_0368,R1,150367.4667,0.003189445,-2.496284937
Q88L25,Q88L25_PSEPK,Pp_2111,Aerotaxis receptor,PP_0368,R2,142641.5333,0.002965203,-2.527945547
Q88L25,Q88L25_PSEPK,Pp_2111,Aerotaxis receptor,PP_0368,R3,489374.3333,0.010326909,-1.986029661
Q88L25,Q88L25_PSEPK,Pp_2111,Aerotaxis receptor,PP_0751,R1,75672.46667,0.001511911,-2.820473847
Q88L25,Q88L25_PSEPK,Pp_2111,Aerotaxis receptor,PP_0751,R2,179258.96,0.003745901,-2.426443694
Q88L25,Q88L25_PSEPK,Pp_2111,Aerotaxis receptor,PP_0751,R3,100481.6333,0.002128063,-2.672015577
Q88L25,Q88L25_PSEPK,Pp_2111,Aerotaxis receptor,PP_0812,R1,118296.8,0.002418169,-2.616513426
Q88L25,Q88L25_PSEPK,Pp_2111,Aerotaxis receptor,PP_0812,R2,128469.1,0.002721815,-2.565141396
Q88L25,Q88L25_PSEPK,Pp_2111,Aerotaxis receptor,PP_0812,R3,320689,0.006829541,-2.165608465
Q88L30,Q88L30_PSEPK,Pp_2105,DUF883 domain-containing protein,PP_0368,R1,850660.3667,0.018043359,-1.743682621
Q88L30,Q88L30_PSEPK,Pp_2105,DUF883 domain-containing protein,PP_0368,R2,1396944.533,0.029039399,-1.537012383
Q88L30,Q88L30_PSEPK,Pp_2105,DUF883 domain-containing protein,PP_0368,R3,1537806.993,0.032451217,-1.488769018
Q88L30,Q88L30_PSEPK,Pp_2105,DUF883 domain-containing protein,PP_0751,R1,1220856.133,0.0243923,-1.612747249
Q88L30,Q88L30_PSEPK,Pp_2105,DUF883 domain-containing protein,PP_0751,R2,1741848.627,0.036398698,-1.438914156
Q88L30,Q88L30_PSEPK,Pp_2105,DUF883 domain-containing protein,PP_0751,R3,1886134.833,0.03994574,-1.398529528
Q88L30,Q88L30_PSEPK,Pp_2105,DUF883 domain-containing protein,PP_0812,R1,1206090.867,0.024654353,-1.608106394
Q88L30,Q88L30_PSEPK,Pp_2105,DUF883 domain-containing protein,PP_0812,R2,2315370.067,0.049054667,-1.309319664
Q88L30,Q88L30_PSEPK,Pp_2105,DUF883 domain-containing protein,PP_0812,R3,2173814.5,0.046294559,-1.334470047
Q88L37,Q88L37_PSEPK,Dacb,D-alanyl-D-alanine carboxypeptidase,PP_0368,R1,269230.1333,0.005710641,-2.243315154
Q88L37,Q88L37_PSEPK,Dacb,D-alanyl-D-alanine carboxypeptidase,PP_0368,R2,1080132.433,0.022453573,-1.648714538
Q88L37,Q88L37_PSEPK,Dacb,D-alanyl-D-alanine carboxypeptidase,PP_0368,R3,1432589.667,0.030230892,-1.519549035
Q88L37,Q88L37_PSEPK,Dacb,D-alanyl-D-alanine carboxypeptidase,PP_0751,R1,341154.6,0.006816156,-2.166460507
Q88L37,Q88L37_PSEPK,Dacb,D-alanyl-D-alanine carboxypeptidase,PP_0751,R2,199628.6267,0.004171558,-2.379701748
Q88L37,Q88L37_PSEPK,Dacb,D-alanyl-D-alanine carboxypeptidase,PP_0751,R3,990976.3333,0.020987515,-1.678038981
Q88L37,Q88L37_PSEPK,Dacb,D-alanyl-D-alanine carboxypeptidase,PP_0812,R1,562816.6,0.011504837,-1.939119524
Q88L37,Q88L37_PSEPK,Dacb,D-alanyl-D-alanine carboxypeptidase,PP_0812,R2,1412045.333,0.029916347,-1.524091438
Q88L37,Q88L37_PSEPK,Dacb,D-alanyl-D-alanine carboxypeptidase,PP_0812,R3,599651.8333,0.012770463,-1.893793363
Q88L39,RLMKL_PSEPK,Rlml,Ribosomal RNA large subunit methyltransferase K/L,PP_0368,R1,1188246.667,0.025203902,-1.598532215
Q88L39,RLMKL_PSEPK,Rlml,Ribosomal RNA large subunit methyltransferase K/L,PP_0368,R2,1402269.667,0.029150096,-1.535360006
Q88L39,RLMKL_PSEPK,Rlml,Ribosomal RNA large subunit methyltransferase K/L,PP_0368,R3,1194369,0.025203896,-1.598532327
Q88L39,RLMKL_PSEPK,Rlml,Ribosomal RNA large subunit methyltransferase K/L,PP_0751,R1,1523564.333,0.030440309,-1.516550941
Q88L39,RLMKL_PSEPK,Rlml,Ribosomal RNA large subunit methyltransferase K/L,PP_0751,R2,1922773,0.0401794,-1.395996552
Q88L39,RLMKL_PSEPK,Rlml,Ribosomal RNA large subunit methyltransferase K/L,PP_0751,R3,1283802.667,0.027189174,-1.56560399
Q88L39,RLMKL_PSEPK,Rlml,Ribosomal RNA large subunit methyltransferase K/L,PP_0812,R1,711219.8667,0.014538428,-1.837482543
Q88L39,RLMKL_PSEPK,Rlml,Ribosomal RNA large subunit methyltransferase K/L,PP_0812,R2,453537.4667,0.009608887,-2.017326908
Q88L39,RLMKL_PSEPK,Rlml,Ribosomal RNA large subunit methyltransferase K/L,PP_0812,R3,648604.5,0.013812981,-1.859712571
Q88L40,PYRD_PSEPK,Pyrd,Dihydroorotate dehydrogenase (quinone),PP_0368,R1,2040000,0.043270444,-1.363808652
Q88L40,PYRD_PSEPK,Pyrd,Dihydroorotate dehydrogenase (quinone),PP_0368,R2,2586666.667,0.0537711,-1.269451079
Q88L40,PYRD_PSEPK,Pyrd,Dihydroorotate dehydrogenase (quinone),PP_0368,R3,1503316.66,0.031723392,-1.498620379
Q88L40,PYRD_PSEPK,Pyrd,Dihydroorotate dehydrogenase (quinone),PP_0751,R1,1780000,0.035563809,-1.448991736
Q88L40,PYRD_PSEPK,Pyrd,Dihydroorotate dehydrogenase (quinone),PP_0751,R2,2320000,0.04848009,-1.314436582
Q88L40,PYRD_PSEPK,Pyrd,Dihydroorotate dehydrogenase (quinone),PP_0751,R3,1407212.833,0.029802831,-1.525742476
Q88L40,PYRD_PSEPK,Pyrd,Dihydroorotate dehydrogenase (quinone),PP_0812,R1,2256666.667,0.046129738,-1.336019009
Q88L40,PYRD_PSEPK,Pyrd,Dihydroorotate dehydrogenase (quinone),PP_0812,R2,3040000,0.064407064,-1.191066494
Q88L40,PYRD_PSEPK,Pyrd,Dihydroorotate dehydrogenase (quinone),PP_0812,R3,2890000,0.061546777,-1.210794686
Q88L41,Q88L41_PSEPK,Pp_2094,Nitrate-binding protein NasS,PP_0368,R1,18658.26667,0.000395761,-3.402567524
Q88L41,Q88L41_PSEPK,Pp_2094,Nitrate-binding protein NasS,PP_0368,R2,339071.2,0.007048543,-2.151900642
Q88L41,Q88L41_PSEPK,Pp_2094,Nitrate-binding protein NasS,PP_0368,R3,132839.6467,0.002803218,-2.552343137
Q88L41,Q88L41_PSEPK,Pp_2094,Nitrate-binding protein NasS,PP_0751,R1,99962.8,0.001997224,-2.699573326
Q88L41,Q88L41_PSEPK,Pp_2094,Nitrate-binding protein NasS,PP_0751,R2,10363.92,0.000216571,-3.664400515
Q88L41,Q88L41_PSEPK,Pp_2094,Nitrate-binding protein NasS,PP_0751,R3,1162805.167,0.024626613,-1.60859531
Q88L41,Q88L41_PSEPK,Pp_2094,Nitrate-binding protein NasS,PP_0812,R1,37789.06667,0.000772467,-3.112120257
Q88L41,Q88L41_PSEPK,Pp_2094,Nitrate-binding protein NasS,PP_0812,R2,33537.46667,0.000710543,-3.148409824
Q88L41,Q88L41_PSEPK,Pp_2094,Nitrate-binding protein NasS,PP_0812,R3,165668.8333,0.00352816,-2.452451715
Q88L46,Q88L46_PSEPK,Oprf,Outer membrane porin F,PP_0368,R1,9324664.567,0.197785477,-0.703805602
Q88L46,Q88L46_PSEPK,Oprf,Outer membrane porin F,PP_0368,R2,10886666.67,0.22630981,-0.645296619
Q88L46,Q88L46_PSEPK,Oprf,Outer membrane porin F,PP_0368,R3,12896666.67,0.272148927,-0.565193374
Q88L46,Q88L46_PSEPK,Oprf,Outer membrane porin F,PP_0751,R1,9950000,0.198797694,-0.701588657
Q88L46,Q88L46_PSEPK,Oprf,Outer membrane porin F,PP_0751,R2,8956666.667,0.187163796,-0.727778155
Q88L46,Q88L46_PSEPK,Oprf,Outer membrane porin F,PP_0751,R3,13266666.67,0.280969743,-0.551340446
Q88L46,Q88L46_PSEPK,Oprf,Outer membrane porin F,PP_0812,R1,15570000,0.318274753,-0.49719781
Q88L46,Q88L46_PSEPK,Oprf,Outer membrane porin F,PP_0812,R2,13210000,0.279874119,-0.55303726
Q88L46,Q88L46_PSEPK,Oprf,Outer membrane porin F,PP_0812,R3,12196666.67,0.259745855,-0.585451374
