From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Gene Names (ordered locus)	Gene Names (ORF)	Gene Names (primary)	Gene Names (synonym)
Q88KV0	Q88KV0	unreviewed	Q88KV0_PSEPK	DUF883 domain-containing protein	PP_2189	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	141	PP_2189			
Q88KV2	Q88KV2	unreviewed	Q88KV2_PSEPK	Universal stress protein family	PP_2187	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	287	PP_2187			
Q88KV7	Q88KV7	unreviewed	Q88KV7_PSEPK	ProQ/FinO domain-containing protein	PP_2182	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	171	PP_2182			
Q88KV8	Q88KV8	unreviewed	Q88KV8_PSEPK	Transcriptional regulator, Cro/CI family	PP_2181	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	184	PP_2181			
Q88KW3	Q88KW3	unreviewed	Q88KW3_PSEPK	Transcriptional regulator, LysR family	PP_2176	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	309	PP_2176			
Q88KW7	Q88KW7	unreviewed	Q88KW7_PSEPK	Glycine-rich protein	PP_2172	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	147	PP_2172			
Q88KX0	Q88KX0	reviewed	DUSA_PSEPK	tRNA-dihydrouridine(20/20a) synthase (EC 1.3.1.-) (EC 1.3.1.91) (U20-specific dihydrouridine synthase) (U20-specific Dus) (tRNA-dihydrouridine synthase A)	dusA PP_2169	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	336	PP_2169		dusA	
Q88KX1	Q88KX1	reviewed	TAL_PSEPK	Transaldolase (EC 2.2.1.2)	tal PP_2168	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	308	PP_2168		tal	
Q88KX3	Q88KX3	unreviewed	Q88KX3_PSEPK	Anti-anti-sigma factor	PP_2166	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	160	PP_2166			
Q88KX4	Q88KX4	unreviewed	Q88KX4_PSEPK	Response regulator	PP_2165	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	393	PP_2165			
Q88KX5	Q88KX5	unreviewed	Q88KX5_PSEPK	PilZ domain-containing protein	PP_2164	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	99	PP_2164			
Q88KX6	Q88KX6	unreviewed	Q88KX6_PSEPK	VacJ lipoprotein	vacJ PP_2163	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	235	PP_2163		vacJ	
Q88KX8	Q88KX8	unreviewed	Q88KX8_PSEPK	Chromosome partitioning protein ParA	PP_2161	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	87	PP_2161			
Q88KX9	Q88KX9	reviewed	QUEF_PSEPK	NADPH-dependent 7-cyano-7-deazaguanine reductase (EC 1.7.1.13) (7-cyano-7-carbaguanine reductase) (NADPH-dependent nitrile oxidoreductase) (PreQ(0) reductase)	queF PP_2160	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	276	PP_2160		queF	
Q88KY1	Q88KY1	unreviewed	Q88KY1_PSEPK	Transcriptional activator protein	copR-I PP_2158	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	226	PP_2158		copR-I	
Q88KY2	Q88KY2	unreviewed	Q88KY2_PSEPK	Sensor protein (EC 2.7.13.3)	PP_2157	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	450	PP_2157			
Q88KY3	Q88KY3	unreviewed	Q88KY3_PSEPK	Lipoprotein releasing system, permease protein	lolE PP_2156	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	413	PP_2156		lolE	
Q88KY4	Q88KY4	reviewed	LOLD_PSEPK	Lipoprotein-releasing system ATP-binding protein LolD (EC 7.6.2.-)	lolD PP_2155	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	227	PP_2155		lolD	
Q88KY5	Q88KY5	unreviewed	Q88KY5_PSEPK	LolC	lolC PP_2154	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	416	PP_2154		lolC	
Q88KY6	Q88KY6	unreviewed	Q88KY6_PSEPK	PilZ domain-containing protein	PP_2153	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	159	PP_2153			
Q88KY7	Q88KY7	unreviewed	Q88KY7_PSEPK	Glycerophosphoryl diester phosphodiesterase (EC 3.1.4.46)	ugpQ PP_2152	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	238	PP_2152		ugpQ	
Q88KY8	Q88KY8	reviewed	STHA_PSEPK	Soluble pyridine nucleotide transhydrogenase (STH) (EC 1.6.1.1) (NAD(P)(+) transhydrogenase [B-specific])	sthA PP_2151	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	464	PP_2151		sthA	
Q88KZ0	Q88KZ0	unreviewed	Q88KZ0_PSEPK	Glyceraldehyde-3-phosphate dehydrogenase (EC 1.2.1.-)	gapB PP_2149	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	487	PP_2149		gapB	
Q88KZ1	Q88KZ1	unreviewed	Q88KZ1_PSEPK	Transcription-repair-coupling factor (TRCF) (EC 3.6.4.-)	mfd PP_2148	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	1149	PP_2148		mfd	
Q88KZ2	Q88KZ2	unreviewed	Q88KZ2_PSEPK	Peptidoglycan-binding protein CsiV	PP_2147	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	190	PP_2147			
Q88KZ3	Q88KZ3	unreviewed	Q88KZ3_PSEPK	Helicase SNF2/RAD54 family	PP_2146	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	1105	PP_2146			
Q88KZ4	Q88KZ4	unreviewed	Q88KZ4_PSEPK	Beta-hexosaminidase (EC 3.2.1.52) (Beta-N-acetylhexosaminidase) (N-acetyl-beta-glucosaminidase)	nagZ PP_2145	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	336	PP_2145		nagZ	
Q88KZ5	Q88KZ5	unreviewed	Q88KZ5_PSEPK	Transcriptional regulator, TetR family	PP_2144	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	235	PP_2144			
Q88KZ7	Q88KZ7	unreviewed	Q88KZ7_PSEPK	ABC transporter ATP-binding protein	PP_2141	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	77	PP_2141			
Q88KZ8	Q88KZ8	unreviewed	Q88KZ8_PSEPK	PasA protein	PP_2140	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	197	PP_2140			
Q88KZ9	Q88KZ9	unreviewed	Q88KZ9_PSEPK	DNA topoisomerase 1 (EC 5.6.2.1) (DNA topoisomerase I)	topA PP_2139	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	869	PP_2139		topA	
Q88L00	Q88L00	unreviewed	Q88L00_PSEPK	DUF1653 domain-containing protein	PP_2138	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	83	PP_2138			
Q88L01	Q88L01	reviewed	FADA_PSEPK	3-ketoacyl-CoA thiolase (EC 2.3.1.16) (Acetyl-CoA acyltransferase) (Beta-ketothiolase) (Fatty acid oxidation complex subunit beta)	fadA PP_2137	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	391	PP_2137		fadA	
Q88L02	Q88L02	reviewed	FADB_PSEPK	Fatty acid oxidation complex subunit alpha [Includes: Enoyl-CoA hydratase/Delta(3)-cis-Delta(2)-trans-enoyl-CoA isomerase/3-hydroxybutyryl-CoA epimerase (EC 4.2.1.17) (EC 5.1.2.3) (EC 5.3.3.8); 3-hydroxyacyl-CoA dehydrogenase (EC 1.1.1.35)]	fadB PP_2136	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	715	PP_2136		fadB	
Q88L04	Q88L04	unreviewed	Q88L04_PSEPK	Uncharacterized protein	PP_2133	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	154	PP_2133			
Q88L05	Q88L05	unreviewed	Q88L05_PSEPK	Universal stress protein	PP_2132	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	146	PP_2132			
Q88L06	Q88L06	unreviewed	Q88L06_PSEPK	ATP-binding protein Uup (EC 3.6.1.-)	uup PP_2131	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	642	PP_2131		uup	
Q88L07	Q88L07	unreviewed	Q88L07_PSEPK	Soluble lytic transglycosylase	PP_2130	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	657	PP_2130			
Q88L08	Q88L08	unreviewed	Q88L08_PSEPK	MOSC domain-containing protein	PP_2129	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	267	PP_2129			
Q88L09	Q88L09	unreviewed	Q88L09_PSEPK	CheV-like chemotaxis protein	PP_2128	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	311	PP_2128			
Q88L11	Q88L11	unreviewed	Q88L11_PSEPK	DNA-binding response regulator, LuxR family	PP_2126	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	219	PP_2126			
Q88L12	Q88L12	reviewed	YEGS_PSEPK	Probable lipid kinase YegS-like (EC 2.7.1.-)	PP_2125	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	295	PP_2125			
Q88L13	Q88L13	unreviewed	Q88L13_PSEPK	Glycosyl transferase	PP_2124	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	415	PP_2124			
Q88L14	Q88L14	unreviewed	Q88L14_PSEPK	Molybdopterin molybdenumtransferase (EC 2.10.1.1)	moeA PP_2123	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	408	PP_2123		moeA	
Q88L15	Q88L15	unreviewed	Q88L15_PSEPK	Molybdenum cofactor biosynthesis protein B	moaB-I PP_2122	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	179	PP_2122		moaB-I	
Q88L16	Q88L16	unreviewed	Q88L16_PSEPK	Lipoprotein	PP_2121	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	73	PP_2121			
Q88L18	Q88L18	unreviewed	Q88L18_PSEPK	ABC efflux transporter, permease/ATP-binding protein	PP_2119	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	587	PP_2119			
Q88L20	Q88L20	reviewed	PDXB_PSEPK	Erythronate-4-phosphate dehydrogenase (EC 1.1.1.290)	pdxB PP_2117	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	380	PP_2117		pdxB	
Q88L23	Q88L23	reviewed	RLMM_PSEPK	Ribosomal RNA large subunit methyltransferase M (EC 2.1.1.186) (23S rRNA (cytidine2498-2'-O)-methyltransferase) (23S rRNA 2'-O-ribose methyltransferase RlmM)	rlmM PP_2113	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	354	PP_2113		rlmM	
Q88L24	Q88L24	unreviewed	Q88L24_PSEPK	Aconitate hydratase (Aconitase) (EC 4.2.1.3)	acnA-I PP_2112	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	913	PP_2112		acnA-I	
Q88L25	Q88L25	unreviewed	Q88L25_PSEPK	Aerotaxis receptor	PP_2111	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	521	PP_2111			
Q88L26	Q88L26	unreviewed	Q88L26_PSEPK	Transcriptional regulator	PP_2109	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	102	PP_2109			
Q88L28	Q88L28	unreviewed	Q88L28_PSEPK	Glutaredoxin	PP_2107	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	79	PP_2107			
Q88L30	Q88L30	unreviewed	Q88L30_PSEPK	DUF883 domain-containing protein	PP_2105	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	104	PP_2105			
Q88L31	Q88L31	unreviewed	Q88L31_PSEPK	Transmembrane protein	PP_2104	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	124	PP_2104			
Q88L32	Q88L32	unreviewed	Q88L32_PSEPK	Uncharacterized protein	PP_2103	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	109	PP_2103			
Q88L33	Q88L33	unreviewed	Q88L33_PSEPK	Deoxyguanosinetriphosphate triphosphohydrolase-like protein	dgt PP_2102	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	443	PP_2102		dgt	
Q88L36	Q88L36	unreviewed	Q88L36_PSEPK	DUF469 domain-containing protein	PP_2099	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	114	PP_2099			
Q88L37	Q88L37	unreviewed	Q88L37_PSEPK	D-alanyl-D-alanine carboxypeptidase	dacB PP_2098	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	470	PP_2098		dacB	
Q88L39	Q88L39	reviewed	RLMKL_PSEPK	Ribosomal RNA large subunit methyltransferase K/L [Includes: 23S rRNA m2G2445 methyltransferase (EC 2.1.1.173) (rRNA (guanine-N(2)-)-methyltransferase RlmL); 23S rRNA m7G2069 methyltransferase (EC 2.1.1.264) (rRNA (guanine-N(7)-)-methyltransferase RlmK)]	rlmL PP_2096	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	730	PP_2096		rlmL	
Q88L40	Q88L40	reviewed	PYRD_PSEPK	Dihydroorotate dehydrogenase (quinone) (EC 1.3.5.2) (DHOdehase) (DHOD) (DHODase) (Dihydroorotate oxidase)	pyrD PP_2095	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	340	PP_2095		pyrD	
Q88L41	Q88L41	unreviewed	Q88L41_PSEPK	Nitrate-binding protein NasS	PP_2094	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	404	PP_2094			
Q88L42	Q88L42	unreviewed	Q88L42_PSEPK	NasT	PP_2093	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	191	PP_2093			
Q88L43	Q88L43	unreviewed	Q88L43_PSEPK	Nitrate/nitrite transporter	nasA PP_2092	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	411	PP_2092		nasA	
Q88L44	Q88L44	unreviewed	Q88L44_PSEPK	non-specific serine/threonine protein kinase (EC 2.7.11.1)	PP_2091	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	556	PP_2091			
Q88L46	Q88L46	unreviewed	Q88L46_PSEPK	Outer membrane porin F	oprF PP_2089	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	344	PP_2089		oprF	
Q88L47	Q88L47	unreviewed	Q88L47_PSEPK	RNA polymerase sigma factor SigX	PP_2088	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	196	PP_2088			
Q88L48	Q88L48	unreviewed	Q88L48_PSEPK	Small-conductance mechanosensitive channel	cmpX PP_2087	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	274	PP_2087		cmpX	
Q88L49	Q88L49	unreviewed	Q88L49_PSEPK	CrfX protein	PP_2086	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	90	PP_2086			
Q88L50	Q88L50	unreviewed	Q88L50_PSEPK	CmaX protein	cmaX PP_2085	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	332	PP_2085		cmaX	
Q88L51	Q88L51	reviewed	RRAAH_PSEPK	Putative 4-hydroxy-4-methyl-2-oxoglutarate aldolase (HMG aldolase) (EC 4.1.3.17) (Oxaloacetate decarboxylase) (OAA decarboxylase) (EC 4.1.1.112) (Regulator of ribonuclease activity homolog) (RraA-like protein)	PP_2084	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	163	PP_2084			
Q88L52	Q88L52	unreviewed	Q88L52_PSEPK	Lipase	PP_2083	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	330	PP_2083			
Q88L53	Q88L53	unreviewed	Q88L53_PSEPK	Phosphoenolpyruvate synthase (PEP synthase) (EC 2.7.9.2) (Pyruvate, water dikinase)	ppsA PP_2082	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	791	PP_2082		ppsA	
Q88L54	Q88L54	reviewed	PSRP_PSEPK	Putative phosphoenolpyruvate synthase regulatory protein (PEP synthase regulatory protein) (PSRP) (EC 2.7.11.33) (EC 2.7.4.28) (Pyruvate, water dikinase regulatory protein)	PP_2081	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	272	PP_2081			
Q88L55	Q88L55	unreviewed	Q88L55_PSEPK	NAD-specific glutamate dehydrogenase (EC 1.4.1.2)	gdhB PP_2080	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	1621	PP_2080		gdhB	
Q88L56	Q88L56	unreviewed	Q88L56_PSEPK	Uncharacterized protein	PP_2079	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	152	PP_2079			
Q88L57	Q88L57	unreviewed	Q88L57_PSEPK	Transcriptional activator protein LysR	lysR PP_2078	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	301	PP_2078		lysR	
Q88L58	Q88L58	unreviewed	Q88L58_PSEPK	Diaminopimelate decarboxylase (DAP decarboxylase) (DAPDC) (EC 4.1.1.20)	lysA-I lysA PP_2077	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	410	PP_2077		lysA-I	lysA
Q88L62	Q88L62	unreviewed	Q88L62_PSEPK	Acetyltransferase, GNAT family	PP_2073	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	171	PP_2073			
Q88L71	Q88L71	unreviewed	Q88L71_PSEPK	Multidrug efflux RND membrane fusion protein	PP_2064	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	365	PP_2064			
Q88L76	Q88L76	reviewed	Y2059_PSEPK	UPF0337 protein PP_2059	PP_2059	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	82	PP_2059			
Q88L81	Q88L81	unreviewed	Q88L81_PSEPK	DNA-binding transcriptional regulator	ybhD PP_2054	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	297	PP_2054		ybhD	
Q88L82	Q88L82	unreviewed	Q88L82_PSEPK	DUF3144 domain-containing protein	PP_2053	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	98	PP_2053			
Q88L83	Q88L83	unreviewed	Q88L83_PSEPK	Bifunctional enzyme: sugar-phosphatase/mannitol-1-phosphate 5-dehydrogenase (EC 1.1.1.17, EC 3.1.3.-)	PP_2052	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	707	PP_2052			
Q88L84	Q88L84	unreviewed	Q88L84_PSEPK	3-ketoacyl-CoA thiolase (Thiolase I) (EC 2.3.1.16)	fadA PP_2051	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	394	PP_2051		fadA	
Q88L93	Q88L93	unreviewed	Q88L93_PSEPK	DUF1302 domain-containing protein	PP_2042	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	617	PP_2042			
Q88L94	Q88L94	unreviewed	Q88L94_PSEPK	Transcriptional regulator, LysR family	PP_2041	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	314	PP_2041			
Q88L98	Q88L98	unreviewed	Q88L98_PSEPK	Aldolase	PP_2037	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	260	PP_2037			
Q88L99	Q88L99	unreviewed	Q88L99_PSEPK	4-hydroxy-tetrahydrodipicolinate synthase (EC 4.3.3.7)	PP_2036	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	295	PP_2036			
Q88LA3	Q88LA3	unreviewed	Q88LA3_PSEPK	ATPase	PP_2032	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	319	PP_2032			
Q88LA6	Q88LA6	unreviewed	Q88LA6_PSEPK	von Willebrand factor type A domain protein	PP_2029	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	358	PP_2029			
Q88LA8	Q88LA8	unreviewed	Q88LA8_PSEPK	Protein BatD	PP_2027	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	543	PP_2027			
Q88LB0	Q88LB0	unreviewed	Q88LB0_PSEPK	Nuclease SbcCD subunit D	sbcD PP_2025	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	412	PP_2025		sbcD	
Q88LB1	Q88LB1	unreviewed	Q88LB1_PSEPK	Exonuclease SbcC	sbcC PP_2024	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	1214	PP_2024		sbcC	
Q88LB2	Q88LB2	unreviewed	Q88LB2_PSEPK	Glutathione S-transferase family protein	PP_2023	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	199	PP_2023			
Q88LB4	Q88LB4	unreviewed	Q88LB4_PSEPK	L-alpha-hydroxyglutaric acid gamma-lactonase	ppgL PP_2021	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	376	PP_2021		ppgL	
Q88LB5	Q88LB5	unreviewed	Q88LB5_PSEPK	Lipoprotein	PP_2020	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	117	PP_2020			
Q88LB6	Q88LB6	unreviewed	Q88LB6_PSEPK	Multidrug efflux transporter, RND family	PP_2019	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	799	PP_2019			
Q88LB7	Q88LB7	unreviewed	Q88LB7_PSEPK	BNR domain protein	PP_2018	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	319	PP_2018			
Q88LB8	Q88LB8	unreviewed	Q88LB8_PSEPK	Aminopeptidase N (EC 3.4.11.2)	pepN PP_2017	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	885	PP_2017		pepN	
Q88LB9	Q88LB9	unreviewed	Q88LB9_PSEPK	DUF2797 domain-containing protein	PP_2016	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	276	PP_2016			
Q88LC2	Q88LC2	unreviewed	Q88LC2_PSEPK	Calcineurin-like phosphoesterase domain-containing protein	PP_2013	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	323	PP_2013			
Q88LC3	Q88LC3	reviewed	NADK_PSEPK	NAD kinase (EC 2.7.1.23) (ATP-dependent NAD kinase)	nadK PP_2012	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	296	PP_2012		nadK	
Q88LC5	Q88LC5	unreviewed	Q88LC5_PSEPK	Cytochrome b561	PP_2010	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	181	PP_2010			
Q88LC7	Q88LC7	unreviewed	Q88LC7_PSEPK	2,4-dienoyl-CoA reductase (EC 1.3.1.34)	fadH PP_2008	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	693	PP_2008		fadH	
Q88LC8	Q88LC8	unreviewed	Q88LC8_PSEPK	p-47-related protein	PP_2007	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	410	PP_2007			
Q88LC9	Q88LC9	unreviewed	Q88LC9_PSEPK	TULIP family P47-like protein	PP_2006	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	547	PP_2006			
Q88LD0	Q88LD0	unreviewed	Q88LD0_PSEPK	CN hydrolase domain-containing protein	PP_2005	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	372	PP_2005			
