Rank,Protein.Group,Protein.Names,Protein,Protein.Description,%_of protein_abundance_Top3-method
1698,Q88Q76,Q88Q76_PSEPK,Pp_0619,"Branched-chain amino acid ABC transporter, periplasmic amino acid-binding protein",0.001737052
1699,Q88CN6,Q88CN6_PSEPK,Pp_5144,Uncharacterized protein,0.001730348
1700,Q88LB4,Q88LB4_PSEPK,Pp_2021,Uncharacterized protein,0.001717556
1701,Q88M32,Q88M32_PSEPK,Pp_1743,Sodium:solute symporter family protein,0.001713542
1702,Q88PC3,Q88PC3_PSEPK,Arop,Aromatic amino acid transporter,0.001708604
1703,Q88C64,Q88C64_PSEPK,Pp_5319,Uncharacterized protein,0.001704102
1704,Q88QS2,GPH_PSEPK,Pp_0416,Phosphoglycolate phosphatase,0.001701524
1705,Q88NY0,Q88NY0_PSEPK,Glpd,Glycerol-3-phosphate dehydrogenase,0.001692056
1706,Q88EF7,Q88EF7_PSEPK,Pp_4508,"Transcriptional regulator, AraC family",0.001682528
1707,Q88IV6,Q88IV6_PSEPK,Pp_2893,Uncharacterized protein,0.001670222
1708,Q88GE0,Q88GE0_PSEPK,Pp_3784,Conserved domain protein,0.001664161
1709,Q88DG8,Q88DG8_PSEPK,Pp_4857,Uncharacterized protein,0.001662627
1710,Q88DZ9,Q88DZ9_PSEPK,Pp_4669,OmpA family protein,0.001662011
1711,Q88MP2,Q88MP2_PSEPK,Pp_1528,Uncharacterized protein,0.00165605
1712,Q88KF7,Q88KF7_PSEPK,Pp_2333,"Transcriptional regulator, GntR family",0.001649535
1713,Q88E09,Q88E09_PSEPK,Ggt-2,Gamma-glutamyltransferase,0.001624503
1714,Q88JW4,Q88JW4_PSEPK,Pp_2533,D-isomer specific 2-hydroxyacid dehydrogenase family protein,0.001617372
1715,Q88LX2,Q88LX2_PSEPK,Wbpm,Polysaccharide biosynthesis protein,0.001610434
1716,Q88I91,Q88I91_PSEPK,Pp_3108,Rhs-related protein,0.00160703
1717,Q88LJ1,Q88LJ1_PSEPK,Pp_1941,Uncharacterized protein,0.001604641
1718,Q88LQ8,HTPX_PSEPK,Htpx,Protease HtpX,0.001587292
1719,Q88QB2,Q88QB2_PSEPK,Pp_0582,Thiolase family protein,0.001568796
1720,Q88G30,Q88G30_PSEPK,Pp_3896,"Transcriptional regulator, Cro/CI family",0.001563752
1721,Q88F66,Q88F66_PSEPK,Pp_4232,Cytochrome c family protein,0.001563127
1722,Q88I63,Q88I63_PSEPK,Pp_3138,VirK domain protein,0.001561337
1723,Q88P90,Q88P90_PSEPK,Ttg2e,Toluene-tolerance protein,0.001559445
1724,Q88CM3,Q88CM3_PSEPK,Pp_5157,Conserved domain protein,0.001557741
1725,Q88NI3,QUEC_PSEPK,Quec,7-cyano-7-deazaguanine synthase,0.00155397
1726,Q88QF8,Q88QF8_PSEPK,Pp_0536,Uncharacterized protein,0.0015367
1727,Q88I70,Q88I70_PSEPK,Pp_3131,Uncharacterized protein,0.001535051
1728,Q88I31,Q88I31_PSEPK,Pp_3170,"Transcriptional regulator, LysR family",0.001523328
1729,Q88R54,Q88R54_PSEPK,Pp_0280,"Amino acid ABC transporter, permease protein",0.001521349
1730,Q88QV1,Q88QV1_PSEPK,Pp_0383,"Tryptophan 2-monooxygenase, putative",0.00151822
1731,Q88MW5,Q88MW5_PSEPK,Pp_1453,MutT/nudix family protein,0.001499697
1732,Q88F49,Q88F49_PSEPK,Ccon-1,"Cytochrome c oxidase, cbb3-type, subunit I",0.001498307
1733,Q88DD1,MUTL_PSEPK,Mutl,DNA mismatch repair protein MutL,0.001475859
1734,Q88I72,Q88I72_PSEPK,Gale,UDP-glucose-4-epimerase,0.001470501
1735,Q88I60,Q88I60_PSEPK,Pp_3141,"Glycosyl transferase, WecB/TagA/CpsF family",0.001466896
1736,Q88N53,Q88N53_PSEPK,Pp_1363,Uncharacterized protein,0.001446863
1737,Q88PX5,ISPE_PSEPK,Ispe,4-diphosphocytidyl-2-C-methyl-D-erythritol kinase,0.001431742
1738,Q88QR1,COQ7_PSEPK,Coq7,"2-nonaprenyl-3-methyl-6-methoxy-1,4-benzoquinol hydroxylase",0.001429675
1739,Q88RR5,Q88RR5_PSEPK,Pp_0064,TPR domain protein,0.001418635
1740,Q88GJ9,Q88GJ9_PSEPK,Pp_3722,Alanine racemase,0.001405258
1741,Q88PF9,Q88PF9_PSEPK,Pp_0891,Uncharacterized protein,0.001399168
1742,Q88LC2,Q88LC2_PSEPK,Pp_2013,Uncharacterized protein,0.00137748
1743,Q88N82,Q88N82_PSEPK,Ftsi,Penicillin-binding protein 3,0.001370204
1744,Q88E24,Q88E24_PSEPK,Rada,DNA repair protein radA,0.001358446
1745,Q88IU7,LPXH_PSEPK,Lpxh,"UDP-2,3-diacylglucosamine hydrolase",0.001331085
1746,Q88C63,Q88C63_PSEPK,Phob,DNA-binding response regulator PhoB,0.001326885
1747,Q88C73,Q88C73_PSEPK,Recg,ATP-dependent DNA helicase RecG,0.001321935
1748,Q88GR8,Q88GR8_PSEPK,Pp_3650,MutT/nudix family protein,0.001308419
1749,Q88N65,Q88N65_PSEPK,Pp_1350,Histidine kinase,0.001299435
1750,Q88GK1,Q88GK1_PSEPK,Pp_3720,"NAD(P)H quinone oxidoreductase, putative",0.001299401
1751,Q88FI1,Q88FI1_PSEPK,Pp_4115,Uncharacterized protein,0.001294601
1752,Q88HZ3,Q88HZ3_PSEPK,Pp_3209,"Chlorohydrolase, putative",0.001282988
1753,Q88CD2,Q88CD2_PSEPK,Pp_5249,"Transcriptional regulator, LysR family",0.001260152
1754,Q88RJ5,Q88RJ5_PSEPK,Pp_0134,Uncharacterized protein,0.001259822
1755,Q88PP6,Q88PP6_PSEPK,Chev-1,Chemotaxis protein CheV,0.001256748
1756,Q88QR5,Q88QR5_PSEPK,Pp_0423,Uncharacterized protein,0.001252484
1757,Q88FJ7,UVRC_PSEPK,Uvrc,UvrABC system protein C,0.001249018
1758,Q88LG3,Q88LG3_PSEPK,Pp_1970,"Lipoprotein, putative",0.001248577
1759,Q88D16,Q88D16_PSEPK,Pp_5012,Uncharacterized protein,0.001241689
1760,Q88P17,MLTF_PSEPK,Mltf,Membrane-bound lytic murein transglycosylase F,0.001233066
1761,Q88C42,Q88C42_PSEPK,Pp_5341,"ABC transporter, periplasmic polyamine-binding protein, putative",0.001230494
1762,P0A118,DNAG_PSEPK,Dnag,DNA primase,0.00122756
1763,Q88C76,Q88C76_PSEPK,Exbd,"Ferric siderophore transport system, inner membrane protein ExbD",0.001226154
1764,Q88E90,Q88E90_PSEPK,Pp_4576,Uncharacterized protein,0.001224275
1765,Q88GQ4,Q88GQ4_PSEPK,Pssa-1,CDP-diacylglycerol--serine O-phosphatidyltransferase,0.001220542
1766,Q88HJ2,Q88HJ2_PSEPK,Pp_3364,Response regulator,0.001219335
1767,Q88QY1,Q88QY1_PSEPK,Pp_0353,Exonuclease,0.001218327
1768,Q88EM6,Q88EM6_PSEPK,Pp_4428,"Amino acid ABC transporter, periplasmic amino acid-binding protein",0.001215595
1769,Q88ET7,Q88ET7_PSEPK,Flii,Flagellum-specific ATP synthase FliI,0.001209407
1770,Q88NC3,Y1289_PSEPK,Pp_1289,UPF0246 protein PP_1289,0.001192869
1771,Q88PV5,Q88PV5_PSEPK,Pp_0743,Uncharacterized protein,0.001188426
1772,Q88KQ0,Q88KQ0_PSEPK,Pp_2240,"ABC efflux transporter, permease/ATP-binding protein, putative",0.001184971
1773,Q88DI3,Q88DI3_PSEPK,Pp_4842,"Branched-chain amino acid ABC transporter, permease protein, putative",0.001177438
1774,Q88CR7,Q88CR7_PSEPK,Pp_5113,Uncharacterized protein,0.001176537
1775,Q88PM7,SELU_PSEPK,Selu,tRNA 2-selenouridine synthase,0.001172244
1776,Q88PK9,Q88PK9_PSEPK,Pp_0841,Rrf2 family protein,0.001170459
1777,Q88HB5,Q88HB5_PSEPK,Pp_3445,Uncharacterized protein,0.001169612
1778,Q88DG1,Q88DG1_PSEPK,Pp_4864,"Branched-chain amino acid ABC transporter, ATP-binding protein",0.001156075
1779,Q88K44,Q88K44_PSEPK,Pp_2448,Uncharacterized protein,0.001134613
1780,Q88M25,Q88M25_PSEPK,Asnb,Asparagine synthetase,0.0011345
1781,Q88CC1,Q88CC1_PSEPK,Pp_5260,Uncharacterized protein,0.00112951
1782,Q88RU9,Q88RU9_PSEPK,Pp_0030,Histidine kinase,0.001125703
1783,Q88JM1,Q88JM1_PSEPK,Pp_2628,"ABC transporter, ATP-binding protein",0.001116245
1784,Q88I79,Q88I79_PSEPK,Pp_3122,"CoA-transferase, subunit A, putative",0.001102538
1785,Q88DZ4,Q88DZ4_PSEPK,Recc,RecBCD enzyme subunit RecC,0.001095419
1786,Q88K07,Q88K07_PSEPK,Pp_2486,"NADH-dependent flavin oxidoreductase, Oye family",0.001076268
1787,Q88R35,Q88R35_PSEPK,Pp_0299,Uncharacterized protein,0.001071203
1788,Q88E72,Q88E72_PSEPK,Pp_4594,"Cystathionine gamma-synthase, putative",0.001067133
1789,Q88CU2,Q88CU2_PSEPK,Pria,Primosomal protein N',0.001065924
1790,Q88DQ1,Q88DQ1_PSEPK,Hrpb,ATP-dependent helicase HrpB,0.001064897
1791,Q88LG8,Q88LG8_PSEPK,Pp_1964,"Deoxynucleotide monophosphate kinase, putative",0.001062313
1792,Q88F81,Q88F81_PSEPK,Fpva,Outer membrane ferripyoverdine receptor,0.001042197
1793,Q88C83,Q88C83_PSEPK,Pp_5300,"Transcriptional regulator, LysR family",0.001032262
1794,Q88GR7,Q88GR7_PSEPK,Pp_3651,Sensor histidine kinase/response regulator,0.001023854
1795,Q88D07,Q88D07_PSEPK,Pp_5022,"Amino acid ABC transporter, ATP-binding protein",0.001021447
1796,Q88PJ0,Q88PJ0_PSEPK,Pp_0860,"Sulfite reductase, flavoprotein component, putative",0.001003243
1797,Q88K59,Q88K59_PSEPK,Pp_2432,Oxygen-insensitive NAD(P)H nitroreductase,0.000990277
1798,Q88NZ5,Q88NZ5_PSEPK,Pp_1058,Uncharacterized protein,0.000982153
1799,Q88PK0,RLMN_PSEPK,Rlmn,Dual-specificity RNA methyltransferase RlmN,0.000973134
1800,Q88E66,Q88E66_PSEPK,Pp_4601,"Transcriptional regulator, LysR family",0.00097232
1801,Q88EC4,Q88EC4_PSEPK,Pp_4542,"ABC transporter, ATP-binding protein/permease protein, putative",0.000970912
1802,Q88PB4,Y936_PSEPK,Maf-1,Maf-like protein PP_0936,0.000961742
1803,Q88GZ6,Q88GZ6_PSEPK,Pp_3569,"Quinate dehydrogenase (Pyrroloquinoline-quinone), putative",0.000960074
1804,Q88PG3,Q88PG3_PSEPK,Pp_0887,Histidine kinase,0.000957145
1805,Q88Q82,Q88Q82_PSEPK,Pp_0613,Amidase family protein,0.000955128
1806,Q88HZ0,Q88HZ0_PSEPK,Pp_3212,Rieske 2Fe-2S family protein,0.000925938
1807,Q88E80,Q88E80_PSEPK,Pp_4586,Uncharacterized protein,0.000925434
1808,Q88NG4,Q88NG4_PSEPK,Pp_1245,Uncharacterized protein,0.000924801
1809,Q88GM7,Q88GM7_PSEPK,Pp_3694,Uncharacterized protein,0.00092188
1810,Q88GE3,Q88GE3_PSEPK,Pp_3781,Oxygen-independent Coproporphyrinogen III oxidase family protein,0.000913199
1811,Q88N39,Q88N39_PSEPK,Pcaf,Beta-ketoadipyl CoA thiolase PcaF,0.000908796
1812,Q88CW4,NHAP2_PSEPK,Nhap2,K(+)/H(+) antiporter NhaP2,0.000897879
1813,P13645,K1C10_HUMAN,Krt10,"Keratin, type I cytoskeletal 10",0.00089285
1814,Q88FD9,Q88FD9_PSEPK,Kdpd,Histidine kinase,0.000890846
1815,Q88D86,Q88D86_PSEPK,Pp_4941,Uncharacterized protein,0.000879813
1816,Q88IV7,Q88IV7_PSEPK,Pp_2892,Uncharacterized protein,0.000875564
1817,Q88MR9,Q88MR9_PSEPK,Pp_1500,"Lipoprotein, putative",0.000865598
1818,Q88K45,Q88K45_PSEPK,Pp_2447,Uncharacterized protein,0.000862599
1819,Q88I75,Q88I75_PSEPK,Pp_3126,"Polysaccharide export protein, putative",0.000849314
1820,Q88HD2,Q88HD2_PSEPK,Pp_3428,TPR domain protein,0.000844763
1821,Q88CN4,RPPH_PSEPK,Rpph,RNA pyrophosphohydrolase,0.000842996
1822,Q88BZ5,Q88BZ5_PSEPK,Pp_5388,Uncharacterized protein,0.000842181
1823,Q88MC3,Q88MC3_PSEPK,Gacs,Histidine kinase,0.000840234
1824,Q88NL9,DCTA_PSEPK,Dcta,C4-dicarboxylate transport protein,0.000838595
1825,Q88II5,Q88II5_PSEPK,Pp_3014,Uncharacterized protein,0.000837701
1826,Q88M37,Q88M37_PSEPK,Pp_1738,Uncharacterized protein,0.000836789
1827,Q88HC5,Q88HC5_PSEPK,Pp_3435,Uncharacterized protein,0.00083285
1828,Q88GD7,Q88GD7_PSEPK,Pp_3787,Uncharacterized protein,0.000821421
1829,Q88EM5,Q88EM5_PSEPK,Pp_4429,"Transcriptional regulator, GntR family",0.000820276
1830,Q88EX1,Q88EX1_PSEPK,Pp_4331,Uncharacterized protein,0.000819331
1831,Q88DL1,Q88DL1_PSEPK,Pp_4814,ATP-dependent protease La domain protein,0.000815604
1832,Q88JH0,Q88JH0_PSEPK,Pp_2679,"Quinoprotein ethanol dehydrogenase, putative",0.000811784
1833,Q88IB2,Q88IB2_PSEPK,Pp_3087,"Excinuclease ABC, A subunit, putative",0.000809987
1834,Q88IU1,Q88IU1_PSEPK,Pp_2908,"Transcriptional regulator, putative",0.000808977
1835,Q88RN8,Q88RN8_PSEPK,Pp_0091,"Lipoprotein, putative",0.000806674
1836,Q88E91,Q88E91_PSEPK,Pp_4575,Urea amidolyase-related protein,0.000805423
1837,Q88MU9,Q88MU9_PSEPK,Dsbc,Thiol:disulfide interchange protein DsbC,0.00079445
1838,Q88MA2,Q88MA2_PSEPK,Cobo,Cob(I)alamin adenosyltransferase,0.000792953
1839,Q88PY7,Q88PY7_PSEPK,Pp_0711,"Hydrolase, isochorismatase family",0.000786676
1840,Q88KE7,Q88KE7_PSEPK,Pp_2343,Uncharacterized protein,0.000770495
1841,Q88F46,Q88F46_PSEPK,Ccop-1,Cbb3-type cytochrome c oxidase subunit,0.000752982
1842,Q88FZ5,Q88FZ5_PSEPK,Pp_3931,"Transporter, sodium/sulfate symporter family",0.000746158
1843,Q88QU8,Q88QU8_PSEPK,Pp_0386,Sensory box protein,0.000731622
1844,Q88KT8,Q88KT8_PSEPK,Pp_2201,"Hydrolase, alpha/beta fold family",0.000728622
1845,Q88RD1,Q88RD1_PSEPK,Pp_0201,Uncharacterized protein,0.00071279
1846,Q88JH7,Q88JH7_PSEPK,Pp_2672,"DNA-binding response regulator, LuxR family",0.000711615
1847,Q88N21,Q88N21_PSEPK,Pp_1395,"Transcriptional regulator, AraC family",0.00070716
1848,Q88R91,Q88R91_PSEPK,Pp_0242,"Transcriptional regulator, TetR family",0.000700568
1849,Q88MC8,Q88MC8_PSEPK,Arsc-1,Arsenate reductase,0.000696283
1850,Q88Q02,Q88Q02_PSEPK,Pp_0696,Uncharacterized protein,0.000690533
1851,Q88QD3,Q88QD3_PSEPK,Dsbd-1,Thiol:disulfide interchange protein DsbD,0.000685807
1852,Q88K21,Q88K21_PSEPK,Pp_2472,Uncharacterized protein,0.000677381
1853,Q88LQ1,Q88LQ1_PSEPK,Pp_1878,Uncharacterized protein,0.000671771
1854,Q88KC2,Q88KC2_PSEPK,Pp_2368,"Oxidoreductase, aldo/keto reductase family",0.000656785
1855,Q88RQ3,Q88RQ3_PSEPK,Pp_0076,"Glycine betaine-binding protein, putative",0.000647489
1856,Q88DX3,Q88DX3_PSEPK,Pp_4695,Histidine kinase,0.000644587
1857,Q88P19,Q88P19_PSEPK,Cuma,Multicopper oxidase,0.000641852
1858,Q88GG4,CHER3_PSEPK,Cher3,Putative methyltransferase Cher3,0.000641038
1859,Q88MT1,Q88MT1_PSEPK,Pp_1487,Uncharacterized protein,0.000638807
1860,Q88KA9,Q88KA9_PSEPK,Pp_2381,Conserved domain protein,0.000630156
1861,Q88GD4,Q88GD4_PSEPK,Dapf-1,Diaminopimelate epimerase,0.000619878
1862,Q88DF4,Q88DF4_PSEPK,Pp_4871,Uncharacterized protein,0.000616711
1863,Q88ER5,Q88ER5_PSEPK,Flge,Flagellar hook protein FlgE,0.000614955
1864,Q88RI4,Q88RI4_PSEPK,Pp_0145,Na+/Pi cotransporter family protein,0.00061227
1865,Q88K32,Q88K32_PSEPK,Pp_2460,Inosine-uridine preferring nucleoside hydrolase,0.000598693
1866,Q88DI9,Q88DI9_PSEPK,Pp_4836,Uncharacterized protein,0.000595642
1867,P35527,K1C9_HUMAN,Krt9,"Keratin, type I cytoskeletal 9",0.000592087
1868,P0A101,PCAJ_PSEPK,Pcaj,3-oxoadipate CoA-transferase subunit B,0.0005697
1869,Q88CH6,Q88CH6_PSEPK,Pp_5205,Uncharacterized protein,0.000568017
1870,Q88HW4,Q88HW4_PSEPK,Pp_3239,"Tn4652, cointegrate resolution protein T, putative",0.000563864
1871,Q88C57,PSTB2_PSEPK,Pstb2,Phosphate import ATP-binding protein PstB 2,0.00055861
1872,Q88CB7,Q88CB7_PSEPK,Rep,ATP-dependent DNA helicase Rep,0.000554076
1873,Q88QT0,Q88QT0_PSEPK,Pp_0408,Uncharacterized protein,0.000530543
1874,Q88EB6,Q88EB6_PSEPK,Fadd2,Long-chain-fatty-acid--CoA ligase,0.000528719
1875,Q88LT4,Q88LT4_PSEPK,Pp_1843,"Magnesium/cobalt transporter, MIT family",0.000521576
1876,Q88EQ3,Q88EQ3_PSEPK,Bkdr,Transcriptional regulator BkdR,0.000518403
1877,Q88EW7,Q88EW7_PSEPK,Motb,Flagellar motor protein MotB,0.00050758
1878,Q88QX1,BIOF_PSEPK,Biof,8-amino-7-oxononanoate synthase,0.000505277
1879,Q88MS5,CHEB3_PSEPK,Cheb3,Chemotaxis response regulator protein-glutamate methylesterase of group 3 operon,0.000503583
1880,Q88IB8,Q88IB8_PSEPK,Pp_3081,Uncharacterized protein,0.000500253
1881,Q88QH4,Q88QH4_PSEPK,Thil,Thiamine-monophosphate kinase,0.000498934
1882,Q88H02,Q88H02_PSEPK,Pp_3563,Uncharacterized protein,0.000498738
1883,Q88NB3,Q88NB3_PSEPK,Aapm,"General amino acid ABC transporter, permease protein",0.000497607
1884,Q88IA9,Q88IA9_PSEPK,Pp_3090,OmpA domain protein,0.000493656
1885,Q88GD9,Q88GD9_PSEPK,Pp_3785,Uncharacterized protein,0.000488318
1886,Q88DP4,Q88DP4_PSEPK,Pp_4780,"Acyl-CoA dehydrogenase, putative",0.000478512
1887,Q88NS6,Q88NS6_PSEPK,Pp_1128,OmpA family protein,0.000476149
1888,Q88CH4,Q88CH4_PSEPK,Pp_5207,"ABC transporter, ATP-binding protein/permease protein, putative",0.000469519
1889,Q88L33,Q88L33_PSEPK,Pp_2102,"Deoxyguanosinetriphosphate triphosphohydrolase, putative",0.000467539
1890,Q88HW9,Q88HW9_PSEPK,Pp_3234,"Heat shock protein, HSP20 family",0.000461059
1891,Q88C43,Q88C43_PSEPK,Pp_5340,Acetylpolyamine aminohydrolase,0.000453449
1892,Q88LY3,Q88LY3_PSEPK,Pp_1793,"Glycosyl transferase, group 2 family protein",0.000452658
1893,Q88CS9,Q88CS9_PSEPK,Pp_5101,"Oxygen-independent coproporphyrinogen III oxidase, putative",0.000452287
1894,Q88JS3,Q88JS3_PSEPK,Pp_2575,Uncharacterized protein,0.000442783
1895,Q88Q26,Q88Q26_PSEPK,Pp_0672,Sensory box protein,0.000440603
1896,Q88L18,Q88L18_PSEPK,Pp_2119,"ABC efflux transporter, permease/ATP-binding protein, putative",0.000436442
1897,Q88GT0,Q88GT0_PSEPK,Pp_3638,"Acyl-CoA dehydrogenase, putative",0.000436016
1898,Q88DG5,Q88DG5_PSEPK,Pp_4860,"Mannose-6-phosphate isomerase, putative",0.000434903
1899,Q88HV4,Q88HV4_PSEPK,Pp_3249,"Oxidoreductase, putative",0.000431324
1900,Q88HR2,Q88HR2_PSEPK,Pp_3291,Metallo-beta-lactamase family protein,0.000424175
1901,Q88J29,Q88J29_PSEPK,Nfxb,Transcriptional regulator NfxB,0.000423873
1902,Q88I71,Q88I71_PSEPK,Pp_3130,Uncharacterized protein,0.000416368
1903,Q88PI9,Q88PI9_PSEPK,Pp_0861,Outer membrane ferric siderophore receptor,0.000409252
1904,Q88GE7,Q88GE7_PSEPK,Pp_3777,Uncharacterized protein,0.000405057
1905,Q88D81,Q88D81_PSEPK,Putp,Sodium/proline symporter,0.000396284
1906,Q88FE0,Q88FE0_PSEPK,Kdpe,Transcriptional regulatory protein KdpE,0.000385729
1907,Q88KN6,Q88KN6_PSEPK,Pp_2254,"Transcriptional regulator, GntR family",0.000385263
1908,Q88H07,Q88H07_PSEPK,Pp_3558,"Amino acid transporter, periplasmic amino acid-binding protein, putative",0.000384828
1909,Q88L44,Q88L44_PSEPK,Pp_2091,"Serine/threonine-protein kinase, putative",0.000373831
1910,Q88DJ7,Q88DJ7_PSEPK,Cobh,Precorrin-8X methylmutase,0.000370939
1911,Q88JU3,Q88JU3_PSEPK,Pp_2554,"4-hydroxyphenylpyruvate dioxygenase, putative",0.000369772
1912,Q88N35,Q88N35_PSEPK,Pcac,4-carboxymuconolactone decarboxylase,0.000368146
1913,Q88Q34,Q88Q34_PSEPK,Pp_0664,Homoserine dehydrogenase,0.00035965
1914,Q88IB1,Q88IB1_PSEPK,Pp_3088,Uncharacterized protein,0.000354138
1915,Q88GV5,Q88GV5_PSEPK,Pp_3612,"TonB-dependent receptor, putative",0.000347892
1916,Q88QS9,Q88QS9_PSEPK,Pp_0409,Histidine kinase,0.000334625
1917,Q88PR9,Q88PR9_PSEPK,Pp_0779,Methyl-accepting chemotaxis transducer/sensory box protein,0.00032129
1918,Q88JJ7,Q88JJ7_PSEPK,Pp_2652,"Hydratase/decarboxylase, putative",0.000318603
1919,Q88CI5,Q88CI5_PSEPK,Pp_5196,"Iron ABC transporter, periplasmic iron-binding protein, putative",0.000312516
1920,Q88Q75,Q88Q75_PSEPK,Pp_0620,"Transcriptional regulator, GntR family",0.000308776
1921,Q88FE9,Q88FE9_PSEPK,Pp_4148,"Peptide ABC transporter, permease protein",0.000307283
1922,Q88PA6,Q88PA6_PSEPK,Fumc-1,Fumarate hydratase class II,0.000306206
1923,Q88LY8,Q88LY8_PSEPK,Pp_1788,Uncharacterized protein,0.000303379
1924,Q88MR5,Q88MR5_PSEPK,Pp_1504,Uncharacterized protein,0.000301649
1925,Q88CW0,Q88CW0_PSEPK,Pp_5070,ParA family protein,0.00029621
1926,Q88GD8,Q88GD8_PSEPK,Pp_3786,Aminotransferase,0.00029569
1927,Q88LC8,Q88LC8_PSEPK,Pp_2007,P-47-related protein,0.000289001
1928,Q88CK5,Q88CK5_PSEPK,Pp_5175,HlyD family secretion protein,0.000286963
1929,Q88D56,Q88D56_PSEPK,Pp_4971,Membrane-bound lytic murein transglycosylase A,0.000280631
1930,Q88HX1,Q88HX1_PSEPK,Pp_3232,"Acetyltransferase, GNAT family",0.000278606
1931,Q88M14,Q88M14_PSEPK,Pp_1761,Sensory box protein/GGDEF family protein,0.000276698
1932,Q88ET4,Q88ET4_PSEPK,Flif,Flagellar M-ring protein,0.000275621
1933,Q88IC7,ECOT_PSEPK,Eco,Ecotin,0.000273543
1934,Q88Q79,Q88Q79_PSEPK,Pp_0616,"Branched-chain amino acid ABC transporter, ATP binding protein",0.000272213
1935,Q88GA2,Q88GA2_PSEPK,Pp_3823,Cytochrome c-type protein,0.000271686
1936,Q88CK6,Q88CK6_PSEPK,Pp_5174,"Efflux membrane fusion protein, RND family",0.000270229
1937,Q88R69,Q88R69_PSEPK,Pp_0265,"dTDP-4-dehydrorhamnose 3,5-epimerase family protein",0.000268064
1938,Q88LD0,Q88LD0_PSEPK,Pp_2005,Uncharacterized protein,0.000263422
1939,Q88E06,Q88E06_PSEPK,Pp_4662,Uncharacterized protein,0.000260453
1940,Q88QX9,Q88QX9_PSEPK,Pp_0355,Response regulator,0.000259853
1941,Q88GU5,Q88GU5_PSEPK,Pp_3622,"Isoquinoline 1-oxidoreductase, beta subunit, putative",0.000257387
1942,Q88QI0,NRDR_PSEPK,Nrdr,Transcriptional repressor NrdR,0.000254724
1943,Q88FW0,Q88FW0_PSEPK,Pp_3968,Histidine kinase,0.00024966
1944,Q88JL0,Q88JL0_PSEPK,Dapa,4-hydroxy-tetrahydrodipicolinate synthase,0.000249033
1945,Q88FC1,Q88FC1_PSEPK,Pp_4177,Uncharacterized protein,0.000247184
1946,Q88RF0,Q88RF0_PSEPK,Pp_0180,Cytochrome c family protein,0.000243718
1947,Q88N61,Q88N61_PSEPK,Ampg,Muropeptide permease AmpG,0.000236694
1948,Q88GP7,Q88GP7_PSEPK,Pp_3671,"Oxidoreductase, aldo/keto reductase family",0.000234887
1949,Q88HB4,Q88HB4_PSEPK,Ilva-1,L-threonine dehydratase,0.000229138
1950,Q88DD0,Q88DD0_PSEPK,Pp_4897,N-acetylmuramoyl-L-alanine amidase,0.000226794
1951,Q88HR4,Q88HR4_PSEPK,Pp_3289,"Acetyltransferase, GNAT family",0.000223925
1952,Q88HR3,Q88HR3_PSEPK,Pp_3290,Universal stress protein family,0.000222794
1953,Q88HW6,Q88HW6_PSEPK,Pp_3237,Universal stress protein family,0.000219325
1954,Q88MB5,Q88MB5_PSEPK,Pp_1659,Uncharacterized protein,0.000219216
1955,Q88HA5,Q88HA5_PSEPK,Pp_3455,Multidrug efflux RND membrane fusion protein,0.000219216
1956,Q88H64,Q88H64_PSEPK,Pp_3497,"Peptidase, U32 family",0.000218835
1957,Q88IX4,Q88IX4_PSEPK,Pp_2875,Uncharacterized protein,0.000218835
1958,Q88KU1,Q88KU1_PSEPK,Pp_2198,Uncharacterized protein,0.000218835
1959,Q88M69,Q88M69_PSEPK,Nirb,Nitrite reductase,0.000218835
1960,Q88JH3,Q88JH3_PSEPK,Pp_2676,"Periplasmic binding protein, putative",0.000218835
1961,Q88RH2,Q88RH2_PSEPK,Gcdh,Glutaryl-CoA dehydrogenase,0.000218835
1962,Q88F80,Q88F80_PSEPK,Pp_4218,Lipase/esterase family protein,0.000218835
1963,Q88I50,Q88I50_PSEPK,Pp_3151,Aldehyde dehydrogenase family protein,0.000218835
1964,Q88E51,Q88E51_PSEPK,Pp_4617,Leucine dehydrogenase,0.000215545
1965,Q88GT6,Q88GT6_PSEPK,Pp_3631,Uncharacterized protein,0.00021248
1966,Q88FZ9,Q88FZ9_PSEPK,Pp_3927,Uncharacterized protein,0.000211578
1967,Q88N06,Q88N06_PSEPK,Pp_1412,Enoyl-CoA hydratase/isomerase family protein,0.000209804
1968,Q88HA4,Q88HA4_PSEPK,Pp_3456,Multidrug efflux RND transporter,0.000207059
1969,Q88CC9,Q88CC9_PSEPK,Pp_5252,Uncharacterized protein,0.000205314
1970,Q88IY8,Q88IY8_PSEPK,Pp_2861,Methyl-accepting chemotaxis transducer,0.000204111
1971,Q88L84,Q88L84_PSEPK,Atob,Acetyl-CoA acetyltransferase,0.000203764
1972,Q88HZ1,Q88HZ1_PSEPK,Pp_3211,"ABC transporter, ATP-binding protein",0.000203764
1973,Q88N38,Q88N38_PSEPK,Pcat,Dicarboxylate MFS transporter,0.000203764
1974,Q88GM9,Q88GM9_PSEPK,Pp_3692,Uncharacterized protein,0.000203764
1975,Q88R26,Q88R26_PSEPK,Pp_0308,"Dipeptidase, putative",0.000203764
1976,Q88G00,Q88G00_PSEPK,Pp_3926,"Oxidoreductase, short-chain dehydrogenase/reductase family",0.000203764
