Protein.Group,Protein.Names,Protein,Protein.Description,%_of protein_abundance_Top3-method,Rank
PP_2036,Q88L99_PSEPK,Pp_2036,"Dihydrodipicolinate synthase, putative",0.002565071111111111,1604.0
PP_1126,Q88NS8_PSEPK,Pp_1126,"Hydrolase, putative",0.002559225388888889,1605.0
rsmJ,RSMJ_PSEPK,Rsmj,Ribosomal RNA small subunit methyltransferase J,0.0025217503333333333,1606.0
bioH,Q88QX0_PSEPK,Bioh,Biotin biosynthesis protein BioH,0.0025113858571428572,1607.0
PP_0509,Q88QI3_PSEPK,Pp_0509,Uncharacterized protein,0.0025006243333333335,1608.0
acsA2,ACSA2_PSEPK,Acsa2,Acetyl-coenzyme A synthetase 2,0.002497358888888889,1609.0
katA,Q88QK9_PSEPK,Kata,Catalase,0.002478810388888889,1610.0
PP_2739,Q88JB0_PSEPK,Pp_2739,"Sensory box protein, putative",0.0024761626111111114,1611.0
paaX,Q88HR7_PSEPK,Phan,Phenylacetic acid degradation transcriptional repressor,0.0024748924285714286,1612.0
gqr,Q88FT4_PSEPK,Pp_3998,Glutathione S-transferase domain protein,0.002468231,1613.0
PP_0614,Q88Q81_PSEPK,Pp_0614,"N-carbamoyl-beta-alanine amidohydrolase, putative",0.0024553037222222224,1614.0
yfhM,Q88QC4_PSEPK,Pp_0570,"Extracellular protein, putative",0.0024368935,1615.0
PP_4593,Q88E73_PSEPK,Pp_4593,Uncharacterized protein,0.0024364255,1616.0
PP_5202,Q88CH9_PSEPK,Pp_5202,Cell division protein ZapA,0.0024314622777777775,1617.0
PP_1795,Q88LY1_PSEPK,Pp_1795,Uncharacterized protein,0.0024258552222222226,1618.0
envZ,Q88R86_PSEPK,Envz,Histidine kinase,0.002423021055555556,1619.0
copA-II,Q88C03_PSEPK,Copa,Copper resistance protein A,0.002411615666666667,1620.0
PP_3950,Q88FX6_PSEPK,Pp_3950,Methyl-accepting chemotaxis transducer,0.0024050335555555555,1621.0
waaC,Q88QZ2_PSEPK,Waac,Heptosyltransferase I,0.00239646325,1622.0
PP_1867,Q88LR2_PSEPK,Pp_1867,Uncharacterized protein,0.002367995642857143,1623.0
rlmD,RLMD_PSEPK,Rlmd,23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD,0.0023675649444444445,1624.0
hemN,Q88F35_PSEPK,Hemn,Coproporphyrinogen-III oxidase,0.0023580797777777774,1625.0
PP_0335,Q88QZ9_PSEPK,Pp_0335,Glutathione S-transferase family protein,0.0023576318333333336,1626.0
glxR,Q88F01_PSEPK,Glxr,2-hydroxy-3-oxopropionate reductase,0.002345306,1627.0
PP_3699,Q88GM2_PSEPK,Pp_3699,Uncharacterized protein,0.0023307377777777778,1628.0
scpC,Q88RH5_PSEPK,Pp_0154,Acetyl-CoA hydrolase/transferase family protein,0.0023139567777777778,1629.0
PP_3484,Q88H77_PSEPK,Pp_3484,Response regulator,0.0023014336111111112,1630.0
PP_1983,Q88LF0_PSEPK,Pp_1983,Sensory box protein,0.002301375777777778,1631.0
ampD,Q88PQ9_PSEPK,Ampd,N-acetyl-anhydromuramyl-L-alanine amidase AmpD,0.002263392388888889,1632.0
wbpY,Q88LX6_PSEPK,Wbpy,Glycosyl transferase WbpY,0.002251933611111111,1633.0
PP_3134,Q88I67_PSEPK,Pp_3134,Conserved domain protein,0.002243631166666667,1634.0
cioA,Q88E17_PSEPK,Cioa,"Ubiquinol oxidase subunit I, cyanide insensitive",0.0022412065,1635.0
rarA,Q88FT0_PSEPK,Pp_4002,"ATPase, AAA family",0.002240139111111111,1636.0
sctS,Q88RA7_PSEPK,Pp_0226,"Cysteine ABC transporter, permease protein, putative",0.0022354075714285716,1637.0
rbsK,Q88K34_PSEPK,Rbsk,Ribokinase,0.0022095997777777775,1638.0
PP_1892,Q88LN7_PSEPK,Pp_1892,Uncharacterized protein,0.002204689222222222,1639.0
holA,Q88DM9_PSEPK,Hola,"DNA polymerase III, delta subunit",0.002200769722222222,1640.0
PP_3091,Q88IA8_PSEPK,Pp_3091,Uncharacterized protein,0.0021750422777777776,1641.0
PP_1062,Q88NZ1_PSEPK,Pp_1062,MutT/nudix family protein,0.0021667460555555556,1642.0
ampC,Q88IX3_PSEPK,Ampc,Beta-lactamase,0.0021641393333333334,1643.0
PP_0695,Q88Q03_PSEPK,Pp_0695,Uncharacterized protein,0.002163193333333333,1644.0
PP_4363,Q88EU0_PSEPK,Pp_4363,Sensor histidine kinase/response regulator,0.002160515857142857,1645.0
zwf,Q88C32_PSEPK,Zwf-3,Glucose-6-phosphate 1-dehydrogenase,0.0021564440555555554,1646.0
kefA,Q88CW3_PSEPK,Pp_5067,"Potassium efflux system protein KefA, putative",0.002154089388888889,1647.0
pntB,Q88RH4_PSEPK,Pntb,NAD(P) transhydrogenase subunit beta,0.0021434607500000003,1648.0
PP_4589,Q88E77_PSEPK,Pp_4589,D-isomer specific 2-hydroxyacid dehydrogenase family protein,0.00214062,1649.0
ybaK,Q88NX6_PSEPK,Pp_1077,Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase,0.0021371481666666668,1650.0
urtD,Q88DI1_PSEPK,Pp_4844,"Branched-chain amino acid ABC transporter, ATP-binding protein, putative",0.002118289222222222,1651.0
PP_4289,Q88F11_PSEPK,Pp_4289,Uncharacterized protein,0.0021153649285714287,1652.0
yajO,Q88HI7_PSEPK,Pp_3370,"Oxidoreductase, aldo/keto reductase family",0.0021081791666666665,1653.0
syrB,Q88GE1_PSEPK,Pp_3783,Uncharacterized protein,0.0021052578181818184,1654.0
tpm,TPMT_PSEPK,Tpm,Thiopurine S-methyltransferase,0.00208864175,1655.0
fau,Q88CH8_PSEPK,Pp_5203,5-formyltetrahydrofolate cyclo-ligase,0.0020772746363636363,1656.0
PP_4163,Q88FD5_PSEPK,Pp_4163,Uncharacterized protein,0.0020726128888888893,1657.0
PP_2232,Q88KQ8_PSEPK,Pp_2232,"Transcriptional regulator, Cro/CI family",0.0020655080555555556,1658.0
PP_4460,Q88EK2_PSEPK,Pp_4460,"Transcriptional regulator, LysR family",0.002058462388888889,1659.0
PP_2258,Q88KN2_PSEPK,Pp_2258,Sensory box protein,0.0020536273888888887,1660.0
PP_2677,Q88JH2_PSEPK,Pp_2677,Uncharacterized protein,0.0020310609444444444,1661.0
PP_4643,Q88E25_PSEPK,Pp_4643,Xanthine/uracil permease family protein,0.0020236825000000003,1662.0
PP_1842,Q88LT5_PSEPK,Pp_1842,"Glutamine amidotransferase, class I",0.002004202444444445,1663.0
PP_4151,Q88FE6_PSEPK,Pp_4151,Excisionase domain protein,0.002001829666666667,1664.0
PP_4197,Q88FA1_PSEPK,Pp_4197,"Transcriptional regulator, GntR family",0.002001755611111111,1665.0
PP_1526,Q88MP4_PSEPK,Pp_1526,"Beta-(1-3)-glucosyl transferase, putative",0.001997990333333333,1666.0
rsmE,Q88D43_PSEPK,Pp_4985,Ribosomal RNA small subunit methyltransferase E,0.0019698326111111113,1667.0
PP_0413,Q88QS5_PSEPK,Pp_0413,"Polyamine ABC transporter, permease protein",0.0019576985,1668.0
greB,GREB_PSEPK,Greb,Transcription elongation factor GreB,0.0019547548888888887,1669.0
PP_1759,Q88M16_PSEPK,Pp_1759,Uncharacterized protein,0.0019471910714285716,1670.0
PP_0262,Q88R72_PSEPK,Pp_0262,Uncharacterized protein,0.0019468355555555554,1671.0
selB,Q88QJ7_PSEPK,Selb,Selenocysteine-specific translation elongation factor,0.0019233825000000001,1672.0
PP_3669,Q88GP9_PSEPK,Pp_3669,"Transcriptional regulator, LysR family",0.0019223585714285717,1673.0
uhpA,Q88QS8_PSEPK,Uhpa,DNA-binding response regulator UhpA,0.0019035667222222223,1674.0
hyi,Q88F02_PSEPK,Hyi,Hydroxypyruvate isomerase,0.0018960613636363635,1675.0
PP_4748,Q88DS5_PSEPK,Pp_4748,"Amino acid ABC transporter, periplasmic amino acid-binding protein",0.0018820675,1676.0
PP_2884,Q88IW5_PSEPK,Pp_2884,"Transcriptional regulator, putative",0.0018675872142857144,1677.0
nasA,Q88L43_PSEPK,Nasa,Nitrate transporter,0.00186731125,1678.0
PP_1622,Q88ME9_PSEPK,Nlpd,Lipoprotein NlpD,0.001852886277777778,1679.0
PP_4994,Q88D34_PSEPK,Pp_4994,Uncharacterized protein,0.001847702111111111,1680.0
PP_3361,Q88HJ5_PSEPK,Pp_3361,"Aminotransferase, class III",0.0018454271666666668,1681.0
nnrD,Q88DC8_PSEPK,Nnrd,ADP-dependent (S)-NAD(P)H-hydrate dehydratase,0.0018428160000000002,1682.0
PP_1819,Q88LV8_PSEPK,Pp_1819,Methyl-accepting chemotaxis transducer,0.0018399222777777777,1683.0
PP_4689,Q88DX9_PSEPK,Pp_4689,"Heme/hemin ABC transporter, periplasmic heme/hemin-binding protein",0.0018367074545454546,1684.0
waaG,Q88QZ1_PSEPK,Waag,Lipopolysaccharide core biosynthesis protein WaaG,0.001828060611111111,1685.0
cmoA,CMOA_PSEPK,Cmoa,tRNA (cmo5U34)-methyltransferase,0.0018262974545454546,1686.0
PP_0707,Q88PZ1_PSEPK,Pp_0707,"Membrane protein, putative",0.0018222297222222222,1687.0
PP_4824,Q88DK1_PSEPK,Pp_4824,Sensor histidine kinase/response regulator,0.001822017611111111,1688.0
PP_0203,Q88RC9_PSEPK,Pp_0203,"Tabtoxinine-beta-lactam limiting dipeptidase, putative",0.0018187022777777775,1689.0
PP_1899,Q88LN0_PSEPK,Pp_1899,ExbD/TolR family protein,0.0018168462777777778,1690.0
PP_5400,Q88BY7_PSEPK,Pp_5400,Uncharacterized protein,0.001812868388888889,1691.0
PP_1104,Q88NV0_PSEPK,Pp_1104,AotO-related protein,0.001795400222222222,1692.0
hutH,HUTH_PSEPK,Huth,Histidine ammonia-lyase,0.0017647600909090908,1693.0
PP_2912,Q88IT7_PSEPK,Pp_2912,RIO1/ZK632.3/MJ0444 family protein,0.001744341857142857,1694.0
PP_0577,Q88QB7_PSEPK,Pp_0577,Uncharacterized protein,0.0017371645555555554,1695.0
PP_0619,Q88Q76_PSEPK,Pp_0619,"Branched-chain amino acid ABC transporter, periplasmic amino acid-binding protein",0.0017370522222222222,1696.0
PP_5144,Q88CN6_PSEPK,Pp_5144,Uncharacterized protein,0.0017303484444444444,1697.0
ppgL,Q88LB4_PSEPK,Pp_2021,Uncharacterized protein,0.0017175560555555557,1698.0
actP-I,Q88M32_PSEPK,Pp_1743,Sodium:solute symporter family protein,0.0017135422142857144,1699.0
aroP-I,Q88PC3_PSEPK,Arop,Aromatic amino acid transporter,0.0017086037142857145,1700.0
PP_5319,Q88C64_PSEPK,Pp_5319,Uncharacterized protein,0.001704101722222222,1701.0
PP_0416,GPH_PSEPK,Pp_0416,Phosphoglycolate phosphatase,0.0017015237272727272,1702.0
glpD,Q88NY0_PSEPK,Glpd,Glycerol-3-phosphate dehydrogenase,0.0016920561666666665,1703.0
PP_4508,Q88EF7_PSEPK,Pp_4508,"Transcriptional regulator, AraC family",0.0016825284444444445,1704.0
PP_2893,Q88IV6_PSEPK,Pp_2893,Uncharacterized protein,0.0016702218888888889,1705.0
PP_3784,Q88GE0_PSEPK,Pp_3784,Conserved domain protein,0.0016641611111111114,1706.0
yhjG,Q88DG8_PSEPK,Pp_4857,Uncharacterized protein,0.0016626269444444443,1707.0
PP_4669,Q88DZ9_PSEPK,Pp_4669,OmpA family protein,0.001662011277777778,1708.0
PP_1528,Q88MP2_PSEPK,Pp_1528,Uncharacterized protein,0.001656049611111111,1709.0
PP_2333,Q88KF7_PSEPK,Pp_2333,"Transcriptional regulator, GntR family",0.0016495349444444446,1710.0
ggt,Q88E09_PSEPK,Ggt-2,Gamma-glutamyltransferase,0.0016245032777777778,1711.0
PP_2533,Q88JW4_PSEPK,Pp_2533,D-isomer specific 2-hydroxyacid dehydrogenase family protein,0.0016173721666666665,1712.0
wbpM,Q88LX2_PSEPK,Wbpm,Polysaccharide biosynthesis protein,0.0016104344285714286,1713.0
PP_3108,Q88I91_PSEPK,Pp_3108,Rhs-related protein,0.0016070301666666665,1714.0
PP_1941,Q88LJ1_PSEPK,Pp_1941,Uncharacterized protein,0.0016046405714285716,1715.0
htpX,HTPX_PSEPK,Htpx,Protease HtpX,0.00158729175,1716.0
PP_0582,Q88QB2_PSEPK,Pp_0582,Thiolase family protein,0.0015687956666666667,1717.0
PP_3896,Q88G30_PSEPK,Pp_3896,"Transcriptional regulator, Cro/CI family",0.0015637517142857143,1718.0
PP_4232,Q88F66_PSEPK,Pp_4232,Cytochrome c family protein,0.0015631265555555555,1719.0
PP_3138,Q88I63_PSEPK,Pp_3138,VirK domain protein,0.0015613365000000001,1720.0
ttg2E,Q88P90_PSEPK,Ttg2e,Toluene-tolerance protein,0.0015594448571428572,1721.0
PP_5157,Q88CM3_PSEPK,Pp_5157,Conserved domain protein,0.001557741,1722.0
queC,QUEC_PSEPK,Quec,7-cyano-7-deazaguanine synthase,0.00155397,1723.0
PP_0536,Q88QF8_PSEPK,Pp_0536,Uncharacterized protein,0.0015366996111111112,1724.0
PP_3131,Q88I70_PSEPK,Pp_3131,Uncharacterized protein,0.0015350505,1725.0
PP_3170,Q88I31_PSEPK,Pp_3170,"Transcriptional regulator, LysR family",0.0015233278888888888,1726.0
PP_0280,Q88R54_PSEPK,Pp_0280,"Amino acid ABC transporter, permease protein",0.001521349,1727.0
davB,Q88QV1_PSEPK,Pp_0383,"Tryptophan 2-monooxygenase, putative",0.00151822025,1728.0
nudL,Q88MW5_PSEPK,Pp_1453,MutT/nudix family protein,0.0014996968333333333,1729.0
ccoN-I,Q88F49_PSEPK,Ccon-1,"Cytochrome c oxidase, cbb3-type, subunit I",0.001498307,1730.0
mutL,MUTL_PSEPK,Mutl,DNA mismatch repair protein MutL,0.0014758585555555556,1731.0
galE,Q88I72_PSEPK,Gale,UDP-glucose-4-epimerase,0.0014705009444444443,1732.0
PP_3141,Q88I60_PSEPK,Pp_3141,"Glycosyl transferase, WecB/TagA/CpsF family",0.001466896,1733.0
PP_1363,Q88N53_PSEPK,Pp_1363,Uncharacterized protein,0.0014468630909090909,1734.0
ispE,ISPE_PSEPK,Ispe,4-diphosphocytidyl-2-C-methyl-D-erythritol kinase,0.0014317421666666667,1735.0
coq7,COQ7_PSEPK,Coq7,"2-nonaprenyl-3-methyl-6-methoxy-1,4-benzoquinol hydroxylase",0.0014296751818181819,1736.0
PP_0064,Q88RR5_PSEPK,Pp_0064,TPR domain protein,0.001418634888888889,1737.0
alr,Q88GJ9_PSEPK,Pp_3722,Alanine racemase,0.0014052578571428572,1738.0
PP_0891,Q88PF9_PSEPK,Pp_0891,Uncharacterized protein,0.0013991682777777779,1739.0
PP_2013,Q88LC2_PSEPK,Pp_2013,Uncharacterized protein,0.0013774795,1740.0
ftsI,Q88N82_PSEPK,Ftsi,Penicillin-binding protein 3,0.0013702042777777776,1741.0
radA,Q88E24_PSEPK,Rada,DNA repair protein radA,0.0013584463888888889,1742.0
lpxH,LPXH_PSEPK,Lpxh,"UDP-2,3-diacylglucosamine hydrolase",0.0013310854285714286,1743.0
phoB,Q88C63_PSEPK,Phob,DNA-binding response regulator PhoB,0.0013268853636363637,1744.0
recG,Q88C73_PSEPK,Recg,ATP-dependent DNA helicase RecG,0.0013219353333333334,1745.0
atnUDX,Q88GR8_PSEPK,Pp_3650,MutT/nudix family protein,0.0013084192222222223,1746.0
PP_1350,Q88N65_PSEPK,Pp_1350,Histidine kinase,0.001299435,1747.0
PP_3720,Q88GK1_PSEPK,Pp_3720,"NAD(P)H quinone oxidoreductase, putative",0.0012994012727272728,1748.0
PP_4115,Q88FI1_PSEPK,Pp_4115,Uncharacterized protein,0.0012946006666666667,1749.0
PP_3209,Q88HZ3_PSEPK,Pp_3209,"Chlorohydrolase, putative",0.0012829884285714287,1750.0
PP_5249,Q88CD2_PSEPK,Pp_5249,"Transcriptional regulator, LysR family",0.0012601515,1751.0
PP_0134,Q88RJ5_PSEPK,Pp_0134,Uncharacterized protein,0.0012598222777777778,1752.0
PP_0802,Q88PP6_PSEPK,Chev-1,Chemotaxis protein CheV,0.0012567477142857145,1753.0
PP_0423,Q88QR5_PSEPK,Pp_0423,Uncharacterized protein,0.0012524844545454546,1754.0
uvrC,UVRC_PSEPK,Uvrc,UvrABC system protein C,0.0012490183333333333,1755.0
PP_1970,Q88LG3_PSEPK,Pp_1970,"Lipoprotein, putative",0.0012485767777777779,1756.0
ubiJ,Q88D16_PSEPK,Pp_5012,Uncharacterized protein,0.0012416890555555554,1757.0
mltF,MLTF_PSEPK,Mltf,Membrane-bound lytic murein transglycosylase F,0.0012330660555555555,1758.0
potF-IV,Q88C42_PSEPK,Pp_5341,"ABC transporter, periplasmic polyamine-binding protein, putative",0.0012304935,1759.0
dnaG,DNAG_PSEPK,Dnag,DNA primase,0.0012275600000000002,1760.0
exbD,Q88C76_PSEPK,Exbd,"Ferric siderophore transport system, inner membrane protein ExbD",0.00122615375,1761.0
ybgJ,Q88E90_PSEPK,Pp_4576,Uncharacterized protein,0.00122427525,1762.0
pssA,Q88GQ4_PSEPK,Pssa-1,CDP-diacylglycerol--serine O-phosphatidyltransferase,0.0012205419285714286,1763.0
PP_3364,Q88HJ2_PSEPK,Pp_3364,Response regulator,0.0012193345555555556,1764.0
PP_0353,Q88QY1_PSEPK,Pp_0353,Exonuclease,0.0012183268571428572,1765.0
PP_4428,Q88EM6_PSEPK,Pp_4428,"Amino acid ABC transporter, periplasmic amino acid-binding protein",0.001215595111111111,1766.0
fliI,Q88ET7_PSEPK,Flii,Flagellum-specific ATP synthase FliI,0.0012094070555555556,1767.0
PP_1289,Y1289_PSEPK,Pp_1289,UPF0246 protein PP_1289,0.0011928691818181819,1768.0
yfcH,Q88PV5_PSEPK,Pp_0743,Uncharacterized protein,0.0011884256363636362,1769.0
PP_2240,Q88KQ0_PSEPK,Pp_2240,"ABC efflux transporter, permease/ATP-binding protein, putative",0.0011849709444444443,1770.0
urtB,Q88DI3_PSEPK,Pp_4842,"Branched-chain amino acid ABC transporter, permease protein, putative",0.0011774380555555554,1771.0
PP_5113,Q88CR7_PSEPK,Pp_5113,Uncharacterized protein,0.0011765367777777777,1772.0
selU,SELU_PSEPK,Selu,tRNA 2-selenouridine synthase,0.0011722437272727272,1773.0
iscR,Q88PK9_PSEPK,Pp_0841,Rrf2 family protein,0.0011704588181818182,1774.0
PP_3445,Q88HB5_PSEPK,Pp_3445,Uncharacterized protein,0.0011696122777777778,1775.0
braF,Q88DG1_PSEPK,Pp_4864,"Branched-chain amino acid ABC transporter, ATP-binding protein",0.0011560747777777777,1776.0
puuB,Q88K44_PSEPK,Pp_2448,Uncharacterized protein,0.001134613,1777.0
asnB,Q88M25_PSEPK,Asnb,Asparagine synthetase,0.0011344995714285715,1778.0
hglS,Q88CC1_PSEPK,Pp_5260,Uncharacterized protein,0.0011295101818181818,1779.0
czrSA,Q88RU9_PSEPK,Pp_0030,Histidine kinase,0.0011257025555555555,1780.0
PP_2628,Q88JM1_PSEPK,Pp_2628,"ABC transporter, ATP-binding protein",0.0011162453333333332,1781.0
atoA,Q88I79_PSEPK,Pp_3122,"CoA-transferase, subunit A, putative",0.0011025378333333333,1782.0
recC,Q88DZ4_PSEPK,Recc,RecBCD enzyme subunit RecC,0.0010954194545454545,1783.0
PP_2486,Q88K07_PSEPK,Pp_2486,"NADH-dependent flavin oxidoreductase, Oye family",0.0010762677222222222,1784.0
PP_0299,Q88R35_PSEPK,Pp_0299,Uncharacterized protein,0.0010712027222222224,1785.0
PP_4594,Q88E72_PSEPK,Pp_4594,"Cystathionine gamma-synthase, putative",0.0010671328181818182,1786.0
priA,Q88CU2_PSEPK,Pria,Primosomal protein N',0.0010659244545454547,1787.0
hrpB,Q88DQ1_PSEPK,Hrpb,ATP-dependent helicase HrpB,0.001064897,1788.0
PP_1964,Q88LG8_PSEPK,Pp_1964,"Deoxynucleotide monophosphate kinase, putative",0.0010623127500000002,1789.0
fpvA,Q88F81_PSEPK,Fpva,Outer membrane ferripyoverdine receptor,0.0010421973888888889,1790.0
PP_5300,Q88C83_PSEPK,Pp_5300,"Transcriptional regulator, LysR family",0.00103226225,1791.0
PP_3651,Q88GR7_PSEPK,Pp_3651,Sensor histidine kinase/response regulator,0.0010238538888888888,1792.0
glnQ,Q88D07_PSEPK,Pp_5022,"Amino acid ABC transporter, ATP-binding protein",0.00102144675,1793.0
PP_0860,Q88PJ0_PSEPK,Pp_0860,"Sulfite reductase, flavoprotein component, putative",0.0010032432857142858,1794.0
nfnB,Q88K59_PSEPK,Pp_2432,Oxygen-insensitive NAD(P)H nitroreductase,0.0009902765,1795.0
PP_1058,Q88NZ5_PSEPK,Pp_1058,Uncharacterized protein,0.0009821531111111111,1796.0
rlmN,RLMN_PSEPK,Rlmn,Dual-specificity RNA methyltransferase RlmN,0.0009731344444444445,1797.0
PP_4601,Q88E66_PSEPK,Pp_4601,"Transcriptional regulator, LysR family",0.0009723201666666666,1798.0
PP_4542,Q88EC4_PSEPK,Pp_4542,"ABC transporter, ATP-binding protein/permease protein, putative",0.0009709122142857143,1799.0
maf-1,Y936_PSEPK,Maf-1,Maf-like protein PP_0936,0.0009617418181818182,1800.0
quiA,Q88GZ6_PSEPK,Pp_3569,"Quinate dehydrogenase (Pyrroloquinoline-quinone), putative",0.0009600736111111111,1801.0
PP_0887,Q88PG3_PSEPK,Pp_0887,Histidine kinase,0.000957145,1802.0
PP_0613,Q88Q82_PSEPK,Pp_0613,Amidase family protein,0.0009551275714285714,1803.0
PP_3212,Q88HZ0_PSEPK,Pp_3212,Rieske 2Fe-2S family protein,0.0009259379285714286,1804.0
PP_4586,Q88E80_PSEPK,Pp_4586,Uncharacterized protein,0.0009254343888888889,1805.0
PP_1245,Q88NG4_PSEPK,Pp_1245,Uncharacterized protein,0.0009248012222222222,1806.0
PP_3694,Q88GM7_PSEPK,Pp_3694,Uncharacterized protein,0.0009218797222222223,1807.0
PP_3781,Q88GE3_PSEPK,Pp_3781,Oxygen-independent Coproporphyrinogen III oxidase family protein,0.0009131986363636363,1808.0
pcaF-I,Q88N39_PSEPK,Pcaf,Beta-ketoadipyl CoA thiolase PcaF,0.0009087956428571428,1809.0
nhaP2,NHAP2_PSEPK,Nhap2,K(+)/H(+) antiporter NhaP2,0.0008978785,1810.0
KRT10,K1C10_HUMAN,Krt10,"Keratin, type I cytoskeletal 10",0.0008928504999999999,1811.0
kdpD,Q88FD9_PSEPK,Kdpd,Histidine kinase,0.0008908462727272728,1812.0
PP_4941,Q88D86_PSEPK,Pp_4941,Uncharacterized protein,0.0008798127272727272,1813.0
PP_2892,Q88IV7_PSEPK,Pp_2892,Uncharacterized protein,0.0008755640909090909,1814.0
PP_1500,Q88MR9_PSEPK,Pp_1500,"Lipoprotein, putative",0.0008655981818181818,1815.0
PP_2447,Q88K45_PSEPK,Pp_2447,Uncharacterized protein,0.0008625992222222223,1816.0
PP_3126,Q88I75_PSEPK,Pp_3126,"Polysaccharide export protein, putative",0.0008493135555555556,1817.0
PP_3428,Q88HD2_PSEPK,Pp_3428,TPR domain protein,0.0008447625454545455,1818.0
rppH,RPPH_PSEPK,Rpph,RNA pyrophosphohydrolase,0.00084299625,1819.0
cusF,Q88BZ5_PSEPK,Pp_5388,Uncharacterized protein,0.000842181,1820.0
gacS,Q88MC3_PSEPK,Gacs,Histidine kinase,0.0008402335555555555,1821.0
dctA,DCTA_PSEPK,Dcta,C4-dicarboxylate transport protein,0.00083859525,1822.0
PP_3014,Q88II5_PSEPK,Pp_3014,Uncharacterized protein,0.0008377014285714286,1823.0
PP_1738,Q88M37_PSEPK,Pp_1738,Uncharacterized protein,0.0008367891111111112,1824.0
PP_3435,Q88HC5_PSEPK,Pp_3435,Uncharacterized protein,0.00083285,1825.0
PP_3787,Q88GD7_PSEPK,Pp_3787,Uncharacterized protein,0.000821421,1826.0
PP_4429,Q88EM5_PSEPK,Pp_4429,"Transcriptional regulator, GntR family",0.0008202762500000001,1827.0
PP_4331,Q88EX1_PSEPK,Pp_4331,Uncharacterized protein,0.0008193307777777778,1828.0
PP_4814,Q88DL1_PSEPK,Pp_4814,ATP-dependent protease La domain protein,0.0008156037142857143,1829.0
qedH-II,Q88JH0_PSEPK,Pp_2679,"Quinoprotein ethanol dehydrogenase, putative",0.0008117840555555557,1830.0
PP_3087,Q88IB2_PSEPK,Pp_3087,"Excinuclease ABC, A subunit, putative",0.0008099865714285714,1831.0
csiR,Q88IU1_PSEPK,Pp_2908,"Transcriptional regulator, putative",0.0008089772857142857,1832.0
PP_0091,Q88RN8_PSEPK,Pp_0091,"Lipoprotein, putative",0.0008066736666666667,1833.0
PP_4575,Q88E91_PSEPK,Pp_4575,Urea amidolyase-related protein,0.0008054225714285714,1834.0
dsbC,Q88MU9_PSEPK,Dsbc,Thiol:disulfide interchange protein DsbC,0.0007944497500000001,1835.0
cobO,Q88MA2_PSEPK,Cobo,Cob(I)alamin adenosyltransferase,0.0007929525,1836.0
ycaC-I,Q88PY7_PSEPK,Pp_0711,"Hydrolase, isochorismatase family",0.0007866758333333334,1837.0
PP_2343,Q88KE7_PSEPK,Pp_2343,Uncharacterized protein,0.0007704947142857142,1838.0
ccoP-I,Q88F46_PSEPK,Ccop-1,Cbb3-type cytochrome c oxidase subunit,0.0007529817777777777,1839.0
yfbS,Q88FZ5_PSEPK,Pp_3931,"Transporter, sodium/sulfate symporter family",0.0007461575,1840.0
PP_0386,Q88QU8_PSEPK,Pp_0386,Sensory box protein,0.0007316223333333334,1841.0
PP_2201,Q88KT8_PSEPK,Pp_2201,"Hydrolase, alpha/beta fold family",0.0007286215,1842.0
PP_0201,Q88RD1_PSEPK,Pp_0201,Uncharacterized protein,0.0007127899999999999,1843.0
exaE,Q88JH7_PSEPK,Pp_2672,"DNA-binding response regulator, LuxR family",0.0007116152222222223,1844.0
PP_1395,Q88N21_PSEPK,Pp_1395,"Transcriptional regulator, AraC family",0.0007071603571428571,1845.0
PP_0242,Q88R91_PSEPK,Pp_0242,"Transcriptional regulator, TetR family",0.0007005676428571429,1846.0
yfgD,Q88MC8_PSEPK,Arsc-1,Arsenate reductase,0.0006962832777777777,1847.0
PP_0696,Q88Q02_PSEPK,Pp_0696,Uncharacterized protein,0.000690533,1848.0
dsbD-I,Q88QD3_PSEPK,Dsbd-1,Thiol:disulfide interchange protein DsbD,0.0006858065555555556,1849.0
PP_2472,Q88K21_PSEPK,Pp_2472,Uncharacterized protein,0.000677381,1850.0
PP_1878,Q88LQ1_PSEPK,Pp_1878,Uncharacterized protein,0.0006717714444444444,1851.0
dkgB,Q88KC2_PSEPK,Pp_2368,"Oxidoreductase, aldo/keto reductase family",0.0006567853636363636,1852.0
PP_0076,Q88RQ3_PSEPK,Pp_0076,"Glycine betaine-binding protein, putative",0.0006474892222222222,1853.0
PP_4695,Q88DX3_PSEPK,Pp_4695,Histidine kinase,0.0006445865555555555,1854.0
cumA,Q88P19_PSEPK,Cuma,Multicopper oxidase,0.0006418517272727272,1855.0
cheR3,CHER3_PSEPK,Cher3,Putative methyltransferase Cher3,0.0006410376428571429,1856.0
PP_1487,Q88MT1_PSEPK,Pp_1487,Uncharacterized protein,0.0006388068333333333,1857.0
PP_2381,Q88KA9_PSEPK,Pp_2381,Conserved domain protein,0.0006301564999999999,1858.0
dapF,Q88GD4_PSEPK,Dapf-1,Diaminopimelate epimerase,0.0006198781818181819,1859.0
PP_4871,Q88DF4_PSEPK,Pp_4871,Uncharacterized protein,0.0006167107272727272,1860.0
flgE,Q88ER5_PSEPK,Flge,Flagellar hook protein FlgE,0.0006149548333333333,1861.0
yjbB,Q88RI4_PSEPK,Pp_0145,Na+/Pi cotransporter family protein,0.0006122704545454545,1862.0
